tstm,aX,aY,aZ,meanX,meanY,meanZ,stdX,stdY,stdZ,meanDiffX,meanDiffY,meanDiffZ,stdDiffX,stdDiffY,stdDiffZ,HardAccel,HardBrake,LaneChanL,LaneChanR,ui8LaneHole
11513,-2046,2010,7110,-123.400,1657.157,7757.628,1017.942,762.146,792.181,-210.143,243.856,-154.717,250.309,-154.720,22.269,0,0,0,0,0
11613,884,2556,8286,-105.700,1695.157,7770.029,1024.511,739.361,793.560,177.000,380.000,124.004,65.698,-227.852,13.791,0,0,0,0,0
11713,-1061,2890,6815,-104.314,1740.057,7746.043,1023.152,714.713,796.683,13.857,449.000,-239.858,-13.596,-246.478,31.231,0,0,0,0,0
11813,-722,2816,7918,-106.214,1780.443,7741.786,1024.173,694.203,794.955,-19.000,403.857,-42.573,10.213,-205.095,-17.283,0,0,0,0,0
11913,1179,1458,7894,-89.300,1799.086,7728.171,1035.420,667.248,783.995,169.143,186.428,-136.143,112.469,-269.557,-109.593,0,0,0,0,0
12013,-1679,1951,9102,-121.671,1821.229,7740.100,1049.102,645.860,798.324,-323.714,221.428,119.287,136.820,-213.875,143.290,0,0,0,0,0
12113,1198,2634,7271,-119.557,1843.400,7735.457,1051.607,646.741,800.092,21.143,221.715,-46.431,25.052,8.811,17.676,0,0,0,0,0
12213,2337,1349,7779,-78.614,1830.371,7733.771,1089.962,647.383,799.874,409.429,-130.286,-16.855,383.542,6.420,-2.179,0,0,0,0,0
12313,-1602,1366,7761,-84.443,1851.943,7711.643,1096.979,605.006,777.063,-58.286,215.714,-221.284,70.173,-423.769,-228.112,0,0,0,0,0
12413,-2942,2473,8958,-112.300,1848.929,7726.971,1143.448,601.368,790.793,-278.571,-30.143,153.281,464.686,-36.384,137.304,0,0,0,0,0
12513,299,1916,7817,-84.314,1863.700,7724.814,1129.108,590.028,790.339,279.857,147.714,-21.567,-143.391,-113.399,-4.547,0,0,0,0,0
12613,-1946,2897,8709,-112.343,1879.200,7760.357,1150.421,602.584,777.755,-280.286,155.000,355.425,213.127,125.560,-125.836,0,0,0,0,0
12713,82,3554,9500,-111.557,1905.029,7812.857,1150.535,634.238,769.332,7.857,258.286,525.000,1.136,316.539,-84.232,0,0,0,0,0
12813,181,2638,8187,-98.286,1926.714,7822.329,1148.473,632.976,769.798,132.714,216.857,94.717,-20.616,-12.619,4.666,0,0,0,0,0
12913,344,2274,8959,-84.329,1941.257,7830.686,1147.827,629.082,778.864,139.571,145.430,83.569,-6.466,-38.945,90.658,0,0,0,0,0
13013,2450,1165,8902,-49.471,1937.186,7833.671,1186.557,633.157,782.556,348.571,-40.715,29.858,387.307,40.753,36.918,0,0,0,0,0
13113,-1488,3138,9918,-70.000,1965.186,7855.671,1198.774,642.238,818.377,-205.286,280.000,220.000,122.166,90.809,358.206,0,0,0,0,0
13213,2110,1931,8552,-42.186,1980.086,7870.872,1226.133,629.037,821.282,278.143,149.000,152.002,273.589,-132.005,29.058,0,0,0,0,0
13313,98,1236,7819,-40.686,1981.043,7874.614,1226.239,627.852,820.440,15.000,9.572,37.427,1.063,-11.851,-8.423,0,0,0,0,0
13413,-1611,3406,7109,-55.871,1999.557,7867.914,1238.944,650.096,824.739,-151.857,185.143,-67.002,127.047,222.441,42.986,0,0,0,0,0
13513,2685,2064,8654,-19.457,1999.571,7876.214,1280.800,650.098,829.670,364.143,0.143,83.003,418.566,0.015,49.310,0,0,0,0,0
13613,1322,1932,8110,-2.371,1999.471,7877.043,1290.567,650.108,829.874,170.857,-1.000,8.286,97.664,0.098,2.039,0,0,0,0,0
13713,-2164,1444,7400,-35.457,1999.329,7878.800,1315.629,650.229,828.731,-330.857,-1.428,17.568,250.623,1.210,-11.428,0,0,0,0,0
13813,1361,137,6346,-15.857,1983.843,7853.586,1326.026,680.771,847.911,196.000,-154.857,-252.139,103.972,305.428,191.801,0,0,0,0,0
13913,-1393,1179,9070,-39.571,1981.357,7875.600,1335.565,683.383,859.128,-237.143,-24.857,220.142,95.386,26.116,112.172,0,0,0,0,0
14013,2028,328,9183,-18.114,1966.886,7893.286,1356.382,707.104,873.005,214.571,-144.714,176.855,208.174,237.211,138.771,0,0,0,0,0
14113,654,380,9821,1.357,1943.271,7939.857,1356.107,731.677,887.524,194.714,-236.143,465.713,-2.747,245.724,145.189,0,0,0,0,0
14213,-2748,1209,8858,-11.800,1928.571,7963.957,1378.073,735.932,889.222,-131.571,-147.001,241.001,219.652,42.554,16.980,0,0,0,0,0
14313,1411,1281,8194,-0.486,1921.457,7970.486,1386.431,739.741,889.210,113.143,-71.143,65.288,83.584,38.088,-0.125,0,0,0,0,0
14413,-1997,1743,8383,-24.943,1917.071,7982.857,1406.194,739.876,888.838,-244.571,-43.857,123.711,197.627,1.349,-3.712,0,0,0,0,0
14513,-998,1970,8358,-51.300,1920.200,7999.329,1406.894,739.630,884.946,-263.571,31.285,164.717,7.003,-2.459,-38.927,0,0,0,0,0
14613,-17,1264,7677,-55.986,1917.571,7997.943,1406.226,741.628,885.373,-46.857,-26.285,-13.857,-6.683,19.978,4.277,0,0,0,0,0
14713,388,1059,8305,-48.343,1905.929,8006.086,1407.164,748.585,885.539,76.429,-116.428,81.431,9.382,69.573,1.653,0,0,0,0,0
14813,-402,2156,7173,-60.457,1911.900,7995.486,1406.506,748.889,890.990,-121.143,59.714,-106.001,-6.580,3.038,54.510,0,0,0,0,0
14913,1190,428,6793,-43.071,1896.900,7976.286,1414.312,767.708,902.145,173.857,-150.000,-192.002,78.059,188.198,111.548,0,0,0,0,0
15013,-1478,1293,7480,-62.157,1895.271,7975.271,1424.496,768.866,902.662,-190.857,-16.285,-10.142,101.841,11.575,5.172,0,0,0,0,0
15113,-1062,2145,7608,-76.886,1902.729,7966.243,1429.419,768.721,903.129,-147.286,74.570,-90.288,49.230,-1.454,4.677,0,0,0,0,0
15213,3053,539,8918,-34.371,1885.600,7971.657,1476.834,785.378,907.672,425.143,-171.285,54.146,474.150,166.572,45.421,0,0,0,0,0
15313,-904,938,7653,-40.286,1873.300,7964.628,1479.473,793.339,908.207,-59.143,-122.999,-70.288,26.394,79.618,5.353,0,0,0,0,0
15413,-433,1510,8516,-39.371,1874.957,7964.157,1479.211,792.457,907.912,9.143,16.571,-4.712,-2.626,-8.823,-2.950,0,0,0,0,0
15513,3992,765,6722,7.643,1864.171,7948.886,1552.480,802.292,919.611,470.143,-107.858,-152.715,732.690,98.346,116.995,0,0,0,0,0
15613,1178,1273,7915,7.971,1876.700,7942.671,1552.725,785.948,918.348,3.286,125.286,-62.144,2.451,-163.436,-12.628,0,0,0,0,0
15713,-254,785,6137,23.114,1871.214,7898.986,1544.908,792.184,930.392,151.429,-54.857,-436.855,-78.170,62.359,120.432,0,0,0,0,0
15813,-1243,432,5524,-4.529,1855.486,7861.086,1549.995,809.484,971.426,-276.429,-157.285,-378.999,50.874,173.000,410.339,0,0,0,0,0
15913,-3365,2001,7597,-59.214,1867.629,7841.200,1599.281,805.189,962.338,-546.857,121.428,-198.857,492.852,-42.949,-90.877,0,0,0,0,0
16013,2288,1075,8285,-18.700,1865.643,7838.957,1622.144,806.968,961.117,405.143,-19.857,-22.432,228.632,17.789,-12.205,0,0,0,0,0
16113,-193,1407,8454,-11.486,1864.171,7846.829,1620.228,807.709,963.862,72.143,-14.714,78.716,-19.154,7.407,27.446,0,0,0,0,0
16213,-1296,1839,8312,-22.529,1860.586,7855.443,1626.300,807.255,965.285,-110.429,-35.857,86.143,60.714,-4.535,14.231,0,0,0,0,0
16313,142,1261,8650,1.671,1852.300,7883.872,1615.931,810.384,958.942,242.000,-82.856,284.287,-103.684,31.290,-63.427,0,0,0,0,0
16413,1977,1075,7459,44.200,1841.400,7900.471,1628.138,815.618,941.223,425.286,-109.000,165.996,122.067,52.335,-177.197,0,0,0,0,0
16513,-599,1596,6226,56.286,1832.771,7907.128,1620.159,814.973,927.609,120.857,-86.285,66.572,-79.790,-6.447,-136.134,0,0,0,0,0
16613,1567,819,8072,89.171,1806.786,7927.100,1627.112,817.878,915.820,328.857,-259.857,199.717,69.529,29.054,-117.896,0,0,0,0,0
16713,2408,762,9057,129.071,1788.657,7944.800,1649.091,826.724,925.462,399.000,-181.287,176.997,219.795,88.454,96.426,0,0,0,0,0
16813,1215,-172,7101,151.043,1753.829,7939.486,1653.163,856.692,929.217,219.714,-348.285,-53.140,40.713,299.680,37.545,0,0,0,0,0
16913,76,513,9236,144.186,1714.371,7971.743,1652.464,849.295,934.457,-68.571,-394.572,322.568,-6.987,-73.966,52.404,0,0,0,0,0
17013,517,708,9015,104.229,1697.686,7979.157,1608.567,857.391,940.626,-399.571,-166.858,74.146,-438.970,80.956,61.687,0,0,0,0,0
17113,2133,407,9277,93.543,1686.843,8015.557,1592.489,868.770,940.844,-106.857,-108.428,363.999,-160.775,113.791,2.184,0,0,0,0,0
17213,865,237,7542,134.143,1657.157,8009.600,1575.320,882.198,942.502,406.000,-296.858,-59.570,-171.698,134.277,16.580,0,0,0,0,0
17313,-1815,1017,7028,101.686,1625.314,7985.614,1591.654,864.320,945.808,-324.571,-318.428,-239.858,163.345,-178.774,33.053,0,0,0,0,0
17413,1004,1140,7026,84.029,1600.643,7992.314,1574.599,853.100,937.286,-176.571,-246.715,67.002,-170.549,-112.200,-85.211,0,0,0,0,0
17513,-27,1741,8197,90.314,1587.757,8002.757,1573.265,844.023,935.435,62.857,-128.856,104.429,-13.346,-90.777,-18.516,0,0,0,0,0
17613,-454,2407,7683,98.814,1596.714,8005.486,1568.687,849.326,934.219,85.000,89.570,27.285,-45.778,53.030,-12.161,0,0,0,0,0
17713,1290,2531,6292,137.571,1603.214,8001.929,1564.117,854.693,940.243,387.571,65.000,-35.571,-45.701,53.672,60.240,0,0,0,0,0
17813,2032,728,6882,185.686,1581.800,7998.300,1569.839,857.570,944.060,481.143,-214.142,-36.289,57.227,28.767,38.171,0,0,0,0,0
17913,-410,1329,7013,180.800,1564.543,7996.143,1571.153,850.298,946.134,-48.857,-172.572,-21.567,13.136,-72.719,20.742,0,0,0,0,0
18013,-514,1566,7732,166.957,1562.286,7995.429,1572.944,850.081,946.314,-138.429,-22.571,-7.144,17.909,-2.167,1.802,0,0,0,0,0
18113,1830,2021,7959,168.129,1567.114,8006.100,1574.151,851.711,941.620,11.714,48.285,106.714,12.072,16.304,-46.943,0,0,0,0,0
18213,-2648,1747,6956,149.471,1545.071,7970.500,1599.474,826.429,933.505,-186.571,-220.428,-356.001,253.232,-252.828,-81.144,0,0,0,0,0
18313,327,2102,8654,142.957,1533.686,7961.186,1597.809,813.079,923.331,-65.143,-113.857,-93.145,-16.655,-133.494,-101.744,0,0,0,0,0
18413,2229,227,7819,154.471,1514.229,7952.686,1609.850,827.688,921.861,115.143,-194.572,-85.000,120.414,146.087,-14.701,0,0,0,0,0
18513,-70,682,7526,182.700,1495.257,7958.628,1588.197,831.318,917.741,282.286,-189.713,59.429,-216.532,36.306,-41.199,0,0,0,0,0
18613,-520,1296,7488,162.643,1477.257,7947.229,1588.079,821.742,918.560,-200.571,-180.000,-113.999,-1.180,-95.766,8.185,0,0,0,0,0
18713,46,1939,7408,178.457,1463.671,7955.700,1581.312,805.983,910.780,158.143,-135.858,84.717,-67.667,-157.586,-77.795,0,0,0,0,0
18813,2060,1989,8714,218.200,1451.857,7967.071,1593.098,792.014,915.197,397.429,-118.142,113.711,117.858,-139.693,44.168,0,0,0,0,0
18913,1959,1065,7482,229.343,1446.243,7961.186,1602.479,793.342,916.971,111.429,-56.144,-58.857,93.815,13.283,17.741,0,0,0,0,0
19013,-723,1186,7633,243.000,1435.314,7940.200,1590.184,791.581,907.382,136.572,-109.285,-209.854,-122.957,-17.612,-95.892,0,0,0,0,0
19113,1455,757,7726,246.671,1408.500,7946.700,1592.679,782.258,904.189,36.714,-268.143,65.000,24.957,-93.227,-31.931,0,0,0,0,0
19213,1082,908,8514,228.743,1402.200,7957.200,1576.024,784.485,906.445,-179.286,-63.000,105.000,-166.552,22.264,22.564,0,0,0,0,0
19313,994,526,7807,265.829,1390.200,7957.857,1562.998,791.341,906.319,370.857,-120.000,6.567,-130.262,68.566,-1.258,0,0,0,0,0
19413,165,594,7823,310.214,1363.357,7941.643,1514.641,786.007,898.400,443.857,-268.428,-162.139,-483.575,-53.340,-79.197,0,0,0,0,0
19513,1130,677,7043,322.086,1345.657,7930.586,1517.759,787.312,904.607,118.714,-177.001,-110.571,31.189,13.052,62.075,0,0,0,0,0
19613,1230,1262,7848,367.457,1322.300,7918.286,1496.604,764.875,899.780,453.714,-233.571,-123.003,-211.556,-224.371,-48.270,0,0,0,0,0
19713,-442,1148,7835,359.971,1287.929,7894.500,1499.321,716.336,879.430,-74.857,-343.715,-237.856,27.170,-485.394,-203.499,0,0,0,0,0
19813,2491,561,7298,392.971,1258.257,7881.800,1520.293,702.686,881.531,330.000,-296.714,-127.002,209.725,-136.503,21.007,0,0,0,0,0
19913,-728,1076,7707,377.657,1241.143,7863.914,1526.098,692.250,872.145,-153.143,-171.144,-178.857,58.042,-104.357,-93.860,0,0,0,0,0
20013,492,842,8091,349.686,1236.529,7852.329,1505.665,693.817,863.623,-279.714,-46.143,-115.854,-204.326,15.669,-85.219,0,0,0,0,0
20113,-629,237,6078,361.957,1195.086,7797.471,1494.094,665.045,852.557,122.715,-414.429,-548.574,-115.714,-287.716,-110.663,0,0,0,0,0
20213,-631,446,6576,322.800,1173.871,7769.243,1483.649,664.917,859.789,-391.572,-212.142,-282.285,-104.447,-1.283,72.324,0,0,0,0,0
20313,-623,399,8703,312.500,1161.914,7781.872,1487.672,671.188,866.890,-103.000,-119.572,126.289,40.227,62.715,71.010,0,0,0,0,0
20413,-201,571,8163,332.643,1121.414,7796.929,1470.943,617.981,864.221,201.429,-405.000,150.571,-167.290,-532.078,-26.686,0,0,0,0,0
20513,1515,335,7449,315.929,1096.714,7779.714,1450.625,614.356,858.963,-167.143,-247.001,-172.144,-203.175,-36.251,-52.582,0,0,0,0,0
20613,1286,384,8204,315.414,1074.600,7781.057,1450.274,611.746,859.552,-5.143,-221.143,13.428,-3.506,-26.097,5.887,0,0,0,0,0
20713,208,191,6585,349.300,1056.700,7769.414,1419.328,618.964,870.090,338.857,-179.000,-116.431,-309.467,72.184,105.377,0,0,0,0,0
20813,-1521,387,8276,308.129,1060.271,7796.986,1431.135,614.351,854.996,-411.714,35.715,275.718,118.069,-46.130,-150.939,0,0,0,0,0
20913,-2285,1411,5552,295.386,1063.586,7746.729,1450.071,615.607,881.669,-127.429,33.142,-502.573,189.359,12.560,266.733,0,0,0,0,0
21013,-1558,365,5390,244.157,1064.114,7692.543,1451.298,614.991,907.899,-512.286,5.286,-541.855,12.279,-6.162,262.297,0,0,0,0,0
21113,-725,-188,6199,224.457,1056.000,7640.800,1454.956,627.582,888.116,-197.000,-81.143,-517.432,36.578,125.909,-197.825,0,0,0,0,0
21213,-2597,-1117,5883,226.614,1022.771,7598.300,1450.653,678.142,899.955,21.572,-332.286,-425.000,-43.031,505.603,118.392,0,1,0,0,0
21313,-2715,530,7728,167.671,1012.043,7591.643,1484.755,679.911,897.244,-589.429,-107.286,-66.567,341.013,17.681,-27.116,0,0,0,0,0
21413,-3176,755,7512,150.829,997.929,7579.200,1515.582,674.826,892.208,-168.429,-141.143,-124.429,308.275,-50.845,-50.356,0,0,0,0,0
21513,-1719,765,6092,140.529,980.714,7546.829,1525.770,665.109,904.389,-103.000,-172.143,-323.716,101.882,-97.170,121.810,0,0,0,0,0
21613,-36,619,6600,140.257,971.500,7531.443,1525.800,665.588,911.179,-2.714,-92.143,-153.857,0.299,4.791,67.902,0,0,0,0,0
21713,1204,-341,7195,151.914,951.500,7515.586,1530.757,683.453,907.229,116.572,-200.000,-158.569,49.570,178.645,-39.502,0,0,0,0,0
21813,-220,218,8273,154.514,923.814,7531.300,1529.969,673.277,910.679,26.000,-276.857,157.139,-7.886,-101.761,34.500,0,0,0,0,0
21913,-463,380,8569,130.900,923.129,7556.671,1526.557,673.805,914.488,-236.143,-6.857,253.716,-34.114,5.289,38.093,0,0,0,0,0
22013,-1431,1020,8117,131.571,919.229,7565.771,1525.859,672.442,916.847,6.714,-39.000,91.001,-6.979,-13.635,23.582,0,0,0,0,0
22113,2131,-177,7588,177.186,886.057,7565.486,1537.181,668.417,916.836,456.143,-331.714,-2.856,113.214,-40.254,-0.101,0,0,0,0,0
22213,-411,851,7264,127.700,890.514,7541.857,1499.090,667.126,902.882,-494.857,44.572,-236.289,-380.908,-12.902,-139.542,0,0,0,0,0
22313,-2348,1247,7766,107.071,894.929,7543.471,1522.891,668.447,903.181,-206.286,44.143,16.143,238.013,13.207,2.982,0,0,0,0,0
22413,-319,418,6687,108.700,879.329,7517.343,1522.374,666.651,901.122,16.286,-156.000,-261.284,-5.175,-17.964,-20.590,0,0,0,0,0
22513,-1149,25,7474,35.257,868.757,7528.086,1455.815,674.204,896.044,-734.429,-105.714,107.432,-665.590,75.536,-50.777,0,0,0,0,0
22613,-173,851,8131,15.957,862.729,7531.171,1449.479,672.447,897.741,-193.000,-60.286,30.854,-63.362,-17.572,16.975,0,0,0,0,0
22713,2011,193,7352,48.314,854.271,7548.529,1468.251,677.078,882.230,323.571,-84.572,173.574,187.721,46.310,-155.115,0,0,0,0,0
22813,619,58,7502,74.914,848.929,7576.786,1461.466,681.848,847.944,266.000,-53.428,282.568,-67.843,47.699,-342.860,0,0,0,0,0
22913,-332,640,4329,118.243,829.486,7530.100,1402.615,667.983,931.403,433.286,-194.429,-466.855,-588.513,-138.650,834.587,0,0,0,0,0
23013,-2398,591,6251,51.300,822.571,7501.043,1409.270,667.911,939.094,-669.429,-69.143,-290.571,66.550,-0.721,76.918,0,0,0,0,0
23113,-952,-12,8422,40.457,802.300,7500.586,1414.020,671.390,938.638,-108.429,-202.714,-4.570,47.500,34.793,-4.563,0,0,0,0,0
23213,2758,907,9982,98.371,788.986,7524.443,1440.862,659.841,979.301,579.143,-133.143,238.569,268.418,-115.488,406.625,0,0,0,0,0
23313,2081,370,6708,126.071,776.257,7496.700,1459.946,659.207,974.518,277.000,-127.286,-277.427,190.844,-6.346,-47.831,0,0,0,0,0
23413,2126,-1,7417,128.200,760.886,7496.100,1462.749,664.585,974.553,21.286,-153.714,-6.001,28.030,53.779,0.359,0,0,0,0,0
23513,-2136,1112,8722,106.243,753.971,7531.757,1484.869,658.349,973.091,-219.571,-69.143,356.572,221.196,-62.360,-14.621,0,0,0,0,0
23613,-640,462,2692,74.714,748.871,7454.900,1476.927,659.208,1127.585,-315.286,-51.000,-768.574,-79.417,8.588,1544.939,0,0,0,0,1
23713,-3958,941,5205,-16.229,751.429,7399.872,1525.646,659.601,1141.958,-909.429,25.572,-550.283,487.183,3.929,143.726,0,0,0,0,0
23813,4222,-504,6263,26.729,746.686,7387.900,1600.219,667.371,1149.396,429.571,-47.429,-119.717,745.737,77.708,74.387,0,0,1,0,0
23913,-2727,2369,7609,-13.314,773.200,7364.657,1633.215,693.902,1128.042,-400.429,265.143,-232.427,329.961,265.306,-213.549,0,0,0,0,0
24013,-3184,-115,5923,-66.186,761.443,7320.486,1674.574,701.834,1123.080,-528.714,-117.571,-441.714,413.584,79.321,-49.615,0,0,0,0,0
24113,-1258,-555,5557,-114.629,747.700,7267.343,1659.232,717.875,1117.240,-484.429,-137.429,-531.431,-153.420,160.411,-58.396,0,0,0,0,0
24213,-2482,-293,4088,-162.443,740.129,7218.000,1678.427,725.971,1178.608,-478.143,-75.714,-493.428,191.958,80.958,613.676,0,0,0,0,0
24313,-2408,71,6899,-170.914,726.614,7216.157,1688.215,729.488,1179.005,-84.714,-135.143,-18.428,97.874,35.168,3.966,0,0,0,0,0
24413,-2351,-756,7291,-218.843,699.529,7219.943,1701.749,748.585,1178.813,-479.286,-270.857,37.856,135.338,190.971,-1.913,0,0,0,0,0
24513,-1776,-1240,7068,-243.829,656.943,7203.814,1711.560,772.535,1173.044,-249.857,-425.857,-161.284,98.113,239.501,-57.689,0,0,0,0,0
24613,-2106,-174,8506,-267.429,620.071,7215.571,1725.627,749.374,1181.879,-236.000,-368.715,117.568,140.668,-231.607,88.348,0,0,0,0,0
24713,-3972,556,8116,-342.600,591.857,7241.628,1770.181,713.203,1181.337,-751.714,-282.143,260.571,445.542,-361.717,-5.425,0,0,0,0,0
24813,-2969,346,4061,-414.043,586.400,7201.329,1773.817,713.601,1239.599,-714.428,-54.571,-402.998,36.359,3.987,582.618,0,0,0,0,0
24913,-1473,564,3153,-429.229,575.471,7146.186,1778.262,707.981,1329.355,-151.857,-109.286,-551.431,44.449,-56.206,897.567,0,0,0,0,0
25013,1181,638,9114,-405.014,562.214,7165.929,1788.454,697.926,1348.040,242.143,-132.571,197.432,101.919,-100.549,186.846,0,0,0,0,0
25113,1468,670,8320,-410.186,542.914,7171.086,1782.497,675.643,1351.750,-51.714,-193.000,51.572,-59.567,-222.831,37.096,0,0,0,0,0
