tmstm,rssi,type,mac
45647,-85,50,501cbf48fb80
45648,-86,88,501cbf48fb82
45660,-86,50,501cbf48fb83
45682,-85,80,501cbf48fb83
45721,-85,80,501cbf48fb80
45723,-85,50,501cbf48fb82
45725,-85,80,501cbf48fb84
45725,-85,50,501cbf48fb81
45728,-85,50,501cbf48fb83
45729,-84,50,501cbf48fb80
45761,-85,80,501cbf48fb81
45772,-84,88,501cbf48fb82
45787,-84,80,501cbf48fb83
45810,-85,50,501cbf48fb82
45815,-84,50,501cbf48fb81
45819,-92,50,d663c6f8a407
45833,-85,80,501cbf48fb84
45836,-84,50,501cbf48fb83
45838,-86,50,501cbf48fb80
45839,-85,88,501cbf48fb82
45844,-85,50,501cbf48fb82
45848,-85,50,501cbf48fb81
45867,-85,80,501cbf48fb81
45891,-84,80,501cbf48fb83
45900,-86,50,501cbf48fb80
45909,-85,88,501cbf48fb82
45912,-85,50,501cbf48fb83
45921,-86,80,501cbf48fb80
45934,-86,80,501cbf48fb84
45946,-86,80,501cbf48fb82
45948,-85,50,501cbf48fb80
45955,-86,88,501cbf48fb82
45955,-84,50,501cbf48fb82
45958,-85,50,501cbf48fb81
45962,-85,50,501cbf48fb83
45996,-86,80,501cbf48fb83
45998,-85,50,501cbf48fb80
46013,-85,88,501cbf48fb82
46026,-86,80,501cbf48fb80
46040,-85,80,501cbf48fb84
46079,-86,50,501cbf48fb81
48771,-84,40,304b0742a5bb
48840,-91,40,12139f878eb0
49225,-86,40,8c7967e2d805
49772,-95,40,748d081ff312
50738,-85,40,b81daae550f8
51472,-92,40,48c796ed1abc
51940,-86,40,1831bf8e1b61
52407,-94,40,dcbfe9d59b9e
53131,-67,88,bc671cf95f82
53138,-66,80,bc671cf95f83
53167,-66,80,bc671cf95f80
53180,-65,80,bc671cf95f84
53198,-65,80,bc671cf95f82
53222,-66,80,bc671cf95f81
53223,-65,50,bc671cf95f80
53225,-66,88,bc671cf95f82
53235,-65,50,bc671cf95f82
53241,-66,80,bc671cf95f83
53242,-65,50,bc671cf95f81
53248,-66,50,bc671cf95f83
53272,-65,80,bc671cf95f80
53273,-66,88,bc671cf95f82
53286,-65,80,bc671cf95f84
53297,-66,80,bc671cf95f82
53321,-65,80,bc671cf95f81
53350,-66,80,bc671cf95f83
53377,-65,80,bc671cf95f80
53384,-67,88,bc671cf95f82
53391,-65,80,bc671cf95f84
53394,-83,48,d0771445d6bd
53400,-65,80,bc671cf95f82
53428,-65,80,bc671cf95f81
53453,-65,80,bc671cf95f83
53453,-66,88,bc671cf95f82
53483,-65,80,bc671cf95f80
53496,-65,80,bc671cf95f84
53505,-65,80,bc671cf95f82
53533,-65,80,bc671cf95f81
53554,-65,80,bc671cf95f83
53555,-66,88,bc671cf95f82
53560,-83,48,d0771445d6bd
53587,-65,80,bc671cf95f80
53600,-65,80,bc671cf95f84
53609,-65,80,bc671cf95f82
53621,-64,88,e40eeee7aca8
53623,-67,88,bc671cf95f82
53634,-65,80,bc671cf95f81
53649,-82,48,d0771445d6bd
53659,-66,80,bc671cf95f83
53691,-65,80,bc671cf95f80
53703,-66,80,bc671cf95f84
53705,-67,88,bc671cf95f82
53714,-66,80,bc671cf95f82
53739,-65,80,bc671cf95f81
53763,-65,80,bc671cf95f83
53785,-80,88,44783e424574
53794,-66,80,bc671cf95f80
53795,-66,88,bc671cf95f82
53807,-65,80,bc671cf95f84
53819,-65,80,bc671cf95f82
53843,-65,80,bc671cf95f81
53870,-66,80,bc671cf95f83
53876,-68,48,e40eeee7aca8
53878,-66,88,bc671cf95f82
53910,-65,80,bc671cf95f84
53927,-66,80,bc671cf95f82
53955,-65,08,000000000000
54003,-67,80,bc671cf95f80
54052,-75,88,44783e424574
54054,-67,80,bc671cf95f81
54073,-68,88,bc671cf95f82
54077,-67,80,bc671cf95f83
54118,-67,50,bc671cf95f80
54121,-67,80,bc671cf95f84
54121,-67,50,bc671cf95f82
54123,-67,50,bc671cf95f83
54125,-68,88,bc671cf95f82
54352,-85,40,365dc470f703
54714,-85,40,8c7967e2d805
54792,-79,40,d428d56cb1de
58129,-88,88,501cbf48fb82
59124,-94,50,d663c6f8a407
60220,-90,40,f4bf80a6bff9
60518,-81,40,b81daae550f8
60700,-87,40,b808d7a08a50
61260,-93,40,daa119a186a9
61279,-86,40,8c7967e2d805
63507,-81,08,501cbf48fb80
63807,-92,40,a0f895493258
64664,-92,40,cc61e595190d
64807,-93,40,1496e5f9a4ab
65049,-91,40,f4f524dce99d
65131,-89,40,f4f52484ffea
66134,-82,88,44783e424574
66142,-69,88,bc671cf95f82
66145,-68,08,000000000000
66155,-83,40,6c71d972bb4b
66160,-68,50,bc671cf95f80
66165,-68,50,bc671cf95f82
66173,-67,50,bc671cf95f81
66174,-68,88,bc671cf95f82
66179,-67,50,bc671cf95f83
66180,-79,88,44783e424574
66192,-67,08,000000000000
66214,-86,48,6c71d972bb4b
66228,-67,80,bc671cf95f80
66239,-68,88,bc671cf95f82
66250,-68,80,bc671cf95f82
66251,-78,88,44783e424574
66251,-77,c8,44783e424574
66274,-68,80,bc671cf95f81
66299,-67,80,bc671cf95f83
66301,-69,88,bc671cf95f82
66329,-68,80,bc671cf95f80
66340,-93,80,9097f3537f10
66340,-67,80,bc671cf95f84
66352,-67,80,bc671cf95f82
66380,-67,80,bc671cf95f81
66382,-69,88,bc671cf95f82
66403,-68,80,bc671cf95f83
66433,-68,80,bc671cf95f80
66448,-68,80,bc671cf95f84
66467,-68,08,000000000000
66482,-68,80,bc671cf95f81
66482,-81,88,44783e424574
66483,-69,88,bc671cf95f82
66489,-87,40,daa11966ee8e
66490,-69,50,bc671cf95f80
66497,-70,50,bc671cf95f82
66502,-68,50,bc671cf95f81
66506,-68,80,bc671cf95f83
66512,-70,88,bc671cf95f82
66514,-68,50,bc671cf95f83
66537,-68,80,bc671cf95f80
66558,-67,80,bc671cf95f82
66592,-67,80,bc671cf95f81
66603,-81,88,44783e424574
66604,-81,c8,44783e424574
66609,-69,88,bc671cf95f82
66620,-68,08,000000000000
66641,-69,80,bc671cf95f80
66655,-68,80,bc671cf95f84
66658,-84,40,daa1197455a9
66667,-68,80,bc671cf95f82
66667,-68,50,bc671cf95f80
66668,-69,88,bc671cf95f82
66671,-68,50,bc671cf95f82
66675,-79,88,44783e424574
66675,-68,50,bc671cf95f81
66688,-68,50,bc671cf95f83
66690,-68,80,bc671cf95f81
66691,-68,50,bc671cf95f80
66691,-69,88,bc671cf95f82
66696,-68,50,bc671cf95f82
66702,-68,50,bc671cf95f81
66710,-68,50,bc671cf95f83
66715,-68,80,bc671cf95f83
66716,-68,50,bc671cf95f80
66717,-68,88,bc671cf95f82
66728,-68,50,bc671cf95f82
66739,-68,50,bc671cf95f81
66743,-68,50,bc671cf95f83
66745,-68,80,bc671cf95f80
66756,-79,88,44783e424574
66760,-68,80,bc671cf95f84
66761,-70,88,bc671cf95f82
66779,-68,08,000000000000
66795,-68,80,bc671cf95f81
66819,-68,80,bc671cf95f83
66851,-67,80,bc671cf95f80
66862,-67,80,bc671cf95f84
66862,-68,88,bc671cf95f82
66880,-67,80,bc671cf95f82
66894,-78,88,44783e424574
66901,-67,80,bc671cf95f81
66925,-67,80,bc671cf95f83
66957,-67,80,bc671cf95f80
66958,-69,88,bc671cf95f82
66969,-67,80,bc671cf95f84
66979,-67,80,bc671cf95f82
67007,-67,80,bc671cf95f81
67008,-67,50,bc671cf95f80
67012,-67,50,bc671cf95f82
67014,-68,88,bc671cf95f82
67023,-68,50,bc671cf95f81
67026,-67,50,bc671cf95f83
67030,-67,80,bc671cf95f83
67049,-68,50,bc671cf95f80
67051,-67,50,bc671cf95f82
67056,-69,88,bc671cf95f82
67059,-67,80,bc671cf95f80
67060,-67,50,bc671cf95f81
67061,-67,50,bc671cf95f83
67071,-67,80,bc671cf95f84
67086,-68,80,bc671cf95f82
67086,-68,88,bc671cf95f82
67105,-81,88,44783e424574
67108,-68,80,bc671cf95f81
68907,-91,40,f0d7aac4772e
69621,-85,40,daa119b9f18d
70306,-84,40,b81daae550f8
70887,-91,40,2c0e3dc77b3a
71156,-86,88,501cbf48fb82
71222,-85,80,501cbf48fb82
71408,-85,80,501cbf48fb80
71419,-85,80,501cbf48fb84
71427,-91,80,d663c6f8a407
71438,-91,50,d663c6f8a407
71456,-86,80,501cbf48fb81
71589,-88,88,501cbf48fb82
71684,-82,40,304b07bc26da
71689,-93,40,daa119e0b8b8
71734,-93,80,d663c6f8a407
71801,-93,50,d663c6f8a407
73432,-88,40,8c7967e2d805
74966,-90,40,403f8c20a805
75070,-90,40,5c70a37335b8
75214,-94,40,daa1194b19c9
76266,-92,40,1496e5f9a4ab
77350,-83,40,bcffeb422ec7
77495,-57,40,cc61e51827eb
77506,-88,40,7c1c68cb4d28
78362,-82,40,304b07892642
79131,-70,88,bc671cf95f82
79146,-68,80,bc671cf95f83
79178,-69,80,bc671cf95f80
79187,-69,80,bc671cf95f84
79196,-77,88,44783e424574
79204,-68,80,bc671cf95f82
79215,-70,88,bc671cf95f82
79239,-68,08,000000000000
79251,-68,80,bc671cf95f83
79282,-68,80,bc671cf95f80
79284,-78,88,44783e424574
79292,-68,80,bc671cf95f84
79294,-70,88,bc671cf95f82
79306,-68,80,bc671cf95f82
79329,-68,80,bc671cf95f81
79345,-90,80,9097f3537f10
79388,-68,80,bc671cf95f80
79399,-68,80,bc671cf95f84
79402,-68,88,bc671cf95f82
79403,-68,b0,bc671cf95f81
79404,-68,c0,bc671cf95f82
79406,-78,88,44783e424574
79409,-67,80,bc671cf95f82
79431,-68,10,bc671cf95f81
79449,-69,88,bc671cf95f82
79451,-68,80,bc671cf95f83
79473,-68,08,000000000000
79558,-68,50,bc671cf95f80
79563,-68,50,bc671cf95f82
79565,-68,50,bc671cf95f81
79569,-69,88,bc671cf95f82
79570,-67,50,bc671cf95f83
79593,-68,80,bc671cf95f80
79605,-68,80,bc671cf95f84
79617,-69,80,bc671cf95f82
79617,-79,88,44783e424574
79619,-69,88,bc671cf95f82
79643,-68,80,bc671cf95f81
79651,-93,80,9097f3537f10
79670,-68,80,bc671cf95f83
79670,-69,50,bc671cf95f80
79670,-79,88,44783e424574
79674,-70,88,bc671cf95f82
79682,-68,50,bc671cf95f82
79692,-68,50,bc671cf95f81
79697,-68,80,bc671cf95f80
79697,-68,50,bc671cf95f83
79709,-69,80,bc671cf95f84
79710,-68,50,bc671cf95f80
79711,-68,88,bc671cf95f82
79714,-68,50,bc671cf95f82
79717,-67,50,bc671cf95f81
79721,-67,50,bc671cf95f83
79722,-67,80,bc671cf95f82
79747,-68,80,bc671cf95f81
79751,-69,88,bc671cf95f82
79753,-93,80,9097f3537f10
79772,-68,80,bc671cf95f83
79788,-79,88,44783e424574
79812,-68,80,bc671cf95f84
79815,-69,50,bc671cf95f80
79815,-68,50,bc671cf95f82
79815,-68,50,bc671cf95f81
79823,-69,88,bc671cf95f82
79834,-68,50,bc671cf95f83
79854,-68,80,bc671cf95f81
79875,-68,50,bc671cf95f80
79878,-68,80,bc671cf95f83
79884,-68,50,bc671cf95f82
79885,-69,88,bc671cf95f82
79886,-68,50,bc671cf95f81
79887,-69,50,bc671cf95f83
79906,-67,80,bc671cf95f80
79909,-79,88,44783e424574
79921,-68,80,bc671cf95f84
79926,-81,40,b81daae550f8
79932,-68,80,bc671cf95f82
79932,-68,50,bc671cf95f80
79942,-68,50,bc671cf95f82
79944,-69,88,bc671cf95f82
79945,-68,50,bc671cf95f81
79952,-68,50,bc671cf95f83
79958,-68,80,bc671cf95f81
79980,-68,80,bc671cf95f83
79981,-79,88,44783e424574
79981,-69,88,bc671cf95f82
80011,-68,80,bc671cf95f80
80020,-69,50,bc671cf95f80
80023,-67,80,bc671cf95f84
80032,-68,50,bc671cf95f82
80035,-68,80,bc671cf95f82
80036,-68,50,bc671cf95f81
80037,-68,50,bc671cf95f83
80039,-68,88,bc671cf95f82
80048,-68,50,bc671cf95f80
80056,-67,50,bc671cf95f82
80061,-68,80,bc671cf95f81
80067,-67,50,bc671cf95f81
80071,-79,88,44783e424574
80071,-72,88,bc671cf95f82
80074,-68,50,bc671cf95f83
80085,-68,80,bc671cf95f83
80116,-68,80,bc671cf95f80
80127,-91,88,d0771445d6bd
80574,-87,40,06c4c26a6977
81111,-94,40,daa119928766
82289,-93,40,64bc0c20fc25
83860,-87,40,2e71d972bb4b
84134,-88,88,501cbf48fb82
84227,-83,80,d663c6f8a407
84335,-83,50,d663c6f8a407
84441,-84,40,06c4c26a6977
84571,-59,40,4e5b8ed0d1ed
84575,-73,40,90c7d899b6fd
84625,-88,88,501cbf48fb82
84635,-80,80,d663c6f8a407
84644,-80,50,d663c6f8a407
84951,-87,50,501cbf48fb81
86394,-89,40,d428d56cb1de
86905,-56,40,427c49c683ac
87235,-73,40,daa1192519ea
87266,-91,40,9068c31c8b55
87459,-55,40,f2c31117516e
88657,-92,40,88b4a647712a
88875,-95,40,30074d7be610
89114,-93,40,98f1703d1a1e
90784,-74,40,b81daae550f8
91447,-86,40,8c7967e2d805
92139,-67,80,bc671cf95f84
92143,-78,88,44783e424574
92151,-67,80,bc671cf95f82
92158,-66,50,bc671cf95f80
92159,-67,50,bc671cf95f82
92160,-66,50,bc671cf95f81
92161,-67,50,bc671cf95f83
92162,-78,88,44783e424574
92180,-67,80,bc671cf95f81
92198,-67,50,bc671cf95f80
92199,-68,50,bc671cf95f82
92200,-67,50,bc671cf95f81
92200,-67,80,bc671cf95f83
92201,-67,50,bc671cf95f83
92230,-78,88,44783e424574
92231,-67,80,bc671cf95f80
92243,-67,80,bc671cf95f84
92255,-68,80,bc671cf95f82
92286,-68,80,bc671cf95f81
92305,-67,80,bc671cf95f83
92328,-77,88,44783e424574
92335,-67,80,bc671cf95f80
92342,-67,50,bc671cf95f80
92346,-67,50,bc671cf95f82
92346,-67,50,bc671cf95f81
92350,-67,80,bc671cf95f84
92370,-67,80,bc671cf95f82
92371,-67,50,bc671cf95f83
92379,-77,88,44783e424574
92384,-67,80,bc671cf95f81
92404,-66,50,bc671cf95f80
92405,-66,50,bc671cf95f82
92406,-66,50,bc671cf95f81
92407,-66,50,bc671cf95f83
92409,-66,80,bc671cf95f83
92430,-91,40,ace4b5d1e3de
92442,-67,80,bc671cf95f80
92443,-78,88,44783e424574
92452,-67,80,bc671cf95f84
92462,-67,50,bc671cf95f82
92464,-67,80,bc671cf95f82
92470,-92,40,0ccb857c19fa
92489,-67,80,bc671cf95f81
92503,-91,b0,0ccb857c19fa
92504,-91,00,0ccb857c19fa
92509,-90,c8,0ccb857c19fa
92514,-66,80,bc671cf95f83
92539,-78,88,44783e424574
92544,-66,80,bc671cf95f80
92557,-66,80,bc671cf95f84
92569,-67,80,bc671cf95f82
92593,-66,80,bc671cf95f81
92618,-66,80,bc671cf95f83
92642,-77,88,44783e424574
92649,-67,80,bc671cf95f80
92661,-67,80,bc671cf95f84
92674,-67,80,bc671cf95f82
92676,-68,88,bc671cf95f82
92690,-91,88,0ccb857c19fa
92695,-90,d0,0ccb857c19fa
92700,-67,80,bc671cf95f81
92725,-67,80,bc671cf95f83
92732,-68,50,bc671cf95f80
92735,-67,50,bc671cf95f82
92736,-67,50,bc671cf95f81
92737,-67,50,bc671cf95f83
92742,-78,88,44783e424574
92753,-67,80,bc671cf95f80
92765,-67,80,bc671cf95f84
92786,-67,80,bc671cf95f82
92802,-67,80,bc671cf95f81
92827,-67,80,bc671cf95f83
92843,-77,88,44783e424574
92846,-67,50,bc671cf95f80
92849,-67,50,bc671cf95f82
92850,-67,50,bc671cf95f81
92851,-67,50,bc671cf95f83
92858,-67,80,bc671cf95f80
92884,-67,80,bc671cf95f84
92885,-67,50,bc671cf95f80
92885,-67,50,bc671cf95f82
92888,-67,50,bc671cf95f81
92889,-67,50,bc671cf95f83
92907,-67,08,000000000000
92942,-77,88,44783e424574
92944,-86,48,b81daae550f8
92963,-67,80,bc671cf95f80
92974,-66,80,bc671cf95f84
92986,-70,88,bc671cf95f82
92987,-66,80,bc671cf95f82
92993,-78,88,44783e424574
93011,-67,80,bc671cf95f81
93034,-67,50,bc671cf95f80
93037,-67,80,bc671cf95f83
93039,-67,50,bc671cf95f82
93040,-67,50,bc671cf95f81
93041,-68,50,bc671cf95f83
93067,-67,80,bc671cf95f80
93079,-67,80,bc671cf95f84
93083,-51,40,e4a471e5f2ef
93084,-67,50,bc671cf95f80
93084,-68,50,bc671cf95f82
93084,-67,50,bc671cf95f81
93086,-67,50,bc671cf95f83
93091,-67,80,bc671cf95f82
93092,-68,88,bc671cf95f82
93094,-54,40,e4a471e5f2ef
93095,-67,50,bc671cf95f80
93095,-67,50,bc671cf95f82
93096,-67,50,bc671cf95f81
