tmstm,rssi,type,mac
11512,-80,80,24f27f837e01
11513,-80,80,24f27f837e02
11513,-79,80,24f27f837e03
11513,-80,80,24f27f837e04
11513,-79,80,24f27f837e05
11515,-80,80,24f27f837e06
11518,-79,08,24f27f837e00
11558,-92,80,5a238caf4d40
11561,-83,80,603d26bd585a
11568,-72,80,021a11fa1d5a
11587,-72,80,58238cc739dd
11602,-86,80,9897d16fed60
11605,-88,80,3817c3e73b60
11605,-87,80,3817c3e73b61
11606,-87,80,3817c3e73b62
11606,-88,80,3817c3e73b63
11606,-88,80,3817c3e73b65
11607,-88,80,3817c3e73b66
11609,-90,80,8c04ffb38699
11612,-90,80,8e04ffb3869a
11615,-79,80,24f27f837e00
11617,-80,80,24f27f837e01
11618,-80,80,24f27f837e02
11621,-80,80,24f27f837e03
11623,-80,80,24f27f837e04
11626,-80,80,24f27f837e05
11628,-79,80,24f27f837e06
11630,-80,08,24f27f837e03
11643,-87,80,6014b3e7da40
11659,-91,80,58238caf4d4f
11660,-91,80,5a238caf4d40
11663,-83,80,603d26bd585a
11673,-71,80,021a11fa1d5a
11690,-69,80,58238cc739dd
11705,-87,80,3817c3e73b60
11706,-88,80,3817c3e73b61
11706,-87,80,3817c3e73b62
11706,-88,80,3817c3e73b63
11706,-88,80,3817c3e73b65
11706,-88,80,3817c3e73b66
11712,-92,80,8c04ffb38699
11714,-90,80,8e04ffb3869a
11744,-84,80,6014b3e7da40
11761,-90,80,58238caf4d4f
11763,-90,80,5a238caf4d40
11765,-84,80,603d26bd585a
11773,-70,80,021a11fa1d5a
11791,-70,80,58238cc739dd
11808,-87,80,3817c3e73b60
11808,-88,80,3817c3e73b61
11808,-90,80,3817c3e73b62
11808,-87,80,3817c3e73b63
11808,-88,80,3817c3e73b65
11809,-87,80,3817c3e73b66
11813,-88,80,8c04ffb38699
11815,-91,80,8e04ffb3869a
11848,-85,80,6014b3e7da40
11863,-91,80,58238caf4d4f
11865,-89,80,5a238caf4d40
11868,-83,80,603d26bd585a
11874,-73,80,021a11fa1d5a
11885,-84,50,9897d16fed60
11909,-86,80,9897d16fed60
11909,-87,08,9897d16fed60
11916,-90,80,8c04ffb38699
11922,-80,80,24f27f837e01
11922,-80,80,24f27f837e02
11922,-80,80,24f27f837e03
11923,-79,80,24f27f837e04
11923,-80,80,24f27f837e05
11923,-80,80,24f27f837e06
11949,-84,80,6014b3e7da40
11961,-72,50,021a11fa1d5a
11977,-73,80,021a11fa1d5a
11995,-70,80,58238cc739dd
11998,-69,08,58238cc739dd
12012,-87,80,3817c3e73b60
12013,-88,80,3817c3e73b61
12013,-89,80,3817c3e73b62
12013,-86,80,3817c3e73b63
12013,-88,80,3817c3e73b65
12013,-88,80,3817c3e73b66
12024,-80,80,24f27f837e00
12024,-79,80,24f27f837e01
12025,-79,80,24f27f837e02
12025,-79,80,24f27f837e03
12025,-80,80,24f27f837e04
12027,-79,80,24f27f837e05
12030,-80,80,24f27f837e06
12032,-80,08,24f27f837e03
12046,-73,50,021a11fa1d5a
12048,-66,50,58238cc739dd
12078,-73,80,021a11fa1d5a
12098,-74,80,58238cc739dd
12116,-86,80,9897d16fed60
12124,-92,80,8e04ffb3869a
12127,-80,80,24f27f837e00
12127,-79,80,24f27f837e01
12127,-79,80,24f27f837e02
12127,-79,80,24f27f837e03
12127,-79,80,24f27f837e04
12130,-79,80,24f27f837e05
12132,-79,80,24f27f837e06
12134,-80,08,24f27f837e00
13359,-73,40,9cb2b2ce01e9
14140,-93,80,9897d161dd00
14148,-96,80,8c04ffe8030f
14149,-94,80,8e04ffe80300
14156,-95,80,4632c87f4fed
14172,-68,80,3817c3e8ae00
14173,-69,80,3817c3e8ae01
14173,-68,80,3817c3e8ae02
14173,-68,80,3817c3e8ae03
14173,-68,80,3817c3e8ae04
14173,-68,80,3817c3e8ae05
14175,-68,80,3817c3e8ae06
14178,-80,80,146080cdc7e4
14201,-89,80,7829edf4be5e
14222,-88,80,8c04ff764db5
14275,-68,80,3817c3e8ae00
14276,-68,80,3817c3e8ae05
14276,-67,80,3817c3e8ae06
14345,-93,80,9897d161dd00
14356,-93,80,8c04ffe8030f
14357,-92,80,8e04ffe80300
14377,-67,80,3817c3e8ae00
14377,-68,80,3817c3e8ae01
14378,-67,80,3817c3e8ae02
14378,-68,80,3817c3e8ae03
14378,-68,80,3817c3e8ae04
14378,-68,80,3817c3e8ae05
14380,-68,80,3817c3e8ae06
14436,-85,80,bc8556c32b6e
14447,-94,80,9897d161dd00
14451,-94,80,b482fea53273
14459,-93,80,8e04ffe80300
14462,-95,80,4432c87f4fec
14463,-96,80,4632c87f4fed
14479,-67,80,3817c3e8ae00
14480,-67,80,3817c3e8ae01
14480,-67,80,3817c3e8ae02
14480,-67,80,3817c3e8ae03
14480,-67,80,3817c3e8ae04
14481,-67,80,3817c3e8ae05
14483,-67,80,3817c3e8ae06
14529,-88,80,8c04ff764db5
14538,-86,80,bc8556c32b6e
14550,-94,80,9897d161dd00
14555,-92,80,8c04ffe8030f
14557,-94,80,8e04ffe80300
14561,-95,80,4432c87f4fec
14563,-95,80,4632c87f4fed
14582,-67,80,3817c3e8ae00
14582,-67,80,3817c3e8ae01
14582,-67,80,3817c3e8ae02
14583,-67,80,3817c3e8ae03
14583,-67,80,3817c3e8ae04
14583,-67,80,3817c3e8ae05
14585,-67,80,3817c3e8ae06
14587,-76,80,146080cdc7e4
14597,-86,50,bc8556c32b6e
14601,-89,50,7829edf4be5e
14606,-77,50,146080cdc7e4
14613,-89,80,7829edf4be5e
14632,-87,80,8c04ff764db5
14642,-86,80,bc8556c32b6e
14652,-96,80,9897d161dd00
14658,-92,80,8c04ffe8030f
14660,-94,80,8e04ffe80300
14664,-94,80,4432c87f4fec
14684,-68,80,3817c3e8ae00
14685,-68,80,3817c3e8ae01
14685,-68,80,3817c3e8ae02
14685,-68,80,3817c3e8ae03
14685,-69,80,3817c3e8ae04
14685,-69,80,3817c3e8ae05
14688,-68,80,3817c3e8ae06
14713,-89,80,7829edf4be5e
14734,-87,80,8c04ff764db5
14763,-92,80,8c04ffe8030f
14765,-94,80,8e04ffe80300
14773,-88,50,7829edf4be5e
14782,-95,08,4432c87f4fec
14787,-67,80,3817c3e8ae00
14787,-67,80,3817c3e8ae01
14787,-68,80,3817c3e8ae02
14787,-67,80,3817c3e8ae03
14787,-67,80,3817c3e8ae04
14788,-68,80,3817c3e8ae05
14790,-67,80,3817c3e8ae06
14792,-76,80,146080cdc7e4
14796,-96,08,4432c87f4fec
14836,-87,80,8c04ff764db5
14846,-86,80,bc8556c32b6e
14857,-94,80,9897d161dd00
14866,-94,80,8c04ffe8030f
14867,-95,80,8e04ffe80300
14871,-94,80,4432c87f4fec
14889,-67,80,3817c3e8ae00
14889,-67,80,3817c3e8ae01
14890,-68,80,3817c3e8ae02
14890,-67,80,3817c3e8ae03
14890,-68,80,3817c3e8ae04
14890,-67,80,3817c3e8ae05
14892,-68,80,3817c3e8ae06
14895,-80,80,146080cdc7e4
14917,-88,80,7829edf4be5e
14959,-95,80,9897d161dd00
14973,-91,80,4632c87f4fed
14991,-67,80,3817c3e8ae00
14992,-67,80,3817c3e8ae01
14992,-69,80,3817c3e8ae02
14992,-68,80,3817c3e8ae03
14992,-68,80,3817c3e8ae04
14993,-68,80,3817c3e8ae05
14995,-68,80,3817c3e8ae06
14997,-77,80,146080cdc7e4
15020,-89,80,7829edf4be5e
15041,-88,80,8c04ff764db5
15050,-86,80,bc8556c32b6e
15062,-92,80,9897d161dd00
15071,-91,08,603d266eae63
15075,-93,80,4632c87f4fed
15094,-67,80,3817c3e8ae00
15094,-68,80,3817c3e8ae01
15094,-68,80,3817c3e8ae02
15095,-67,80,3817c3e8ae03
15095,-68,80,3817c3e8ae04
15095,-68,80,3817c3e8ae05
15097,-67,80,3817c3e8ae06
15099,-80,80,146080cdc7e4
15919,-66,50,18d6c76d350f
16143,-64,80,5ecf7f4c26a6
16172,-66,80,18d6c76d350f
16173,-66,08,18d6c76d350f
16458,-90,80,94877c606310
17183,-93,80,b03956664b98
17313,-91,50,b03956664b98
17383,-91,08,14abf0130dd0
17581,-85,80,14abf0130dd0
18039,-79,88,90cdb6468897
19148,-90,80,e06995eef467
19165,-82,80,e069954e7a69
19216,-87,80,c4a366fd5998
19218,-92,80,7829edbb9f73
19308,-88,80,885dfba18808
19492,-89,50,885dfba18808
19636,-81,50,e069954e7a69
19678,-83,80,e069954e7a69
19727,-85,80,c4a366fd5998
19730,-93,80,7829edbb9f73
19764,-90,80,e06995eef467
19820,-87,80,885dfba18808
19845,-85,08,c4a366fd5998
19883,-82,80,e069954e7a69
19932,-85,80,c4a366fd5998
22174,-90,80,14cc2037940b
22246,-91,48,2016d8fd9715
22266,-92,40,a04c5b5a37dc
22270,-88,50,14cc2037940b
22389,-95,80,bccab5dcce30
22418,-94,80,ce03fa78e54d
22680,-89,80,14cc2037940b
22685,-93,08,cc03fa78e54c
22821,-96,50,10c25a36d488
22896,-79,40,9cb2b2ce01e9
22988,-94,d0,b8763fc9ce6b
23135,-95,80,ce03fa78e54d
23201,-93,80,94877c63d8f0
23225,-91,50,e4772371c4d0
23299,-83,40,d00401713161
23319,-91,50,74a78ee40c1c
23508,-62,f0,3817c3e8ae00
23553,-96,80,e4772371c4d0
23624,-88,80,74a78ee40c1c
23889,-52,40,e4a471e61743
24021,-96,80,94877c63d8f0
24151,-91,80,58238caf4d4f
24153,-92,80,5a238caf4d40
24157,-84,80,603d26bd585a
24161,-76,80,021a11fa1d5a
24170,-92,80,28be9b5d3ea6
24176,-87,88,9897d16fed60
24179,-77,88,9cb2b2ce01e9
24182,-74,80,58238cc739dd
24199,-86,80,3817c3e73b60
24199,-86,80,3817c3e73b61
24200,-87,80,3817c3e73b62
24200,-86,80,3817c3e73b63
24200,-87,80,3817c3e73b65
24200,-86,80,3817c3e73b66
24204,-91,80,8c04ffb38699
24206,-91,80,8e04ffb3869a
24210,-80,80,24f27f837e00
24210,-80,80,24f27f837e01
24212,-80,80,24f27f837e02
24254,-90,80,58238caf4d4f
24256,-90,80,5a238caf4d40
24258,-88,80,603d26bd585a
24267,-75,80,021a11fa1d5a
24284,-69,80,58238cc739dd
24299,-81,80,9897d16fed60
24300,-87,80,3817c3e73b60
24301,-88,80,3817c3e73b61
24301,-89,80,3817c3e73b62
24301,-87,80,3817c3e73b63
24301,-87,80,3817c3e73b65
24302,-87,80,3817c3e73b66
24306,-92,80,8c04ffb38699
24308,-91,80,8e04ffb3869a
24339,-84,80,6014b3e7da40
24356,-92,80,58238caf4d4f
24367,-76,80,021a11fa1d5a
24373,-85,50,6014b3e7da40
24375,-96,80,28be9b5d3ea6
24386,-73,80,58238cc739dd
24393,-80,50,24f27f837e00
24403,-86,80,3817c3e73b60
24403,-87,80,3817c3e73b61
24403,-87,80,3817c3e73b62
24403,-86,80,3817c3e73b63
24404,-87,80,3817c3e73b65
24404,-87,80,3817c3e73b66
24408,-89,50,603d26bd585a
24410,-92,80,8c04ffb38699
24442,-85,80,6014b3e7da40
24459,-89,80,58238caf4d4f
24460,-92,80,5a238caf4d40
24469,-75,80,021a11fa1d5a
24488,-71,80,58238cc739dd
24504,-86,80,9897d16fed60
24505,-86,80,3817c3e73b60
24505,-86,80,3817c3e73b61
24506,-87,80,3817c3e73b62
24506,-87,80,3817c3e73b63
24506,-87,80,3817c3e73b65
24507,-86,80,3817c3e73b66
24511,-90,80,8c04ffb38699
24513,-89,80,8e04ffb3869a
24517,-81,80,24f27f837e00
24517,-81,80,24f27f837e01
24519,-81,80,24f27f837e02
24521,-81,80,24f27f837e03
24523,-81,80,24f27f837e04
24525,-81,80,24f27f837e05
24528,-81,80,24f27f837e06
24530,-81,08,24f27f837e00
24544,-87,80,6014b3e7da40
24572,-76,80,021a11fa1d5a
24590,-70,80,58238cc739dd
24596,-89,80,58238caf4d4f
24598,-92,80,5a238caf4d40
24608,-86,80,9897d16fed60
24619,-80,80,24f27f837e00
24620,-80,80,24f27f837e01
24620,-81,80,24f27f837e02
24620,-80,80,24f27f837e03
24620,-81,80,24f27f837e04
24620,-80,80,24f27f837e05
24622,-80,80,24f27f837e06
24647,-87,80,6014b3e7da40
24657,-81,50,24f27f837e00
24673,-75,80,021a11fa1d5a
24691,-87,50,6014b3e7da40
24693,-69,80,58238cc739dd
24712,-87,80,9897d16fed60
24722,-81,80,24f27f837e00
24722,-81,80,24f27f837e01
24722,-81,80,24f27f837e02
24722,-81,80,24f27f837e03
24723,-81,80,24f27f837e04
24723,-81,80,24f27f837e05
24725,-82,80,24f27f837e06
24751,-85,80,6014b3e7da40
24759,-82,d0,9cb2b2ce01e9
24772,-91,08,58238caf4d4f
24795,-70,80,58238cc739dd
24817,-88,80,3817c3e73b60
24817,-87,80,3817c3e73b61
24817,-88,80,3817c3e73b62
24817,-88,80,3817c3e73b63
24818,-88,80,3817c3e73b65
24818,-89,80,3817c3e73b66
24820,-92,80,8c04ffb38699
24822,-90,80,8e04ffb3869a
24825,-79,80,24f27f837e00
24827,-80,80,24f27f837e01
24829,-80,80,24f27f837e02
24832,-80,80,24f27f837e03
24834,-80,80,24f27f837e04
24836,-81,80,24f27f837e05
24839,-81,80,24f27f837e06
24873,-82,80,603d26bd585a
24878,-77,80,021a11fa1d5a
24900,-69,80,58238cc739dd
24914,-87,80,9897d16fed60
24916,-86,80,3817c3e73b60
24917,-88,80,3817c3e73b61
24917,-88,80,3817c3e73b62
24917,-88,80,3817c3e73b63
24917,-88,80,3817c3e73b65
24919,-87,80,3817c3e73b66
24921,-92,80,8c04ffb38699
24924,-92,80,8e04ffb3869a
24927,-79,80,24f27f837e00
24929,-80,80,24f27f837e01
24930,-79,80,24f27f837e02
24933,-79,80,24f27f837e03
24935,-80,80,24f27f837e04
24938,-79,80,24f27f837e05
24940,-79,80,24f27f837e06
24942,-65,f0,3817c3e8ae00
24977,-88,80,603d26bd585a
24985,-76,80,021a11fa1d5a
25003,-73,80,58238cc739dd
25016,-85,80,9897d16fed60
25017,-87,80,3817c3e73b60
25017,-86,80,3817c3e73b61
25018,-87,80,3817c3e73b63
25018,-87,80,3817c3e73b65
25018,-86,80,3817c3e73b66
25023,-91,80,8c04ffb38699
25025,-91,80,8e04ffb3869a
25036,-95,88,409f389e44d1
25056,-86,80,6014b3e7da40
25073,-90,80,58238caf4d4f
25075,-88,80,5a238caf4d40
25078,-89,80,603d26bd585a
25085,-76,80,021a11fa1d5a
25092,-95,80,28be9b5d3ea6
25107,-72,80,58238cc739dd
25118,-83,80,9897d16fed60
25119,-52,40,e4a471e61743
25122,-80,50,24f27f837e01
25122,-80,50,24f27f837e02
25124,-76,50,021a11fa1d5a
25132,-78,80,24f27f837e05
27092,-66,f0,3817c3e8ae00
27177,-69,80,3817c3e8ae00
27177,-70,80,3817c3e8ae01
27178,-69,80,3817c3e8ae02
27178,-70,80,3817c3e8ae03
27195,-88,50,7829edf4be5e
27207,-90,80,7829edf4be5e
27227,-90,80,8c04ff764db5
27253,-97,80,8c04ffe8030f
27257,-95,80,b482fea53273
27259,-93,80,4432c87f4fec
27279,-69,80,3817c3e8ae00
27280,-69,80,3817c3e8ae01
27280,-70,80,3817c3e8ae02
27329,-88,80,8c04ff764db5
27338,-84,80,bc8556c32b6e
27350,-95,80,9897d161dd00
27357,-94,80,8c04ffe8030f
27359,-79,c8,1496e5afa231
27365,-94,80,4632c87f4fed
27382,-69,80,3817c3e8ae00
27382,-69,80,3817c3e8ae01
27382,-70,80,3817c3e8ae02
27383,-70,80,3817c3e8ae03
27383,-69,80,3817c3e8ae04
27383,-70,80,3817c3e8ae05
27385,-70,80,3817c3e8ae06
27387,-81,80,146080cdc7e4
27441,-86,80,bc8556c32b6e
27452,-95,80,9897d161dd00
27461,-96,80,8c04ffe8030f
27469,-94,80,4432c87f4fec
27470,-95,80,4632c87f4fed
27484,-69,80,3817c3e8ae00
27485,-70,80,3817c3e8ae01
27485,-70,80,3817c3e8ae02
27513,-90,80,7829edf4be5e
27534,-89,80,8c04ff764db5
27551,-89,08,8c04ff764db5
27560,-93,80,9897d161dd00
27587,-70,80,3817c3e8ae00
27587,-69,80,3817c3e8ae01
27587,-70,80,3817c3e8ae02
27587,-70,80,3817c3e8ae03
27588,-70,80,3817c3e8ae04
27588,-71,80,3817c3e8ae05
27590,-70,80,3817c3e8ae06
27596,-99,80,cc3540568b91
27615,-90,80,7829edf4be5e
27646,-87,80,bc8556c32b6e
27657,-94,80,9897d161dd00
27665,-94,80,b482fea53273
27689,-69,80,3817c3e8ae01
27689,-69,80,3817c3e8ae02
27739,-90,80,8c04ff764db5
27748,-87,80,bc8556c32b6e
27759,-95,80,9897d161dd00
27791,-71,80,3817c3e8ae00
27792,-72,80,3817c3e8ae01
27792,-71,80,3817c3e8ae02
27792,-71,80,3817c3e8ae03
27792,-71,80,3817c3e8ae04
27793,-70,80,3817c3e8ae05
27795,-70,80,3817c3e8ae06
27841,-89,80,8c04ff764db5
27850,-86,80,bc8556c32b6e
27894,-70,80,3817c3e8ae00
27894,-70,80,3817c3e8ae01
27894,-70,80,3817c3e8ae02
27895,-70,80,3817c3e8ae03
27895,-70,80,3817c3e8ae04
27895,-70,80,3817c3e8ae05
27897,-70,80,3817c3e8ae06
27922,-88,80,7829edf4be5e
27944,-89,80,8c04ff764db5
27953,-87,80,bc8556c32b6e
27964,-93,80,9897d161dd00
27972,-95,80,8c04ffe8030f
27974,-93,80,8e04ffe80300
27996,-69,80,3817c3e8ae00
27997,-70,80,3817c3e8ae01
27997,-70,80,3817c3e8ae02
27997,-70,80,3817c3e8ae03
27997,-70,80,3817c3e8ae04
27997,-70,80,3817c3e8ae05
27999,-70,80,3817c3e8ae06
28002,-79,80,146080cdc7e4
28046,-89,80,8c04ff764db5
28075,-94,80,b482fea53273
28099,-69,80,3817c3e8ae00
28099,-69,80,3817c3e8ae01
28099,-69,80,3817c3e8ae02
28099,-69,80,3817c3e8ae03
28100,-69,80,3817c3e8ae04
28100,-69,80,3817c3e8ae05
28102,-69,80,3817c3e8ae06
