tstm,aX,aY,aZ,meanX,meanY,meanZ,stdX,stdY,stdZ,meanDiffX,meanDiffY,meanDiffZ,stdDiffX,stdDiffY,stdDiffZ,HardAccel,HardBrake,LaneChanL,LaneChanR,ui8LaneHole,Q
921414,53,100,7950,3.086,-595.429,8074.686,195.385,553.788,420.978,19.143,81.571,-147.144,-1.580,61.322,-131.791,0,0,0,0,0,5.000
921514,-91,-212,8032,1.871,-611.257,8060.843,195.701,526.074,405.954,-12.143,-158.286,-138.428,3.166,-277.136,-150.237,0,0,0,0,0,5.000
921614,-86,-482,7675,-5.457,-620.129,8053.043,189.139,518.529,408.042,-73.286,-88.715,-77.998,-65.620,-75.447,20.878,0,0,0,0,0,5.000
921714,-222,-176,7528,-16.414,-632.914,8040.529,178.871,495.892,410.512,-109.571,-127.857,-125.142,-102.682,-226.373,24.702,0,0,0,0,0,5.000
921814,19,-118,7894,-11.957,-626.529,8040.643,175.784,499.590,410.470,44.571,63.857,1.143,-30.870,36.977,-0.420,0,0,0,0,0,5.000
921914,-251,-169,7809,-8.943,-615.557,8035.786,169.746,501.082,411.170,30.143,109.714,-48.574,-60.376,14.921,7.001,0,0,0,0,0,5.000
922014,-117,-237,7791,-10.786,-625.529,8028.443,170.209,486.286,410.886,-18.429,-99.714,-73.428,4.623,-147.959,-2.838,0,0,0,0,0,5.000
922114,-182,-229,8208,-16.186,-636.257,8029.600,169.557,468.821,411.276,-54.000,-107.286,11.572,-6.512,-174.647,3.898,0,0,0,0,0,5.000
922214,-194,-197,8057,-17.357,-637.486,8037.614,170.496,467.554,406.235,-11.714,-12.286,80.142,9.386,-12.671,-50.410,0,0,0,0,0,5.000
922314,24,-105,8236,-13.243,-628.514,8037.386,167.950,471.642,406.119,41.143,89.714,-2.285,-25.455,40.884,-1.161,0,0,0,0,0,5.000
922414,-194,-203,8389,-18.529,-626.114,8041.543,167.734,473.371,408.202,-52.857,24.000,41.572,-2.168,17.286,20.833,0,0,0,0,0,5.000
922514,-46,-146,8157,-20.329,-625.271,8043.029,167.342,474.172,408.430,-18.000,8.428,14.858,-3.914,8.009,2.281,0,0,0,0,0,5.000
922614,87,-29,8346,-17.971,-621.814,8049.200,167.675,477.612,409.696,23.571,34.572,61.714,3.328,34.401,12.656,0,0,0,0,0,5.000
922714,-82,-54,8057,-18.114,-619.800,8052.986,167.725,479.701,408.524,-1.429,20.143,37.856,0.502,20.885,-11.714,0,0,0,0,0,5.000
922814,-53,-231,8213,-20.486,-618.414,8050.443,167.027,480.681,406.964,-23.714,13.857,-25.430,-6.985,9.800,-15.609,0,0,0,0,0,5.000
922914,-94,-145,7460,-23.143,-612.529,8045.000,166.695,483.908,412.242,-26.571,58.857,-54.429,-3.314,32.275,52.783,0,0,0,0,0,5.000
923014,-131,-138,8018,-19.243,-606.557,8040.372,160.829,487.137,410.697,39.000,59.714,-46.284,-58.658,32.290,-15.446,0,0,0,0,0,5.000
923114,-91,-138,7786,-18.200,-605.429,8033.471,160.123,488.129,410.856,10.429,11.285,-69.004,-7.069,9.918,1.583,0,0,0,0,0,5.000
923214,-315,-248,7904,-25.314,-605.243,8043.543,162.076,488.262,398.739,-71.143,1.857,100.718,19.538,1.334,-121.168,0,0,0,0,0,5.000
923314,-127,-21,7961,-26.171,-599.986,8035.757,162.453,492.525,394.936,-8.571,52.571,-77.856,3.764,42.625,-38.032,0,0,0,0,0,5.000
923414,-121,-348,7920,-29.757,-597.129,8032.200,161.735,493.397,394.841,-35.857,28.571,-35.571,-7.181,8.726,-0.948,0,0,0,0,0,5.000
923514,-181,-170,7720,-30.943,-593.386,8022.143,162.533,495.625,393.697,-11.857,37.429,-100.571,7.982,22.271,-11.435,0,0,0,0,0,5.000
923614,55,-266,7894,-30.557,-595.343,8016.372,162.704,494.055,392.571,3.857,-19.571,-57.715,1.714,-15.696,-11.266,0,0,0,0,0,5.000
923714,-177,-108,8308,-35.314,-590.671,8023.857,162.047,497.086,393.064,-47.571,46.714,74.854,-6.573,30.307,4.933,0,0,0,0,0,5.000
923814,-29,-253,7832,-39.300,-589.014,8022.057,158.370,498.014,393.649,-39.857,16.572,-17.998,-36.772,9.287,5.855,0,0,0,0,0,5.000
923914,14,20,8552,-42.200,-580.729,8039.000,155.482,503.226,390.559,-29.000,82.857,169.429,-28.875,52.114,-30.908,0,0,0,0,0,5.000
924014,-103,-124,8104,-41.714,-575.400,8034.614,155.238,506.051,388.073,4.857,53.286,-43.857,-2.440,28.253,-24.861,0,0,0,0,0,5.000
924114,-62,-100,8287,-45.729,-571.086,8042.743,152.045,508.791,387.314,-40.143,43.143,81.284,-31.934,27.398,-7.586,0,0,0,0,0,5.000
924214,-81,-83,7826,-47.686,-564.457,8046.128,151.604,512.073,384.357,-19.571,66.285,33.857,-4.409,32.825,-29.566,0,0,0,0,0,5.000
924314,-176,-64,8198,-48.671,-558.929,8036.786,152.209,515.347,372.418,-9.857,55.286,-93.428,6.055,32.738,-119.393,0,0,0,0,0,5.000
924414,-102,-142,7805,-50.400,-554.800,8034.143,152.118,517.508,373.396,-17.286,41.286,-26.426,-0.913,21.615,9.778,0,0,0,0,0,5.000
924514,-254,-268,7869,-54.771,-549.786,8045.000,153.503,518.562,357.028,-43.714,50.143,108.569,13.850,10.530,-163.676,0,0,0,0,0,5.000
924614,-104,1,8064,-52.729,-541.700,8037.029,151.874,522.658,350.221,20.429,80.857,-79.712,-16.289,40.963,-68.074,0,0,0,0,0,5.000
924714,-86,-417,7721,-55.514,-540.900,8028.500,150.666,522.805,350.544,-27.857,8.000,-85.288,-12.085,1.473,3.227,0,0,0,0,0,5.000
924814,-133,-63,7783,-58.229,-535.300,8023.086,150.325,525.786,351.366,-27.143,56.000,-54.141,-3.403,29.811,8.223,0,0,0,0,0,5.000
924914,27,-298,7813,-65.414,-533.771,8017.700,133.067,526.318,351.655,-71.857,15.286,-53.857,-172.585,5.319,2.895,0,0,0,0,0,5.000
925014,-161,-167,8077,-70.757,-524.671,8013.386,129.234,527.073,349.039,-53.429,91.000,-43.145,-38.329,7.554,-26.163,0,0,0,0,0,5.000
925114,-16,-265,7703,-71.371,-517.900,8001.000,128.870,527.321,344.420,-6.143,67.714,-123.857,-3.645,2.476,-46.190,0,0,0,0,0,5.000
925214,-26,25,8400,-70.343,-509.657,8002.057,128.940,531.219,345.528,10.286,82.429,10.571,0.707,38.978,11.077,0,0,0,0,0,5.000
925314,-52,-73,8016,-75.114,-496.943,7995.400,121.795,530.867,340.672,-47.714,127.143,-66.572,-71.448,-3.519,-48.560,0,0,0,0,0,5.000
925414,-99,-83,8254,-78.343,-487.157,7993.100,119.366,532.092,338.367,-32.286,97.857,-22.998,-24.293,12.253,-23.049,0,0,0,0,0,5.000
925514,-38,-5,8389,-78.914,-476.014,7999.943,119.076,533.903,341.447,-5.714,111.429,68.428,-2.906,18.102,30.797,0,0,0,0,0,5.000
925614,-228,-111,8169,-78.214,-466.029,7993.900,118.049,534.099,334.589,7.000,99.857,-60.430,-10.269,1.967,-68.574,0,0,0,0,0,5.000
925714,-73,-169,8008,-82.386,-453.043,7995.943,112.501,530.098,334.232,-41.714,129.857,20.430,-55.474,-40.014,-3.569,0,0,0,0,0,5.000
925814,-213,-197,7799,-86.457,-440.371,7998.300,111.996,525.445,332.247,-40.714,126.714,23.569,-5.050,-46.530,-19.850,0,0,0,0,0,5.000
925914,-77,10,7961,-86.657,-424.114,7999.957,111.967,521.508,331.768,-2.000,162.571,16.572,-0.295,-39.365,-4.798,0,0,0,0,0,5.000
926014,-108,-358,7704,-90.543,-411.100,8008.000,107.844,511.534,317.358,-38.857,130.143,80.430,-41.224,-99.749,-144.094,0,0,0,0,0,5.000
926114,-63,-55,7638,-90.443,-394.800,8003.257,107.867,504.392,320.357,1.000,163.000,-47.427,0.223,-71.415,29.991,0,0,0,0,0,5.000
926214,34,-318,7851,-91.157,-382.371,7998.514,106.870,495.331,320.119,-7.143,124.286,-47.432,-9.966,-90.608,-2.386,0,0,0,0,0,5.000
926314,-150,-200,7726,-93.643,-369.114,7999.529,106.184,487.555,319.140,-24.857,132.571,10.146,-6.860,-77.759,-9.790,0,0,0,0,0,5.000
926414,-64,-259,7697,-96.471,-354.829,7987.128,102.661,475.780,313.745,-28.286,142.857,-124.004,-35.230,-117.755,-53.947,0,0,0,0,0,5.000
926514,-68,-16,8211,-95.414,-341.314,7982.100,102.568,471.760,307.228,10.571,135.143,-50.283,-0.933,-40.200,-65.170,0,0,0,0,0,5.000
926614,-191,-168,8059,-97.414,-329.386,7984.357,103.046,465.392,307.204,-20.000,119.286,22.568,4.783,-63.681,-0.238,0,0,0,0,0,5.000
926714,-90,-82,8234,-98.743,-313.571,7987.586,102.340,454.596,308.620,-13.286,158.143,32.290,-7.061,-107.958,14.158,0,0,0,0,0,5.000
926814,-8,-1,8541,-99.729,-297.400,8000.829,101.122,445.196,312.174,-9.857,161.714,132.427,-12.183,-94.001,35.537,0,0,0,0,0,5.000
926914,-241,-166,8150,-101.671,-279.700,8008.771,102.501,424.979,308.776,-19.429,177.000,79.429,13.797,-202.166,-33.975,0,0,0,0,0,5.000
927014,-5,-88,8215,-97.143,-261.186,8017.400,99.629,404.189,305.967,45.286,185.143,86.284,-28.719,-207.906,-28.096,0,0,0,0,0,5.000
927114,-148,-175,7884,-98.714,-242.614,8016.128,99.552,376.937,306.333,-15.714,185.714,-12.715,-0.778,-272.512,3.666,0,0,0,0,0,5.000
927214,-8,-6,8041,-95.414,-225.214,8008.986,98.671,358.915,299.770,33.000,174.000,-71.426,-8.802,-180.223,-65.629,0,0,0,0,0,5.000
927314,-96,-459,7688,-95.386,-210.871,8003.200,98.671,327.884,301.993,0.286,143.428,-57.856,-0.005,-310.313,22.228,0,0,0,0,0,5.000
927414,-135,-65,7704,-96.286,-187.900,8003.471,98.741,277.027,301.715,-9.000,229.714,2.710,0.699,-508.571,-2.777,0,0,0,0,0,5.000
927514,51,-282,7872,-93.900,-167.214,8009.186,100.242,206.082,295.316,23.857,206.857,57.144,15.009,-709.444,-63.998,0,0,0,0,0,5.000
927614,-186,-136,7418,-97.543,-147.943,8004.914,98.880,131.546,301.606,-36.429,192.714,-42.715,-13.619,-745.359,62.906,0,0,0,0,0,5.000
927714,-88,-271,7807,-93.014,-150.771,8008.100,91.693,132.032,298.303,45.286,-28.286,31.860,-71.869,4.860,-33.030,0,0,0,0,0,5.000
927814,-61,-67,7972,-94.929,-152.143,7994.543,89.581,130.649,277.334,-19.143,-13.714,-135.571,-21.114,-13.831,-209.693,0,0,0,0,0,5.000
927914,-226,-215,8088,-93.914,-159.257,7983.000,87.669,119.875,255.532,10.143,-71.143,-115.430,-19.121,-107.741,-218.017,0,0,0,0,0,5.000
928014,-125,-107,8062,-96.157,-159.871,7978.086,86.419,119.495,250.610,-22.429,-6.143,-49.141,-12.506,-3.801,-49.218,0,0,0,0,0,5.000
928114,-18,27,8621,-93.857,-154.657,7980.886,86.326,119.572,256.611,23.000,52.143,27.998,-0.930,0.770,60.007,0,0,0,0,0,5.000
928214,-210,-140,8197,-97.586,-151.443,7986.857,85.622,116.868,256.707,-37.286,32.143,59.712,-7.035,-27.039,0.960,0,0,0,0,0,5.000
928314,31,-50,8334,-96.600,-150.757,7995.100,86.693,117.320,258.452,9.857,6.857,82.432,10.708,4.515,17.448,0,0,0,0,0,5.000
928414,-110,-136,7937,-98.929,-154.129,7994.914,84.812,113.390,258.489,-23.286,-33.714,-1.860,-18.809,-39.293,0.370,0,0,0,0,0,5.000
928514,18,-23,8135,-97.371,-151.429,7996.386,85.937,114.227,258.988,15.571,27.000,14.717,11.244,8.370,4.996,0,0,0,0,0,5.000
928614,-37,-370,7742,-96.671,-149.829,7997.343,86.225,110.303,257.921,7.000,16.000,9.570,2.889,-39.246,-10.679,0,0,0,0,0,5.000
928714,-66,-69,7664,-94.443,-148.300,7999.286,84.964,110.670,254.872,22.286,15.286,19.429,-12.613,3.675,-30.486,0,0,0,0,0,5.000
928814,17,-366,7823,-94.471,-151.843,7998.271,84.926,113.575,255.430,-0.286,-35.428,-10.142,-0.378,29.048,5.576,0,0,0,0,0,5.000
928914,-165,-189,7858,-93.243,-152.129,7998.971,83.259,113.643,254.977,12.286,-2.857,6.997,-16.676,0.680,-4.529,0,0,0,0,0,5.000
929014,-49,-248,7723,-92.271,-152.286,7998.000,83.372,113.768,255.895,9.714,-1.572,-9.712,1.138,1.248,9.184,0,0,0,0,0,5.000
929114,-46,62,8398,-90.329,-148.129,8000.714,82.842,116.180,259.096,19.429,41.572,27.144,-5.307,24.120,32.008,0,0,0,0,0,5.000
929214,-157,-198,7973,-89.800,-148.143,7999.514,82.295,116.186,259.027,5.286,-0.143,-12.002,-5.469,0.061,-0.690,0,0,0,0,0,5.000
929314,-85,-59,7991,-91.357,-147.486,7996.014,81.150,116.557,257.458,-15.571,6.571,-35.000,-11.447,3.716,-15.686,0,0,0,0,0,5.000
929414,-41,-13,8599,-89.171,-144.771,7999.014,80.413,117.442,263.180,21.857,27.143,30.000,-7.369,8.846,57.216,0,0,0,0,0,5.000
929514,-267,-171,8162,-92.329,-145.129,7999.086,82.955,117.483,263.224,-31.572,-3.571,0.718,25.413,0.412,0.436,0,0,0,0,0,5.000
929614,91,-41,8404,-92.271,-145.300,7999.914,83.079,117.322,264.403,0.571,-1.714,8.281,1.248,-1.609,11.794,0,0,0,0,0,5.000
929714,-67,-69,8106,-92.057,-145.514,8000.614,83.125,117.169,264.618,2.143,-2.143,7.002,0.455,-1.534,2.149,0,0,0,0,0,5.000
929814,53,-27,8242,-90.543,-142.600,8001.029,84.772,117.543,264.972,15.143,29.143,4.146,16.469,3.739,3.546,0,0,0,0,0,5.000
929914,-14,-406,7696,-89.400,-146.329,8004.400,85.255,121.628,259.512,11.429,-37.286,33.711,4.836,40.856,-54.602,0,0,0,0,0,5.000
930014,-54,-42,7705,-88.300,-144.957,7999.929,85.208,122.254,261.925,11.000,13.714,-44.712,-0.471,6.258,24.124,0,0,0,0,0,5.000
930114,16,-355,7815,-86.771,-148.057,8000.343,86.101,124.764,261.609,15.286,-31.000,4.141,8.929,25.098,-3.159,0,0,0,0,0,5.000
930214,-160,-175,7742,-84.557,-147.014,7998.029,82.104,124.228,263.163,22.143,10.429,-23.140,-39.976,-5.358,15.540,0,0,0,0,0,5.000
930314,-29,-302,7698,-83.157,-151.029,7994.271,82.203,124.631,265.531,14.000,-40.143,-37.573,0.998,4.026,23.686,0,0,0,0,0,5.000
930414,-41,22,8287,-82.014,-145.743,7999.514,82.225,124.009,267.628,11.429,52.857,52.427,0.220,-6.214,20.966,0,0,0,0,0,5.000
930514,-187,-189,8066,-82.100,-146.014,8004.457,82.332,124.083,265.607,-0.857,-2.714,49.429,1.062,0.736,-20.205,0,0,0,0,0,5.000
930614,-102,-64,8259,-84.343,-143.129,8009.671,80.688,123.607,266.967,-22.429,28.857,52.144,-16.433,-4.760,13.596,0,0,0,0,0,5.000
930714,-54,28,8464,-82.586,-141.186,8011.900,79.988,125.202,270.081,17.571,19.429,22.285,-7.007,15.954,31.141,0,0,0,0,0,5.000
930814,-206,-102,8125,-85.114,-139.029,8016.086,81.044,124.556,269.531,-25.286,21.572,41.860,10.568,-6.459,-5.507,0,0,0,0,0,5.000
930914,134,-8,8457,-83.400,-139.429,8014.729,84.325,124.089,267.057,17.143,-4.000,-13.574,32.811,-4.672,-24.740,0,0,0,0,0,5.000
931014,-81,-47,8173,-83.086,-138.329,8015.714,84.293,124.561,267.511,3.143,11.000,9.858,-0.327,4.723,4.546,0,0,0,0,0,5.000
931114,19,-58,8260,-81.929,-137.729,8015.329,85.126,124.845,267.139,11.571,6.000,-3.857,8.334,2.840,-3.723,0,0,0,0,0,5.000
931214,8,-328,7701,-80.657,-141.229,8013.543,85.793,126.683,268.811,12.714,-35.000,-17.856,6.664,18.374,16.721,0,0,0,0,0,5.000
931314,-22,-30,7711,-78.457,-140.743,8006.586,85.293,127.042,270.245,22.000,4.857,-69.570,-5.000,3.598,14.343,0,0,0,0,0,5.000
931414,-5,-356,7848,-77.071,-143.800,8007.200,85.686,129.585,269.835,13.857,-30.571,6.143,3.933,25.429,-4.104,0,0,0,0,0,5.000
931514,-165,-205,7660,-75.800,-142.900,8004.214,83.688,128.937,272.491,12.714,9.000,-29.858,-19.977,-6.486,26.559,0,0,0,0,0,5.000
931614,-18,-261,7777,-74.571,-146.643,8000.114,83.896,128.507,273.717,12.286,-37.429,-41.001,2.080,-4.295,12.260,0,0,0,0,0,5.000
931714,-25,47,8353,-73.700,-140.014,8009.143,84.089,126.340,274.783,8.714,66.286,90.288,1.934,-21.677,10.657,0,0,0,0,0,5.000
931814,-167,-187,8103,-74.186,-141.786,8013.714,84.528,126.116,273.642,-4.857,-17.714,45.713,4.382,-2.231,-11.408,0,0,0,0,0,5.000
931914,-150,-104,8162,-76.714,-139.014,8018.700,84.109,124.778,273.118,-25.286,27.714,49.858,-4.183,-13.388,-5.236,0,0,0,0,0,5.000
932014,-57,-6,8363,-75.229,-136.714,8022.786,83.524,125.721,276.083,14.857,23.000,40.854,-5.855,9.433,29.648,0,0,0,0,0,5.000
932114,-227,-100,8195,-78.243,-134.357,8029.814,85.124,124.837,274.108,-30.143,23.571,70.288,16.002,-8.837,-19.750,0,0,0,0,0,5.000
932214,-37,-121,8172,-78.400,-136.443,8026.557,85.038,123.368,271.027,-1.571,-20.857,-32.573,-0.865,-14.689,-30.808,0,0,0,0,0,5.000
932314,-168,-189,8178,-80.057,-138.100,8028.872,85.635,123.284,271.618,-16.571,-16.572,23.145,5.975,-0.843,5.910,0,0,0,0,0,5.000
932414,18,-71,8186,-78.386,-137.929,8027.900,86.388,123.369,270.932,16.714,1.714,-9.717,7.525,0.848,-6.862,0,0,0,0,0,5.000
932514,20,-289,7804,-77.557,-141.986,8019.543,87.047,123.600,268.678,8.286,-40.571,-83.569,6.590,2.314,-22.543,0,0,0,0,0,5.000
932614,-61,-56,7731,-75.171,-141.200,8013.286,85.159,123.969,270.220,23.857,7.857,-62.573,-18.879,3.687,15.423,0,0,0,0,0,5.000
932714,21,-322,7904,-73.829,-143.386,8011.800,85.920,125.775,270.531,13.428,-21.857,-14.858,7.614,18.065,3.107,0,0,0,0,0,5.000
932814,-146,-209,7571,-72.871,-143.557,8008.543,84.729,125.857,274.418,9.571,-1.714,-32.568,-11.908,0.811,38.871,0,0,0,0,0,5.000
932914,-64,-217,7795,-72.686,-146.800,8006.171,84.734,124.778,275.533,1.857,-32.429,-23.716,0.050,-10.785,11.156,0,0,0,0,0,5.000
933014,-67,16,8239,-72.100,-141.457,8013.814,84.630,123.622,274.463,5.857,53.429,76.431,-1.045,-11.559,-10.698,0,0,0,0,0,5.000
933114,-186,-191,8091,-73.857,-143.400,8020.286,85.693,123.316,270.843,-17.571,-19.429,64.712,10.630,-3.057,-36.208,0,0,0,0,0,5.000
933214,-120,-90,8164,-76.057,-140.143,8024.757,84.868,121.662,270.595,-22.000,32.571,44.717,-8.244,-16.547,-2.481,0,0,0,0,0,5.000
933314,-52,23,8508,-74.657,-136.957,8035.929,84.444,122.965,274.149,14.000,31.857,111.714,-4.241,13.036,35.543,0,0,0,0,0,5.000
933414,-228,-134,8131,-77.000,-135.171,8042.128,86.369,122.084,271.306,-23.429,17.857,61.997,19.249,-8.808,-28.423,0,0,0,0,0,5.000
933514,-42,-162,8063,-76.629,-137.257,8040.014,86.463,121.275,270.558,3.714,-20.857,-21.143,0.938,-8.093,-7.485,0,0,0,0,0,5.000
933614,-172,-196,7765,-76.357,-137.657,8035.814,86.133,121.422,272.506,2.714,-4.000,-41.997,-3.303,1.468,19.476,0,0,0,0,0,5.000
933714,-72,11,7999,-76.100,-136.329,8032.457,86.119,122.527,271.489,2.571,13.286,-33.574,-0.143,11.055,-10.166,0,0,0,0,0,5.000
933814,-86,-388,7828,-77.214,-141.857,8022.271,85.734,125.002,265.528,-11.143,-55.286,-101.855,-3.846,24.750,-59.608,0,0,0,0,0,5.000
933914,-208,-116,7838,-76.743,-141.143,8017.814,84.919,125.005,265.965,4.714,7.143,-44.570,-8.151,0.029,4.368,0,0,0,0,0,5.000
934014,98,-198,8002,-75.271,-142.714,8014.771,87.016,125.019,264.908,14.714,-15.714,-30.430,20.968,0.135,-10.570,0,0,0,0,0,5.000
934114,-179,-173,7671,-75.714,-142.686,8011.729,87.463,125.012,267.602,-4.429,0.286,-30.430,4.468,-0.072,26.943,0,0,0,0,0,5.000
934214,-50,-253,7741,-76.314,-146.214,8007.443,87.139,124.589,269.495,-6.000,-35.286,-42.856,-3.231,-4.227,18.925,0,0,0,0,0,5.000
934314,-65,2,8224,-75.871,-139.629,8015.100,87.117,119.980,267.920,4.429,65.857,76.572,-0.224,-46.089,-15.750,0,0,0,0,0,5.000
934414,-184,-167,8111,-76.571,-141.086,8020.914,87.784,119.684,265.511,-7.000,-14.571,58.140,6.666,-2.962,-24.090,0,0,0,0,0,5.000
934514,-120,-45,8223,-79.014,-137.700,8025.929,86.570,119.000,265.965,-24.429,33.857,50.146,-12.131,-6.839,4.543,0,0,0,0,0,5.000
934614,-49,-3,8507,-77.057,-135.800,8041.486,85.674,120.069,261.767,19.571,19.000,155.571,-8.969,10.689,-41.983,0,0,0,0,0,5.000
934714,-221,-133,8132,-78.957,-133.829,8046.128,87.354,118.961,260.445,-19.000,19.714,46.426,16.799,-11.082,-13.212,0,0,0,0,0,5.000
934814,-24,-131,8184,-78.429,-134.743,8049.157,87.572,118.689,260.798,5.286,-9.143,30.288,2.187,-2.715,3.527,0,0,0,0,0,5.000
934914,-161,-183,7818,-77.500,-134.286,8045.300,86.338,118.440,262.188,9.286,4.571,-38.574,-12.338,-2.486,13.899,0,0,0,0,0,5.000
935014,-71,-4,7983,-76.729,-132.814,8044.171,86.152,119.406,262.284,7.714,14.714,-11.284,-1.868,9.657,0.957,0,0,0,0,0,5.000
935114,-79,-403,7752,-77.600,-138.957,8031.757,85.861,122.058,255.156,-8.714,-61.429,-124.141,-2.904,26.516,-71.273,0,0,0,0,0,5.000
935214,-161,-84,7847,-76.900,-138.157,8026.757,84.974,122.232,255.299,7.000,8.000,-50.000,-8.871,1.739,1.422,0,0,0,0,0,5.000
935314,105,-200,8028,-75.843,-140.300,8022.386,86.752,121.982,252.606,10.571,-21.429,-43.716,17.775,-2.497,-26.927,0,0,0,0,0,5.000
935414,-203,-91,8469,-77.171,-139.657,8029.986,87.968,122.121,257.871,-13.286,6.429,76.001,12.165,1.395,52.648,0,0,0,0,0,5.000
935514,4,-259,7895,-77.371,-143.029,8026.557,87.767,122.112,258.047,-2.000,-33.714,-34.287,-2.009,-0.095,1.764,0,0,0,0,0,5.000
935614,39,4,8454,-76.286,-137.686,8036.729,88.725,120.232,260.650,10.857,53.428,101.714,9.575,-18.803,26.024,0,0,0,0,0,5.000
935714,-105,-80,8114,-76.843,-137.843,8043.157,88.781,120.149,256.900,-5.571,-1.571,64.287,0.561,-0.827,-37.497,0,0,0,0,0,5.000
935814,-80,-89,8201,-78.229,-133.886,8048.557,88.059,117.092,256.187,-13.857,39.571,53.999,-7.215,-30.569,-7.127,0,0,0,0,0,5.000
935914,-46,1,8337,-76.529,-131.171,8055.400,87.515,117.982,257.400,17.000,27.143,68.428,-5.446,8.897,12.130,0,0,0,0,0,5.000
936014,-215,-90,8173,-78.900,-128.914,8061.829,88.974,117.234,254.623,-23.714,22.571,64.287,14.588,-7.477,-27.776,0,0,0,0,0,5.000
936114,-90,-167,7942,-79.529,-132.186,8055.314,88.894,115.036,251.756,-6.286,-32.714,-65.142,-0.793,-21.986,-28.669,0,0,0,0,0,5.000
936214,-213,-219,7761,-80.329,-132.486,8052.286,89.835,115.234,253.993,-8.000,-3.000,-30.288,9.406,1.985,22.372,0,0,0,0,0,5.000
936314,-78,12,7935,-80.229,-131.471,8051.486,89.834,116.185,254.273,1.000,10.143,-7.998,-0.014,9.509,2.798,0,0,0,0,0,5.000
936414,-96,-330,8046,-81.014,-136.000,8043.586,89.728,117.648,245.581,-7.857,-45.286,-78.999,-1.061,14.627,-86.914,0,0,0,0,0,5.000
936514,-247,-139,8006,-80.729,-135.543,8041.357,89.165,117.573,245.204,2.857,4.571,-22.290,-5.626,-0.747,-3.771,0,0,0,0,0,5.000
936614,110,-144,8161,-80.457,-137.014,8037.886,89.715,117.024,241.741,2.714,-14.714,-34.712,5.496,-5.492,-34.630,0,0,0,0,0,5.000
936714,-172,-30,8568,-81.957,-136.457,8044.486,90.353,117.438,249.687,-15.000,5.571,66.001,6.380,4.146,79.457,0,0,0,0,0,5.000
936814,16,-222,8055,-82.486,-139.243,8041.814,89.667,117.121,248.557,-5.286,-27.857,-26.714,-6.854,-3.171,-11.297,0,0,0,0,0,5.000
936914,46,-91,8273,-81.629,-134.743,8050.057,90.600,112.756,246.511,8.571,45.000,82.427,9.325,-43.657,-20.458,0,0,0,0,0,5.000
937014,-66,-56,7963,-81.800,-134.943,8053.743,90.559,112.603,243.232,-1.714,-2.000,36.855,-0.411,-1.524,-32.798,0,0,0,0,0,5.000
937114,-48,-268,8115,-82.714,-133.700,8058.029,89.887,110.630,241.625,-9.143,12.429,42.861,-6.714,-19.729,-16.067,0,0,0,0,0,5.000
937214,-127,-183,7330,-82.243,-133.814,8052.143,89.566,110.677,253.955,4.714,-1.143,-58.857,-3.206,0.467,123.298,0,0,0,0,0,5.000
937314,-169,-169,8009,-84.243,-131.914,8056.586,89.918,108.901,250.416,-20.000,19.000,44.429,3.512,-17.762,-35.387,0,0,0,0,0,5.000
937414,-96,-166,7915,-85.029,-134.600,8051.271,89.777,107.379,249.415,-7.857,-26.857,-53.145,-1.411,-15.213,-10.010,0,0,0,0,0,5.000
937514,-241,-235,7789,-85.800,-135.257,8047.314,90.875,107.850,251.340,-7.714,-6.571,-39.570,10.982,4.706,19.249,0,0,0,0,0,5.000
937614,-110,-5,7935,-85.914,-134.414,8042.686,90.900,108.631,250.381,-1.143,8.428,-46.289,0.253,7.813,-9.595,0,0,0,0,0,5.000
937714,-72,-289,8160,-86.171,-138.943,8038.343,90.835,108.374,245.626,-2.571,-45.286,-43.428,-0.652,-2.579,-47.540,0,0,0,0,0,5.000
937814,-253,-141,8075,-86.843,-139.500,8037.628,91.886,108.282,245.446,-6.714,-5.571,-7.144,10.509,-0.911,-1.804,0,0,0,0,0,5.000
937914,119,-101,8292,-87.057,-140.829,8035.271,91.387,107.226,242.178,-2.143,-13.286,-23.569,-4.991,-10.562,-32.682,0,0,0,0,0,5.000
938014,-155,-41,8564,-88.114,-140.743,8040.857,91.738,107.304,249.683,-10.571,0.857,55.854,3.512,0.774,75.051,0,0,0,0,0,5.000
938114,5,-183,8122,-88.314,-142.529,8038.886,91.519,106.951,248.487,-2.000,-17.857,-19.712,-2.187,-3.523,-11.961,0,0,0,0,0,5.000
938214,65,-172,8033,-87.500,-140.300,8043.628,92.619,104.664,245.138,8.143,22.286,47.427,11.003,-22.871,-33.486,0,0,0,0,0,5.000
938314,-23,-20,7786,-87.514,-140.157,8044.700,92.609,104.821,243.842,-0.143,1.429,10.718,-0.100,1.572,-12.957,0,0,0,0,0,5.000
938414,3,-331,8018,-87.400,-139.800,8047.128,92.716,104.126,242.715,1.143,3.571,24.282,1.066,-6.957,-11.272,0,0,0,0,0,5.000
938514,-167,-221,7328,-87.429,-140.029,8042.386,92.740,104.286,253.249,-0.286,-2.286,-47.427,0.242,1.603,105.337,0,0,0,0,0,5.000
938614,-79,-195,7831,-88.300,-139.086,8043.157,92.369,103.483,252.521,-8.714,9.429,7.715,-3.706,-8.027,-7.284,0,0,0,0,0,5.000
