tstm,aX,aY,aZ,meanX,meanY,meanZ,stdX,stdY,stdZ,meanDiffX,meanDiffY,meanDiffZ,stdDiffX,stdDiffY,stdDiffZ
1234413,26,1789,8532,1017.514,244.443,7780.571,984.147,622.669,963.932,-431.857,543.143,-373.003,-216.324,-280.894,-758.856
1234513,980,1226,6908,1024.543,268.500,7777.271,982.095,627.577,966.514,70.286,240.571,-32.998,-20.521,49.076,25.828
1234613,-953,1679,8330,1024.471,286.900,7802.229,982.238,649.401,957.871,-0.714,184.000,249.570,1.436,218.241,-86.438
1234713,-194,1448,8252,999.300,305.729,7841.786,990.529,663.532,917.606,-251.714,188.286,395.571,82.909,141.311,-402.644
1234813,112,1753,9564,991.829,320.957,7896.329,995.210,684.024,904.793,-74.714,152.286,545.430,46.811,204.920,-128.130
1234913,48,618,5887,963.014,321.586,7855.700,992.918,684.276,929.906,-288.143,6.286,-406.284,-22.922,2.524,251.124
1235013,60,1567,7642,972.386,348.571,7841.171,981.186,695.519,925.174,93.715,269.857,-145.288,-117.323,112.427,-47.315
1235113,-384,2080,7746,946.829,377.671,7839.400,992.815,724.149,925.236,-255.572,291.000,-17.715,116.292,286.304,0.619
1235213,53,620,7601,944.629,378.314,7839.571,994.621,724.344,925.191,-22.000,6.429,1.714,18.060,1.948,-0.453
1235313,169,1004,9156,926.871,412.843,7811.372,997.211,695.151,851.628,-177.572,345.286,-281.997,25.897,-291.932,-735.633
1235413,790,1239,7750,967.614,431.986,7829.343,930.278,699.176,836.739,407.429,191.429,179.712,-669.325,40.250,-148.882
1235513,304,1063,9369,960.686,444.186,7867.386,933.384,702.621,845.295,-69.285,122.000,380.430,31.055,34.449,85.554
1235613,1162,1477,7869,960.271,464.814,7870.814,933.288,711.389,844.807,-4.143,206.286,34.287,-0.959,87.678,-4.872
1235713,383,882,9838,969.986,472.114,7887.729,923.640,713.008,871.742,97.143,73.000,169.141,-96.479,16.198,269.345
1235813,792,438,8113,989.143,479.086,7906.372,905.668,710.250,862.355,191.572,69.714,186.431,-179.720,-27.587,-93.865
1235913,166,1335,6804,981.986,491.600,7893.829,910.154,717.466,871.861,-71.572,125.143,-125.430,44.860,72.165,95.051
1236013,889,954,4764,998.043,499.243,7841.029,898.381,719.499,944.835,160.571,76.429,-527.998,-117.732,20.328,729.748
1236113,245,902,9309,1003.557,494.157,7888.014,892.538,715.364,934.836,55.143,-50.857,469.854,-58.427,-41.349,-99.998
1236213,361,150,7542,992.143,494.229,7904.243,895.568,715.329,918.688,-114.142,0.714,162.285,30.303,-0.347,-161.473
1236313,985,45,9725,1014.314,492.414,7939.500,875.685,716.305,940.276,221.714,-18.143,352.573,-198.834,9.753,215.881
1236413,241,-68,8509,1025.143,487.257,7948.543,861.250,719.016,942.663,108.286,-51.571,90.430,-144.352,27.116,23.867
1236513,792,-74,8284,1047.300,484.414,7944.643,834.603,720.834,940.700,221.572,-28.429,-38.999,-266.462,18.178,-19.628
1236613,212,-1837,6793,1032.143,459.857,7927.157,839.984,768.635,950.518,-151.572,-245.571,-174.858,53.804,478.008,98.173
1236713,-925,560,7379,1032.329,451.800,7920.829,839.550,764.576,952.669,1.858,-80.572,-63.286,-4.342,-40.587,21.514
1236813,2404,-580,10025,1052.786,437.871,7964.686,855.132,774.303,977.537,204.572,-139.286,438.569,155.826,97.270,248.683
1236913,-387,684,7120,1020.157,459.943,7935.486,865.805,758.830,971.788,-326.286,220.714,-291.997,106.732,-154.734,-57.496
1237013,1453,345,7564,1026.529,465.729,7941.057,867.325,756.383,968.518,63.714,57.857,55.713,15.195,-24.464,-32.691
1237113,1029,-1056,7858,1023.900,449.071,7948.886,867.035,776.603,965.596,-26.285,-166.571,78.286,-2.903,202.191,-29.223
1237213,676,-554,8257,1020.871,440.700,7934.300,867.874,784.175,953.039,-30.286,-83.714,-145.859,8.393,75.723,-125.573
1237313,210,-237,7703,1006.657,439.771,7946.971,872.876,784.938,943.939,-142.142,-9.286,126.714,50.016,7.631,-90.997
1237413,-101,-111,7665,989.143,441.871,7930.729,882.571,783.263,938.855,-175.143,21.000,-162.427,96.957,-16.748,-50.839
1237513,-673,41,6884,967.914,440.214,7928.171,904.160,783.986,941.455,-212.286,-16.571,-25.571,215.888,7.232,26.001
1237613,1801,-84,8714,981.129,437.014,7926.043,909.464,785.661,939.506,132.143,-32.000,-21.284,53.040,16.743,-19.496
1237713,-1207,-316,8868,960.286,428.914,7943.329,942.069,790.445,945.527,-208.429,-81.000,172.856,326.052,47.842,60.212
1237813,1488,-288,6613,953.400,425.171,7925.557,936.408,793.206,958.583,-68.857,-37.429,-177.715,-56.609,27.607,130.562
1237913,-886,652,6163,917.014,438.414,7908.514,957.454,789.133,978.947,-363.857,132.429,-170.430,210.456,-40.723,203.636
1238013,-465,840,7815,891.443,452.771,7915.128,970.037,787.164,976.726,-255.714,143.571,66.143,125.829,-19.691,-22.207
1238113,2099,-207,5729,903.543,454.557,7877.071,979.694,785.522,1008.740,121.000,17.857,-380.571,96.566,-16.422,320.140
1238213,-762,293,6550,866.714,464.557,7859.043,993.065,778.918,1020.946,-368.286,100.000,-180.283,133.716,-66.039,122.055
1238313,-272,168,8898,836.300,474.971,7860.214,994.871,769.959,1022.090,-304.143,104.143,11.714,18.055,-89.596,11.437
1238413,2056,-140,10316,844.229,476.929,7915.586,1002.320,768.217,1048.304,79.286,19.571,553.716,74.493,-17.418,262.148
1238513,-732,-371,5851,807.857,474.314,7871.714,1012.610,770.782,1069.318,-363.715,-26.143,-438.716,102.905,25.656,210.137
1238613,795,-185,6868,799.000,481.500,7862.386,1009.969,762.210,1075.169,-88.571,71.857,-93.286,-26.414,-85.723,58.512
1238713,528,-59,9044,782.229,484.071,7874.929,1004.568,760.076,1083.725,-167.714,25.714,125.430,-54.010,-21.345,85.562
1238813,-550,114,9234,746.871,485.243,7902.957,1007.276,759.441,1093.100,-353.572,11.714,280.283,27.083,-6.348,93.750
1238913,700,-69,8826,735.800,487.186,7901.486,1003.464,757.845,1091.787,-110.714,19.428,-14.712,-38.120,-15.959,-13.136
1239013,65,-692,7141,699.686,488.086,7892.057,981.219,756.405,1095.458,-361.143,9.000,-94.287,-222.456,-14.396,36.709
1239113,497,-1021,6727,682.300,473.557,7868.343,973.847,775.249,1102.432,-173.857,-145.286,-237.144,-73.721,188.442,69.742
1239213,-13,-926,8673,656.814,452.871,7893.872,968.350,792.801,1100.077,-254.857,-206.857,255.288,-54.967,175.512,-23.552
1239313,380,-1775,6898,631.200,427.786,7872.714,951.473,834.043,1104.774,-256.143,-250.857,-211.572,-168.774,412.427,46.978
1239413,342,-1338,8997,609.686,411.257,7902.500,940.681,857.090,1106.577,-215.143,-165.286,297.856,-107.918,230.468,18.022
1239513,338,-635,8521,589.800,399.186,7896.700,931.456,865.747,1102.247,-198.857,-120.714,-57.998,-92.252,86.564,-43.297
1239613,1205,-1147,7233,569.043,383.557,7868.372,900.821,883.462,1093.423,-207.571,-156.286,-283.286,-306.345,177.151,-88.240
1239713,-277,-852,8858,526.300,367.543,7888.443,868.384,895.472,1098.498,-427.429,-160.143,200.713,-324.376,120.099,50.746
1239813,1039,-1251,7352,509.186,348.814,7874.586,846.017,915.200,1099.059,-171.143,-187.285,-138.569,-223.664,197.285,5.615
1239913,445,-1587,8448,486.857,318.714,7874.514,826.567,943.293,1099.022,-223.286,-301.000,-0.718,-194.500,280.925,-0.375
1240013,-444,-669,7773,447.729,302.471,7880.157,804.584,950.345,1097.471,-391.286,-162.429,56.431,-219.831,70.522,-15.509
1240113,1598,-844,9391,444.343,290.686,7906.929,799.220,959.332,1111.058,-33.857,-117.857,267.715,-53.641,89.869,135.875
1240213,36,-1144,7211,428.971,260.814,7885.957,796.574,970.915,1110.141,-153.714,-298.714,-209.717,-26.459,115.834,-9.167
1240313,1,-1059,7630,397.886,230.971,7891.414,769.759,978.886,1107.929,-310.857,-298.429,54.570,-268.151,79.709,-22.129
1240413,601,-1152,8492,392.100,203.971,7889.043,766.683,990.525,1106.462,-57.857,-270.000,-23.711,-30.765,116.387,-14.666
1240513,368,-324,7283,378.486,184.043,7893.071,758.484,986.907,1103.731,-136.143,-199.286,40.283,-81.983,-36.179,-27.307
1240613,691,-700,9283,370.057,162.357,7912.000,751.656,989.413,1115.976,-84.286,-216.857,189.287,-68.284,25.062,122.448
1240713,-54,-792,6995,366.729,127.629,7908.600,753.009,979.589,1118.400,-33.286,-347.286,-33.999,13.533,-98.245,24.235
1240813,824,-1405,9289,357.943,100.229,7910.343,743.981,995.127,1120.453,-87.857,-274.000,17.427,-90.283,155.385,20.531
1240913,112,-1254,8876,352.371,65.200,7932.986,744.341,999.017,1123.718,-55.714,-350.286,226.431,3.606,38.896,32.655
1241013,597,-1317,8533,348.157,31.114,7958.743,742.106,1004.873,1116.489,-42.143,-340.857,257.568,-22.355,58.566,-72.289
1241113,208,-1292,7470,352.529,-12.757,7951.128,740.364,994.591,1117.978,43.714,-438.714,-76.143,-17.418,-102.825,14.888
1241213,611,-1130,8375,364.929,-55.343,7953.757,737.314,977.551,1118.755,124.000,-425.857,26.289,-30.500,-170.396,7.770
1241313,-359,-651,8589,347.557,-74.671,7975.271,739.837,975.760,1116.281,-173.714,-193.286,215.142,25.224,-17.913,-24.742
1241413,548,-1489,7585,355.014,-121.500,7961.743,739.188,963.781,1115.190,74.572,-468.286,-135.288,-6.483,-119.792,-10.911
1241513,423,-597,6988,347.057,-147.543,7962.886,735.406,951.570,1114.150,-79.572,-260.429,11.431,-37.822,-122.109,-10.399
1241613,292,-1176,7595,364.843,-188.329,7952.386,718.612,933.419,1114.104,177.857,-407.857,-105.000,-167.936,-181.508,-0.460
1241713,230,-1078,9179,370.900,-224.414,7965.628,715.657,918.164,1123.060,60.571,-360.857,132.427,-29.551,-152.551,89.562
1241813,821,-1403,8414,381.029,-269.500,7949.200,716.938,897.205,1107.867,101.286,-450.857,-164.282,12.802,-209.588,-151.932
1241913,46,-1055,8098,381.000,-293.400,7980.786,716.951,895.526,1079.785,-0.286,-239.000,315.854,0.131,-16.788,-280.820
1242013,251,-849,7061,383.729,-327.914,7972.486,716.087,869.334,1084.579,27.286,-345.143,-82.998,-8.636,-261.921,47.946
1242113,603,-1294,8860,397.829,-376.114,7988.400,710.527,826.996,1089.302,141.000,-482.000,159.141,-55.601,-423.380,47.228
1242213,267,-1354,8544,400.886,-404.314,8001.872,709.496,826.204,1090.258,30.571,-282.000,134.717,-10.306,-7.921,9.562
1242313,173,-1467,7776,400.943,-439.614,7982.157,709.478,818.026,1081.653,0.572,-353.000,-197.144,-0.186,-81.782,-86.047
1242413,127,-1331,7856,391.471,-476.329,7983.671,708.646,799.322,1081.402,-94.714,-367.143,15.142,-8.321,-187.038,-2.518
1242513,377,-1519,8698,392.514,-513.214,7974.086,708.570,786.915,1072.013,10.428,-368.857,-95.854,-0.757,-124.068,-93.890
1242613,285,-1333,7543,379.986,-553.357,7969.429,702.582,755.407,1073.167,-125.286,-401.428,-46.572,-59.884,-315.082,11.541
1242713,274,-1297,8045,378.429,-584.486,7943.814,702.694,740.364,1049.396,-15.572,-311.286,-256.143,1.124,-150.431,-237.704
1242813,441,-1256,8202,373.414,-608.686,7945.086,700.975,734.207,1049.654,-50.143,-242.000,12.715,-17.189,-61.572,2.579
1242913,464,-1459,7696,377.671,-648.600,7957.829,700.607,702.727,1041.104,42.571,-399.142,127.427,-3.676,-314.797,-85.504
1243013,386,-1674,8279,370.486,-686.143,8008.043,697.900,686.110,968.053,-71.857,-375.429,502.144,-27.070,-166.176,-730.505
1243113,634,-1575,7969,376.043,-721.529,7988.900,698.428,666.895,955.303,55.571,-353.857,-191.431,5.273,-192.142,-127.501
1243213,216,-1553,8149,373.971,-745.857,7997.571,698.684,665.720,953.961,-20.714,-243.286,86.714,2.565,-11.754,-13.420
1243313,290,-1171,8582,364.043,-763.229,7981.243,694.858,660.703,933.823,-99.286,-173.715,-163.286,-38.259,-50.172,-201.379
1243413,393,-153,8143,366.214,-764.443,7976.014,694.708,659.501,931.876,21.714,-12.143,-52.285,-1.505,-12.018,-19.470
1243513,115,151,8192,356.543,-761.229,7974.700,693.424,663.395,931.506,-96.714,32.143,-13.140,-12.836,38.940,-3.704
1243613,655,67,7974,362.871,-734.029,7991.571,694.097,657.738,920.581,63.286,272.000,168.711,6.732,-56.566,-109.246
1243713,479,179,7758,382.929,-739.471,7996.986,676.659,648.520,918.073,200.571,-54.429,54.146,-174.387,-92.188,-25.077
1243813,252,322,8318,352.186,-726.586,7972.600,631.517,660.412,885.992,-307.429,128.857,-243.857,-451.418,118.926,-320.817
1243913,435,273,7866,363.929,-732.457,7983.257,625.274,649.583,880.140,117.429,-58.715,106.572,-62.426,-108.287,-58.522
1244013,465,232,7849,349.814,-734.071,7987.329,611.531,647.039,878.849,-141.143,-16.143,40.713,-137.429,-25.442,-12.906
1244113,427,260,8213,341.214,-715.271,7992.400,606.129,656.462,879.112,-86.000,188.000,50.713,-54.028,94.230,2.634
1244213,513,243,8053,338.886,-703.886,7989.486,605.150,666.003,878.568,-23.286,113.857,-29.141,-9.783,95.406,-5.441
1244313,374,349,7857,341.229,-695.514,7991.686,604.964,675.435,878.041,23.429,83.715,21.997,-1.861,94.321,-5.275
1244413,401,883,8032,348.400,-681.314,7996.929,602.650,697.657,877.170,71.714,142.000,52.432,-23.138,222.224,-8.710
1244513,517,466,8057,365.400,-675.243,8013.686,590.255,705.720,866.893,170.000,60.714,167.568,-123.955,80.623,-102.769
1244613,289,-19,7964,343.800,-674.314,8002.971,564.425,706.539,862.796,-216.000,9.286,-107.144,-258.299,8.196,-40.966
1244713,424,59,8066,367.100,-668.957,7991.514,532.699,710.646,856.535,233.000,53.571,-114.570,-317.264,41.063,-62.608
1244813,440,72,8114,352.129,-663.814,8012.957,515.433,714.675,840.393,-149.714,51.429,214.429,-172.661,40.295,-161.425
1244913,334,433,7824,369.557,-666.943,8036.686,493.429,709.368,810.751,174.286,-31.286,237.285,-220.035,-53.074,-296.422
1245013,380,314,7734,381.629,-674.457,8035.529,483.092,696.026,811.124,120.714,-75.143,-11.567,-103.366,-133.422,3.733
1245113,390,30,8284,357.214,-671.071,8072.029,436.634,698.862,762.542,-244.143,33.857,365.000,-464.583,28.362,-485.817
1245213,438,178,7999,374.357,-672.714,8092.729,415.396,696.725,740.287,171.429,-16.429,206.997,-212.380,-21.363,-222.555
1245313,374,331,7679,383.586,-670.386,8075.314,408.045,699.797,735.461,92.286,23.286,-174.141,-73.515,30.715,-48.259
1245413,376,323,8140,359.586,-663.771,8044.229,354.920,706.930,684.305,-240.000,66.143,-310.859,-531.241,71.335,-511.566
1245513,424,71,7982,376.100,-657.457,8074.671,329.747,711.477,631.414,165.143,63.143,304.429,-251.739,45.461,-528.908
1245613,302,288,7764,369.057,-650.700,8087.471,325.968,718.147,615.709,-70.429,67.571,127.998,-37.791,66.699,-157.047
1245713,350,331,8100,366.514,-645.129,8073.986,325.412,724.203,604.853,-25.428,55.714,-134.854,-5.560,60.562,-108.560
1245813,410,259,7985,380.229,-643.057,8056.143,306.156,726.575,588.573,137.143,20.715,-178.428,-192.553,23.718,-162.796
1245913,362,171,7740,375.400,-639.629,8040.628,303.731,729.834,582.356,-48.286,34.285,-155.146,-24.255,32.597,-62.171
1246013,291,241,8106,378.629,-626.300,8054.414,301.608,737.238,572.231,32.286,133.286,137.856,-21.229,74.037,-101.257
1246113,400,321,7993,377.243,-607.129,8072.500,301.283,744.141,549.548,-13.857,191.714,180.859,-3.243,69.036,-226.829
1246213,351,235,7746,382.443,-590.543,8059.257,297.622,749.767,546.076,52.000,165.858,-132.427,-36.613,56.251,-34.718
1246313,275,241,7989,380.943,-561.743,8074.843,297.895,742.399,527.979,-15.000,288.000,155.854,2.730,-73.673,-180.967
1246413,367,210,8181,381.300,-539.629,8063.186,297.863,742.003,516.371,3.571,221.143,-116.572,-0.319,-3.968,-116.083
1246513,322,286,7851,381.071,-526.471,8053.614,297.902,748.333,514.000,-2.285,131.572,-95.713,0.393,63.307,-23.707
1246613,289,271,7926,367.986,-506.214,8063.514,281.065,750.451,504.689,-130.857,202.571,98.999,-168.371,21.177,-93.114
1246713,313,215,8245,376.414,-490.971,8054.757,270.235,754.100,496.072,84.286,152.429,-87.568,-108.303,36.491,-86.169
1246813,426,244,7896,367.657,-469.614,8062.529,258.290,753.443,489.216,-87.571,213.571,77.715,-119.452,-6.575,-68.565
1246913,367,293,7882,366.543,-442.757,8054.443,258.122,746.610,487.452,-11.143,268.571,-80.859,-1.679,-68.327,-17.636
1247013,225,287,8099,376.100,-429.100,8059.100,239.659,751.077,486.297,95.572,136.571,46.572,-184.631,44.668,-11.552
1247113,376,162,8099,358.643,-414.729,8040.643,189.216,752.623,459.156,-174.572,143.714,-184.570,-504.434,15.468,-271.406
1247213,349,292,7930,363.114,-394.214,8050.914,185.194,752.036,448.398,44.714,205.143,102.710,-40.218,-5.870,-107.582
1247313,326,302,8134,367.757,-374.771,8058.114,180.060,752.191,445.619,46.429,194.429,72.002,-51.337,1.549,-27.787
1247413,388,222,8122,364.714,-355.143,8052.829,177.879,749.576,442.626,-30.428,196.286,-52.856,-21.808,-26.152,-29.935
1247513,340,211,7974,364.314,-347.500,8062.700,177.903,752.576,432.947,-4.000,76.429,98.716,0.236,30.001,-96.792
1247613,346,279,7968,359.386,-333.514,8043.914,173.509,754.988,407.363,-49.286,139.857,-187.861,-43.940,24.121,-255.837
1247713,317,262,8239,364.686,-318.457,8061.686,166.318,756.204,387.885,53.000,150.571,177.715,-71.909,12.153,-194.776
1247813,405,203,8084,358.700,-295.486,8044.471,156.956,747.218,358.674,-59.857,229.714,-172.144,-93.619,-89.852,-292.111
1247913,374,243,7961,362.443,-274.100,8031.400,154.127,740.875,344.526,37.429,213.857,-130.713,-28.292,-63.436,-141.482
1248013,327,271,8158,358.586,-251.414,8026.043,151.566,732.863,339.565,-38.571,226.857,-53.569,-25.611,-80.120,-49.614
1248113,379,262,8094,361.029,-229.214,8034.957,150.493,724.494,332.977,24.428,222.000,89.141,-10.725,-83.688,-65.876
1248213,353,221,7952,357.343,-209.914,8028.914,147.455,718.208,330.581,-36.857,193.000,-60.430,-30.385,-62.857,-23.962
1248313,319,277,8009,367.029,-196.657,8020.628,119.747,718.509,323.634,96.857,132.571,-82.856,-277.074,3.006,-69.463
1248413,336,249,8217,364.000,-171.829,8029.657,117.797,703.290,320.152,-30.286,248.286,90.288,-19.503,-152.191,-34.821
1248513,419,221,8110,363.943,-160.143,8045.686,117.769,702.924,294.673,-0.571,116.857,160.283,-0.277,-3.660,-254.794
1248613,355,258,8044,364.843,-139.657,8052.100,117.457,693.857,289.637,9.000,204.857,64.146,-3.129,-90.667,-50.364
1248713,412,212,8226,367.443,-121.229,8038.486,116.453,685.774,256.894,26.000,184.286,-136.143,-10.036,-80.829,-327.424
1248813,504,209,8005,362.914,-98.200,8032.643,104.252,669.211,252.907,-45.286,230.286,-58.428,-122.013,-165.633,-39.871
1248913,374,258,7965,367.600,-79.443,8030.743,97.023,660.474,252.909,46.857,187.571,-19.004,-72.289,-87.369,0.015
1249013,322,236,8151,368.614,-63.943,8046.314,96.166,654.940,224.706,10.143,155.000,155.718,-8.569,-55.337,-282.030
1249113,423,192,8241,366.043,-42.714,8037.471,92.189,638.606,203.709,-25.714,212.286,-88.433,-39.774,-163.346,-209.962
1249213,406,217,8077,368.029,-20.271,8030.800,91.528,619.446,194.448,19.857,224.429,-66.714,-6.601,-191.598,-92.614
1249313,344,279,8012,370.471,4.671,8034.171,88.523,595.374,192.032,24.429,249.429,33.716,-30.052,-240.718,-24.161
1249413,399,233,8291,374.357,27.014,8040.386,83.583,573.786,193.200,38.857,223.429,62.144,-49.406,-215.886,11.686
1249513,508,187,8022,376.229,51.386,8030.729,85.074,543.007,176.239,18.714,243.714,-96.572,14.915,-307.786,-169.619
1249613,393,268,7971,377.771,74.257,8036.843,84.382,517.325,166.359,15.428,228.714,61.143,-6.920,-256.823,-98.795
1249713,337,255,8107,378.671,96.429,8037.729,83.603,490.650,166.565,9.000,221.714,8.857,-7.792,-266.743,2.060
1249813,408,198,8298,378.200,117.200,8039.100,83.343,462.952,168.298,-4.714,207.714,13.716,-2.602,-276.988,17.331
1249913,427,206,8102,377.671,140.986,8044.900,82.913,422.350,163.296,-5.286,237.857,57.998,-4.296,-406.015,-50.025
1250013,383,269,7985,377.629,168.743,8040.700,82.910,361.640,160.985,-0.428,277.571,-41.997,-0.035,-607.098,-23.106
1250113,350,217,8235,373.571,194.343,8044.500,77.003,294.489,162.381,-40.571,256.000,37.998,-59.063,-671.511,13.961
1250213,540,179,8054,378.200,219.086,8043.143,77.130,206.150,161.898,46.286,247.429,-13.569,1.270,-883.393,-4.828
1250313,402,248,8001,379.800,239.357,8034.843,76.443,120.391,148.390,16.000,202.714,-83.003,-6.876,-857.589,-135.088
1250413,335,255,8111,378.971,245.186,8034.386,76.609,110.745,148.105,-8.286,58.286,-4.570,1.666,-96.466,-2.849
1250513,435,202,8303,383.543,245.914,8035.971,69.982,110.289,150.361,45.714,7.286,15.854,-66.272,-4.552,22.561
1250613,439,194,8126,380.457,247.729,8038.143,62.283,108.359,150.548,-30.857,18.143,21.719,-76.988,-19.304,1.868
1250713,377,268,7985,379.000,249.000,8041.386,61.143,108.067,146.878,-14.572,12.714,32.427,-11.398,-2.921,-36.692
1250813,335,261,8193,380.186,248.129,8039.600,59.450,107.720,144.241,11.857,-8.714,-17.856,-16.930,-3.468,-26.377
1250913,461,193,8152,380.557,246.986,8043.686,59.871,107.874,143.313,3.714,-11.429,40.854,4.210,1.543,-9.276
1251013,375,233,8043,379.271,247.000,8046.457,59.004,107.872,141.384,-12.857,0.143,27.715,-8.671,-0.019,-19.289
1251113,375,267,8063,378.529,247.100,8044.314,58.725,107.888,139.973,-7.429,1.000,-21.426,-2.789,0.152,-14.107
1251213,326,263,8214,375.857,247.386,8046.614,56.768,107.903,141.413,-26.714,2.857,22.998,-19.572,0.153,14.392
1251313,434,190,8233,376.714,245.114,8051.986,57.185,107.412,141.249,8.571,-22.714,53.716,4.169,-4.905,-1.634
1251413,435,239,7990,377.200,235.914,8051.386,57.533,75.103,141.422,4.857,-92.000,-6.001,3.476,-323.093,1.727
1251513,316,279,8098,374.329,233.243,8051.971,55.462,70.026,141.529,-28.714,-26.714,5.854,-20.704,-50.775,1.069
1251613,406,212,8193,376.000,236.543,8055.243,54.622,63.168,142.103,16.714,33.000,32.715,-8.401,-68.576,5.742
1251713,445,199,8060,376.300,238.543,8055.157,54.942,59.632,142.098,3.000,20.000,-0.854,3.195,-35.356,-0.047
1251813,403,238,8061,375.771,240.914,8054.400,54.503,56.162,141.924,-5.286,23.714,-7.573,-4.391,-34.704,-1.744
1251913,298,270,8171,375.257,238.586,8059.357,55.061,51.320,139.834,-5.143,-23.286,49.570,5.587,-48.421,-20.894
1252013,427,176,8245,375.929,236.614,8066.657,55.401,51.035,135.943,6.714,-19.714,73.003,3.393,-2.851,-38.916
1252113,414,219,8074,376.271,239.314,8063.657,55.561,44.630,133.407,3.429,27.000,-30.000,1.601,-64.047,-25.359
1252213,331,269,8043,374.743,240.614,8064.286,55.313,44.148,133.204,-15.286,13.000,6.284,-2.480,-4.822,-2.026
1252313,333,281,8213,374.157,239.900,8071.914,55.534,43.071,126.018,-5.857,-7.143,76.284,2.214,-10.768,-71.865
1252413,480,217,8102,375.643,238.386,8071.372,56.937,41.972,125.805,14.857,-15.143,-5.425,14.029,-10.989,-2.128
1252513,486,215,8014,376.529,240.443,8071.829,58.152,36.946,125.537,8.857,20.571,4.570,12.146,-50.264,-2.677
1252613,253,289,8000,375.829,240.457,8075.200,59.328,36.964,120.284,-7.000,0.143,33.716,11.759,0.186,-52.532
1252713,343,262,8224,375.729,239.471,8076.971,59.377,35.425,121.543,-1.000,-9.857,17.710,0.493,-15.397,12.587
1252813,508,192,8212,377.129,238.514,8080.214,61.293,35.787,122.073,14.000,-9.572,32.432,19.160,3.627,5.300
1252913,395,236,8001,377.600,239.443,8083.943,61.302,34.855,115.430,4.714,9.286,37.285,0.087,-9.327,-66.432
1253013,259,296,8181,377.143,240.229,8085.014,62.060,35.495,115.976,-4.572,7.857,10.713,7.587,6.403,5.466
1253113,460,200,8184,378.000,238.500,8087.743,62.780,34.450,116.026,8.571,-17.286,27.285,7.199,-10.447,0.499
1253213,555,192,8023,380.914,237.886,8091.700,66.106,34.888,108.802,29.143,-6.143,39.575,33.258,4.375,-72.241
1253313,319,264,7990,381.543,238.214,8091.714,65.300,35.024,108.789,6.286,3.286,0.142,-8.058,1.358,-0.134
1253413,274,280,8046,380.214,239.214,8089.786,66.517,35.203,108.384,-13.286,10.000,-19.287,12.171,1.790,-4.040
1253513,417,216,8283,381.571,238.214,8095.957,66.285,34.852,106.901,13.571,-10.000,61.714,-2.328,-3.507,-14.833
1253613,444,198,8128,383.786,237.171,8098.843,65.742,34.947,104.984,22.143,-10.428,28.857,-5.427,0.954,-19.176
1253713,320,291,7958,383.886,238.257,8094.743,65.639,35.419,104.800,1.000,10.857,-41.001,-1.025,4.717,-1.840
1253813,260,294,8156,381.514,238.971,8098.457,67.058,36.027,102.267,-23.714,7.143,37.144,14.189,6.076,-25.328
1253913,458,218,8192,382.814,237.900,8102.886,67.644,35.515,99.471,13.000,-10.714,44.287,5.855,-5.111,-27.954
1254013,387,226,7965,385.129,237.029,8100.971,64.921,35.045,100.808,23.143,-8.714,-19.146,-27.224,-4.702,13.368
1254113,351,290,8006,384.771,238.857,8099.643,65.039,34.416,101.436,-3.571,18.286,-13.281,1.179,-6.288,6.281
1254213,196,312,8050,382.586,239.143,8101.357,68.674,34.936,99.551,-21.857,2.857,17.139,36.347,5.191,-18.850
1254313,392,199,8254,383.529,237.671,8103.071,68.343,34.422,101.119,9.428,-14.714,17.144,-3.311,-5.131,15.682
1254413,474,212,8098,384.757,237.529,8102.729,69.180,34.508,101.095,12.286,-1.429,-3.428,8.372,0.854,-0.241
1254513,308,285,7991,384.300,238.586,8102.971,69.579,34.811,100.806,-4.572,10.571,2.427,3.988,3.033,-2.895
1254613,260,305,8239,383.071,238.957,8106.843,70.989,35.375,100.752,-12.285,3.714,38.716,14.104,5.634,-0.540
1254713,428,228,8105,384.657,238.471,8104.929,70.735,35.288,99.488,15.857,-4.857,-19.141,-2.543,-0.864,-12.641
1254813,381,251,8042,384.314,239.157,8104.329,70.694,35.058,99.738,-3.428,6.857,-6.001,-0.413,-2.303,2.507
1254913,152,329,7903,381.143,240.386,8103.500,75.875,36.642,101.157,-31.714,12.286,-8.286,51.813,15.843,14.181
1255013,255,301,8130,380.114,240.814,8103.100,77.081,37.169,100.995,-10.286,4.286,-3.999,12.054,5.272,-1.611
1255113,444,217,8234,381.043,240.171,8105.100,77.452,37.186,102.175,9.286,-6.429,20.000,3.716,0.172,11.793
1255213,366,235,8081,381.229,240.371,8106.943,77.400,37.120,100.547,1.857,2.000,18.428,-0.519,-0.661,-16.276
1255313,226,330,7892,379.900,241.129,8105.271,79.234,38.379,103.101,-13.286,7.571,-16.714,18.332,12.586,25.543
1255413,228,304,8131,378.357,241.914,8104.043,81.103,39.088,102.272,-15.428,7.857,-12.285,18.693,7.095,-8.296
1255513,427,203,8102,378.471,241.657,8103.929,81.166,39.284,102.270,1.143,-2.571,-1.143,0.628,1.955,-0.022
1255613,322,254,7977,378.000,241.600,8102.971,81.396,39.263,103.136,-4.714,-0.571,-9.575,2.305,-0.209,8.662
1255713,266,305,7847,375.914,242.929,8097.557,82.363,39.809,106.431,-20.857,13.286,-54.141,9.669,5.456,32.948
1255813,182,301,7965,371.314,244.243,8096.986,84.055,40.184,107.032,-46.000,13.143,-5.713,16.924,3.751,6.011
