tstm,aX,aY,aZ,meanX,meanY,meanZ,stdX,stdY,stdZ,meanDiffX,meanDiffY,meanDiffZ,stdDiffX,stdDiffY,stdDiffZ
333013,19,351,8100,-9.843,379.757,8073.657,107.003,106.668,130.327,-26.143,17.714,1.143,-28.698,-14.822,0.197
333113,-53,520,7957,-12.671,380.614,8073.628,105.478,107.547,130.352,-28.286,8.571,-0.288,-15.244,8.788,0.253
333213,-118,566,7853,-13.043,382.757,8074.271,105.802,109.703,129.146,-3.714,21.429,6.431,3.240,21.565,-12.062
333313,-90,348,7932,-14.086,384.814,8070.500,106.195,107.663,129.391,-10.429,20.572,-37.715,3.929,-20.402,2.446
333413,60,231,8222,-15.314,382.529,8072.643,104.825,109.195,130.634,-12.286,-22.857,21.431,-13.705,15.319,12.432
333513,45,442,8007,-14.943,381.671,8074.257,104.991,108.487,129.106,3.714,-8.571,16.143,1.669,-7.080,-15.283
333613,-105,574,7843,-15.943,384.743,8073.200,105.510,110.820,130.682,-10.000,30.714,-10.571,5.184,23.331,15.767
333713,-174,358,8015,-19.757,386.757,8070.486,106.325,109.020,129.887,-38.143,20.143,-27.144,8.157,-18.004,-7.950
333813,2,308,8061,-22.857,386.629,8070.729,102.410,109.107,129.853,-31.000,-1.286,2.427,-39.150,0.875,-0.339
333913,-12,477,7904,-22.457,386.243,8070.143,102.397,108.739,130.510,4.000,-3.857,-5.854,-0.131,-3.685,6.566
334013,-175,556,7722,-23.771,388.714,8067.957,103.748,110.587,134.965,-13.143,24.714,-21.860,13.502,18.485,44.550
334113,-104,339,7872,-25.971,390.114,8063.386,103.793,109.321,136.101,-22.000,14.000,-45.713,0.451,-12.658,11.357
334213,37,249,8162,-27.300,388.071,8065.029,102.373,110.596,136.586,-13.286,-20.428,16.431,-14.195,12.744,4.855
334313,89,497,7877,-25.257,387.871,8063.300,103.243,110.386,138.180,20.429,-2.000,-17.290,8.699,-2.100,15.937
334413,-225,481,7793,-28.329,389.200,8061.386,105.907,110.937,140.955,-30.714,13.286,-19.141,26.641,5.518,27.753
334513,-148,290,8085,-32.157,390.543,8059.114,105.318,109.145,139.265,-38.286,13.428,-22.715,-5.888,-17.923,-16.901
334613,40,338,7982,-34.786,390.657,8058.386,101.104,109.086,139.533,-26.286,1.143,-7.285,-42.142,-0.593,2.679
334713,-120,517,7890,-36.371,390.929,8059.000,101.557,109.376,138.693,-15.857,2.714,6.143,4.526,2.900,-8.398
334813,-150,540,7691,-37.586,394.529,8054.400,102.396,110.074,145.324,-12.143,36.000,-46.001,8.397,6.979,66.307
334913,-127,299,7991,-40.786,395.014,8050.586,101.638,109.575,143.422,-32.000,4.857,-38.140,-7.586,-4.987,-19.024
335013,47,223,8196,-41.114,391.871,8052.143,101.316,111.295,144.397,-3.286,-31.429,15.571,-3.220,17.201,9.753
335113,-15,464,7923,-41.100,391.486,8052.757,101.319,110.997,143.753,0.143,-3.857,6.143,0.036,-2.978,-6.436
335213,-135,439,7807,-43.571,393.686,8047.614,101.470,110.389,145.996,-24.714,22.000,-51.431,1.503,-6.079,22.430
335313,-59,253,8197,-46.957,394.143,8047.628,97.912,109.738,146.011,-33.857,4.572,0.142,-35.580,-6.517,0.146
335413,58,277,8054,-48.600,391.886,8047.071,95.133,110.496,145.911,-16.429,-22.571,-5.571,-27.791,7.587,-0.998
335513,-4,489,7898,-47.671,392.386,8047.014,95.246,110.855,145.969,9.286,5.000,-0.571,1.135,3.586,0.576
335613,-209,519,7714,-49.686,396.214,8040.600,97.127,110.533,150.525,-20.143,38.286,-64.141,18.810,-3.217,45.564
335713,-73,230,8192,-52.443,395.429,8039.229,94.987,111.512,148.691,-27.571,-7.857,-13.716,-21.402,9.789,-18.341
335813,110,367,8018,-51.657,394.357,8037.486,96.093,111.420,148.214,7.857,-10.714,-17.427,11.065,-0.924,-4.771
335913,5,489,7931,-50.100,393.671,8037.429,96.116,110.685,148.254,15.571,-6.857,-0.571,0.223,-7.347,0.403
336013,-139,329,7936,-51.500,394.086,8034.343,96.685,110.388,148.085,-14.000,4.143,-30.859,5.693,-2.975,-1.690
336113,32,213,8120,-53.257,393.957,8033.271,93.996,110.593,147.187,-17.571,-1.286,-10.713,-26.886,2.054,-8.977
336213,89,346,7886,-53.486,392.900,8030.343,93.630,110.693,148.046,-2.286,-10.572,-29.287,-3.664,0.996,8.592
336313,-160,523,7893,-55.386,393.800,8028.757,94.419,111.488,148.912,-19.000,9.000,-15.854,7.894,7.952,8.656
336413,-156,404,7718,-56.700,395.757,8024.214,95.168,110.442,153.405,-13.143,19.572,-45.430,7.481,-10.455,44.926
336513,-28,217,8075,-57.886,395.329,8022.543,94.281,111.075,152.200,-11.857,-4.286,-16.714,-8.862,6.328,-12.046
336613,169,379,7894,-55.000,393.257,8019.529,98.016,110.003,152.626,28.857,-20.714,-30.142,37.349,-10.720,4.259
336713,-3,472,7855,-53.057,393.971,8016.814,97.679,110.349,153.833,19.429,7.143,-27.144,-3.370,3.461,12.076
336813,-46,327,7939,-53.186,395.414,8010.986,97.664,108.793,148.862,-1.286,14.428,-58.286,-0.153,-15.564,-49.718
336913,141,190,8164,-53.014,393.800,8011.243,97.994,110.969,149.110,1.714,-16.143,2.568,3.296,21.759,2.483
337013,25,427,7911,-53.314,393.157,8008.686,97.722,110.644,149.272,-3.000,-6.429,-25.571,-2.718,-3.250,1.622
337113,-71,546,7693,-52.086,395.314,8004.114,96.948,112.121,153.898,12.286,21.572,-45.713,-7.737,14.770,46.262
337213,-132,321,7813,-53.143,396.886,7997.357,97.409,110.282,151.742,-10.571,15.714,-67.573,4.611,-18.385,-21.562
337313,49,221,8186,-53.114,395.657,7995.986,97.439,111.746,149.582,0.286,-12.286,-13.711,0.297,14.638,-21.603
337413,106,436,8002,-50.729,394.643,7995.443,99.244,111.051,149.490,23.857,-10.143,-5.430,18.054,-6.952,-0.918
337513,9,485,7841,-47.371,394.714,7992.686,97.212,111.107,150.530,33.571,0.714,-27.573,-20.318,0.565,10.396
337613,34,279,7964,-45.243,394.786,7988.543,97.340,111.031,147.236,21.286,0.714,-41.426,1.271,-0.761,-32.942
337713,151,187,8163,-44.557,392.786,7990.157,98.543,113.468,148.514,6.857,-20.000,16.143,12.035,24.372,12.789
337813,176,417,7934,-41.029,391.386,7990.157,101.898,112.553,148.514,35.286,-14.000,0.000,33.551,-9.157,0.000
337913,-65,533,7759,-39.829,392.886,7987.186,101.111,113.724,151.008,12.000,15.000,-29.717,-7.870,11.715,24.935
338013,-105,321,7860,-40.286,393.486,7982.457,101.332,113.232,149.729,-4.571,6.000,-47.285,2.210,-4.927,-12.792
338113,86,218,8194,-39.529,392.514,7981.400,102.072,114.435,147.960,7.571,-9.714,-10.571,7.401,12.033,-17.690
338213,133,468,7908,-36.229,391.586,7980.314,103.847,113.551,148.215,33.000,-9.286,-10.854,17.750,-8.834,2.556
338313,-25,447,7773,-33.686,390.857,7975.643,101.893,113.029,149.517,25.429,-7.286,-46.714,-19.539,-5.227,13.016
338413,63,256,8084,-32.871,390.571,7973.757,102.434,113.344,147.289,8.143,-2.857,-18.857,5.402,3.148,-22.275
338513,239,210,8038,-29.643,387.200,7973.857,107.276,115.140,147.331,32.286,-33.714,0.996,48.421,17.968,0.412
338613,64,472,8018,-27.586,386.543,7973.357,107.670,114.522,147.120,20.571,-6.572,-5.000,3.946,-6.188,-2.102
338713,-36,495,7738,-26.100,388.114,7969.786,106.823,115.242,149.733,14.857,15.714,-35.713,-8.472,7.205,26.125
338813,-54,291,8030,-27.014,388.900,7966.100,106.784,114.387,144.954,-9.143,7.857,-36.855,-0.390,-8.554,-47.792
338913,99,278,8198,-26.114,386.771,7966.143,107.574,115.042,145.022,9.000,-21.286,0.430,7.899,6.557,0.681
339013,78,474,8046,-23.500,385.414,7967.414,107.848,113.434,145.326,26.143,-13.571,12.710,2.744,-16.086,3.041
339113,1,498,7868,-20.600,386.200,7964.786,105.718,114.019,145.436,29.000,7.857,-26.284,-21.305,5.851,1.103
339213,53,273,8151,-18.886,385.771,7963.628,105.924,114.386,143.616,17.143,-4.286,-11.572,2.064,3.677,-18.198
339313,221,224,8148,-16.600,382.414,7966.600,109.296,115.630,145.239,22.857,-33.571,29.717,33.718,12.433,16.230
339413,178,456,8076,-11.243,381.143,7968.300,109.512,114.317,145.812,53.571,-12.714,16.997,2.165,-13.129,5.730
339513,-100,499,7845,-11.486,382.314,7967.786,109.690,115.096,146.182,-2.429,11.714,-5.142,1.776,7.789,3.700
339613,-54,208,8192,-11.971,381.500,7967.743,109.802,116.120,146.116,-4.857,-8.143,-0.430,1.118,10.242,-0.662
339713,111,397,8209,-11.557,381.514,7970.543,110.210,116.122,148.810,4.143,0.143,28.003,4.077,0.018,26.935
339813,30,596,7924,-8.329,381.729,7972.114,108.048,116.503,147.725,32.286,2.143,15.713,-21.614,3.811,-10.845
339913,-79,486,7878,-7.143,383.571,7968.757,106.804,117.116,147.154,11.857,18.429,-33.569,-12.446,6.129,-5.707
340013,0,271,8111,-7.414,382.429,7968.914,106.761,117.816,147.300,-2.714,-11.429,1.567,-0.426,7.005,1.459
340113,188,199,8186,-3.971,377.843,7972.186,109.096,118.617,149.525,34.429,-45.857,32.715,23.348,8.005,22.252
340213,173,417,8122,0.186,375.714,7976.029,110.210,116.540,149.869,41.571,-21.286,38.433,11.143,-20.769,3.438
340313,110,364,8137,3.043,375.943,7978.957,110.427,116.501,150.979,28.571,2.286,29.282,2.172,-0.389,11.098
340413,-98,271,8197,0.786,376.514,7978.600,110.854,115.885,150.432,-22.571,5.714,-3.569,4.267,-6.159,-5.468
340513,3,316,8307,0.186,374.714,7982.886,110.727,115.833,155.373,-6.000,-18.000,42.856,-1.274,-0.526,49.403
340613,-27,537,8045,1.300,374.186,7985.771,110.053,115.004,154.622,11.143,-5.286,28.857,-6.737,-8.291,-7.508
340713,-101,410,8045,2.343,374.929,7986.200,108.725,115.064,154.744,10.429,7.429,4.287,-13.282,0.610,1.219
340813,-129,256,8341,0.471,374.186,7990.200,109.836,115.661,160.150,-18.714,-7.429,40.000,11.115,5.960,54.063
340913,-175,535,7805,-1.857,375.014,7988.786,111.786,116.598,161.338,-23.286,8.286,-14.146,19.502,9.375,11.877
341013,-67,602,7825,-0.314,375.671,7990.257,110.119,117.740,159.355,15.429,6.571,14.717,-16.675,11.422,-19.823
341113,-61,1120,8414,0.300,386.829,7998.000,109.658,147.084,166.432,6.143,111.572,77.427,-4.611,293.438,70.763
341213,-5,1105,7471,-0.300,399.057,7988.128,109.570,169.059,176.594,-6.000,122.285,-98.716,-0.876,219.749,101.622
341313,-125,1240,8399,-3.357,409.671,7995.586,110.021,196.046,182.661,-30.571,106.143,74.575,4.503,269.866,60.670
341413,-5,1494,8017,-0.214,424.143,7998.786,106.737,234.411,181.039,31.429,144.714,31.997,-32.831,383.653,-16.222
341513,116,1420,7851,3.557,440.286,7995.443,106.111,261.913,181.576,37.714,161.429,-33.428,-6.262,275.021,5.368
341613,-74,1333,7726,1.929,454.500,7991.786,106.414,282.191,184.366,-16.286,142.143,-36.572,3.026,202.780,27.905
341713,-153,1550,8073,1.457,469.257,7994.400,107.024,310.649,184.202,-4.714,147.571,26.143,6.105,284.579,-1.644
341813,-167,1501,7841,1.214,482.986,7996.543,107.386,333.841,181.513,-2.429,137.286,21.431,3.621,231.921,-26.891
341913,-265,1569,7803,-0.757,501.129,7993.857,110.930,357.052,182.960,-19.714,181.429,-26.860,35.440,232.109,14.472
342013,76,1487,7931,-0.343,519.186,7990.071,111.162,374.085,181.474,4.143,180.572,-37.856,2.315,170.334,-14.862
342113,-136,1288,7879,-2.071,530.957,7989.443,112.311,384.970,181.781,-17.286,117.714,-6.284,11.493,108.845,3.072
342213,-318,1755,8005,-4.686,549.757,7992.271,117.390,411.256,180.456,-26.143,188.000,28.286,50.788,262.862,-13.252
342313,-126,1598,7794,-5.643,568.971,7986.514,118.100,428.020,180.261,-9.571,192.143,-57.573,7.099,167.645,-1.949
342413,81,1215,7733,-5.314,582.371,7981.929,118.308,433.320,182.554,3.286,134.000,-45.854,2.084,52.997,22.933
342513,-240,1660,7567,-8.686,599.100,7977.200,121.541,451.610,188.845,-33.714,167.286,-47.285,32.330,182.900,62.911
342613,-145,1669,7369,-7.771,615.529,7972.271,120.265,468.981,199.832,9.143,164.286,-49.287,-12.763,173.705,109.872
342713,-51,1289,7834,-7.457,630.657,7967.157,120.123,473.360,198.721,3.143,151.286,-51.143,-1.422,43.799,-11.109
342813,163,1320,7955,-6.700,644.271,7966.257,121.024,479.249,198.632,7.571,136.143,-8.999,9.016,58.891,-0.896
342913,134,1403,8018,-4.857,657.329,7967.500,122.165,487.226,198.679,18.429,130.571,12.427,11.409,79.764,0.477
343013,-14,1311,7743,-3.071,671.357,7964.743,121.100,491.687,200.429,17.857,140.286,-27.573,-10.649,44.614,17.495
343113,-180,1432,7983,-6.100,688.771,7962.786,122.824,496.706,199.570,-30.286,174.143,-19.570,17.237,50.190,-8.586
343213,-166,1339,8603,-9.743,702.957,7973.029,123.728,500.877,213.294,-36.429,141.857,102.432,9.036,41.704,137.241
343313,195,1207,8088,-4.671,712.729,7975.814,124.736,503.933,213.504,50.714,97.714,27.856,10.086,30.566,2.099
343413,235,1122,7993,0.914,722.986,7979.743,126.576,504.851,211.242,55.857,102.571,39.282,18.394,9.180,-22.620
343513,-155,1235,8150,-0.900,737.529,7980.814,127.881,504.729,211.912,-18.143,145.428,10.718,13.049,-1.226,6.696
343613,-19,1065,7868,-3.586,747.329,7980.443,126.248,504.332,212.086,-26.857,98.000,-3.716,-16.327,-3.968,1.745
343713,-306,1030,8235,-7.914,755.300,7985.872,131.249,504.327,213.663,-43.286,79.714,54.287,50.010,-0.051,15.771
343813,28,992,7556,-6.857,764.800,7980.400,131.236,502.429,219.615,10.571,95.000,-54.717,-0.130,-18.976,59.512
343913,107,967,8017,-7.343,775.900,7978.300,130.750,498.173,218.549,-4.857,111.000,-21.001,-4.861,-42.565,-10.654
344013,28,938,8137,-7.300,783.200,7981.529,130.761,496.749,219.200,0.429,73.000,32.290,0.111,-14.242,6.503
344113,-76,847,7680,-7.371,787.500,7981.343,130.797,495.979,219.449,-0.714,43.000,-1.860,0.362,-7.699,2.497
344213,-184,882,7465,-8.114,795.514,7976.372,131.648,492.899,227.018,-7.429,80.143,-49.712,8.506,-30.797,75.686
344313,123,657,8500,-7.057,801.743,7980.857,132.397,488.333,234.107,10.571,62.286,44.854,7.494,-45.656,70.893
344413,412,777,8930,-2.686,806.614,7994.114,140.840,486.357,259.795,43.714,48.714,132.573,84.432,-19.760,256.882
344513,61,743,8235,-1.943,810.300,7999.743,141.037,484.882,260.684,7.429,36.857,56.284,1.967,-14.759,8.883
344613,-94,733,6912,-3.771,816.786,7984.714,141.388,480.750,290.886,-18.286,64.857,-150.283,3.515,-41.313,302.021
344713,237,933,8250,-2.543,827.443,7985.957,143.091,474.904,291.829,12.286,106.572,12.427,17.029,-58.460,9.434
344813,-107,787,8046,-6.586,832.729,7987.557,141.983,472.359,291.847,-40.429,52.857,16.001,-11.080,-25.454,0.178
344913,116,653,8719,-4.000,834.443,8001.271,142.543,471.485,303.123,25.857,17.143,137.144,5.597,-8.739,112.756
345013,101,737,7079,-1.057,840.386,7990.114,142.554,467.581,321.908,29.429,59.429,-111.572,0.109,-39.036,187.857
345113,156,729,8742,-0.057,847.686,7997.943,143.404,461.760,333.236,10.000,73.000,78.286,8.502,-58.212,113.273
345213,54,546,8128,-1.186,848.800,8001.086,142.661,460.936,333.410,-11.286,11.143,31.431,-7.427,-8.242,1.743
345313,75,698,7027,0.243,852.386,7990.429,142.916,458.768,351.938,14.286,35.858,-106.572,2.549,-21.684,185.280
345413,-37,1041,7099,-1.186,863.600,7976.357,142.781,453.618,367.273,-14.286,112.142,-140.718,-1.347,-51.498,153.348
345513,27,1253,7803,-4.214,878.500,7973.000,139.874,449.010,367.768,-30.286,149.000,-33.569,-29.080,-46.074,4.949
345613,-47,1300,8041,-5.800,890.329,7973.329,139.720,449.052,367.818,-15.857,118.286,3.286,-1.532,0.420,0.503
345713,23,996,7557,-4.957,897.486,7970.743,139.714,446.681,370.092,8.429,71.572,-25.859,-0.068,-23.717,22.744
345813,378,812,7967,1.214,904.929,7969.843,146.774,440.815,370.024,61.714,74.429,-8.999,70.602,-58.655,-0.686
345913,125,760,8580,1.586,911.814,7975.300,147.053,434.691,376.115,3.714,68.857,54.570,2.796,-61.246,60.914
346013,335,728,8109,5.257,915.443,7976.200,152.039,432.073,376.359,36.714,36.286,9.004,49.857,-26.177,2.434
346113,-169,904,7723,2.829,921.243,7974.128,153.439,429.145,377.346,-24.286,58.000,-20.718,13.999,-29.274,9.875
346213,-215,1049,8511,-1.000,932.329,7979.271,155.469,422.224,382.144,-38.286,110.857,51.431,20.305,-69.216,47.983
346313,-4,851,8487,-4.214,941.286,7984.114,153.155,413.666,386.377,-32.143,89.572,48.428,-23.143,-85.576,42.322
346413,-166,584,7917,-9.129,943.114,7981.843,152.748,411.796,386.297,-49.143,18.286,-22.715,-4.071,-18.706,-0.795
346513,-237,503,7733,-11.086,943.171,7980.243,154.764,411.734,387.092,-19.571,0.572,-16.001,20.162,-0.614,7.946
346613,1,416,8298,-10.300,946.143,7981.757,154.684,407.143,388.123,7.857,29.714,15.146,-0.803,-45.914,10.314
346713,-299,344,7644,-16.157,945.386,7973.686,157.713,408.211,389.187,-58.571,-7.571,-80.718,30.288,10.685,10.638
346813,169,429,8106,-14.171,943.000,7976.286,159.150,410.726,389.454,19.857,-23.857,26.001,14.372,25.151,2.672
346913,65,376,8227,-12.114,941.429,7981.271,159.229,412.678,390.397,20.571,-15.714,49.858,0.794,19.512,9.427
347013,255,398,7912,-8.471,943.243,7978.429,162.351,409.997,390.166,36.429,18.143,-28.428,31.218,-26.810,-2.306
347113,12,583,7656,-10.986,948.729,7970.857,160.643,402.503,391.206,-25.143,54.857,-75.718,-17.083,-74.941,10.396
347213,-326,484,7573,-18.114,949.686,7963.014,163.369,401.315,393.593,-71.286,9.572,-78.428,27.259,-11.877,23.871
347313,-334,218,7930,-24.457,947.600,7960.057,166.853,404.718,393.052,-63.429,-20.858,-29.570,34.849,34.036,-5.411
347413,-406,-195,8218,-28.857,940.943,7960.357,172.694,419.361,393.241,-44.000,-66.571,2.998,58.402,146.422,1.888
347513,-230,-130,7988,-32.186,934.571,7955.800,174.286,432.005,391.039,-33.286,-63.715,-45.571,15.921,126.440,-22.013
347613,34,11,8567,-31.314,927.057,7963.257,174.462,443.282,397.592,8.714,-75.143,74.575,1.761,112.774,65.523
347713,-109,399,7861,-31.429,926.900,7960.628,174.510,443.467,397.651,-1.143,-1.571,-26.289,0.482,1.852,0.591
347813,-294,332,7614,-33.786,927.986,7950.243,176.910,441.914,397.074,-23.571,10.857,-103.857,23.998,-15.535,-5.767
347913,-503,309,7942,-38.471,924.757,7952.200,184.758,445.583,396.691,-46.857,-32.286,19.575,78.479,36.696,-3.833
348013,-436,450,8613,-43.743,922.586,7963.457,190.666,447.517,404.034,-52.714,-21.714,112.568,59.084,19.337,73.434
348113,-483,374,7972,-49.771,911.929,7957.143,197.660,451.553,400.381,-60.286,-106.571,-63.140,69.936,40.363,-36.532
348213,-489,247,8151,-56.686,899.671,7966.857,204.326,457.749,396.700,-69.143,-122.571,97.139,66.659,61.953,-36.805
348313,-191,-14,7894,-57.629,881.757,7959.643,204.790,468.491,393.354,-9.429,-179.143,-72.139,4.648,107.425,-33.467
348413,-334,-105,8857,-62.329,858.914,7971.643,207.289,476.988,407.480,-47.000,-228.428,120.000,24.983,84.964,141.261
348513,-421,221,7387,-70.000,841.786,7965.014,210.460,478.058,413.123,-76.714,-171.286,-66.289,31.709,10.707,56.436
348613,-411,338,8250,-74.814,827.571,7972.500,214.315,478.034,413.472,-48.143,-142.143,74.858,38.556,-0.244,3.483
348713,-120,468,8390,-74.343,812.114,7977.029,214.179,471.878,416.274,4.714,-154.572,45.288,-1.362,-61.559,28.026
348813,-572,482,7598,-80.129,797.557,7973.557,221.934,466.084,418.402,-57.857,-145.571,-34.717,77.547,-57.941,21.277
348913,-209,451,7027,-79.329,781.586,7962.471,221.366,458.468,432.806,8.000,-159.714,-110.859,-5.676,-76.157,144.044
349013,-465,442,7368,-87.057,766.657,7954.429,225.218,452.226,438.510,-77.286,-149.285,-80.425,38.525,-62.416,57.036
349113,-719,407,7990,-95.386,754.071,7956.014,237.328,449.795,438.435,-83.286,-125.858,15.854,121.100,-24.316,-0.749
349213,-687,369,8168,-100.657,734.271,7958.343,246.149,435.579,439.121,-52.714,-198.000,23.286,88.202,-142.155,6.863
349313,-360,377,7706,-104.000,716.829,7957.086,248.052,424.960,439.716,-33.429,-174.429,-12.568,19.031,-106.193,5.942
349413,-110,170,7220,-106.729,701.900,7949.757,247.050,425.552,447.594,-27.286,-149.285,-73.286,-10.015,5.920,78.781
349513,-566,226,8376,-111.386,681.414,7961.314,252.531,413.276,448.006,-46.571,-204.857,115.571,54.803,-122.765,4.119
349613,-319,351,8635,-113.871,662.586,7979.400,253.703,397.578,449.281,-24.857,-188.286,180.854,11.723,-156.971,12.757
349713,-708,420,6827,-123.257,650.171,7965.014,263.179,391.343,469.379,-93.857,-124.142,-143.857,94.763,-62.352,200.975
349813,-470,235,8881,-132.300,634.671,7978.243,264.061,385.956,481.795,-90.429,-155.000,132.285,8.824,-53.872,124.160
349913,-846,232,8290,-146.300,617.943,7982.128,275.311,377.578,483.195,-140.000,-167.286,38.857,112.493,-83.778,13.998
350013,-210,823,7948,-149.100,610.971,7985.057,274.947,369.128,482.357,-28.000,-69.714,29.287,-3.633,-84.501,-8.378
350113,-764,1253,7315,-157.443,608.414,7975.514,284.454,364.016,488.867,-83.428,-25.571,-95.430,95.070,-51.119,65.102
350213,-917,805,7663,-168.171,600.786,7962.086,298.396,354.086,484.336,-107.286,-76.286,-134.282,139.412,-99.306,-45.313
350313,-1035,416,8295,-185.743,589.486,7965.043,312.380,347.112,485.725,-175.714,-113.000,29.570,139.843,-69.736,13.897
350413,-1105,270,7963,-204.886,577.314,7964.614,326.738,343.141,485.714,-191.429,-121.714,-4.287,143.581,-39.710,-0.116
350513,-1084,268,7940,-218.157,563.500,7961.614,342.909,335.771,485.208,-132.714,-138.143,-30.000,161.711,-73.698,-5.060
350613,-905,433,9018,-230.814,554.471,7978.043,351.567,330.623,500.973,-126.571,-90.286,164.287,86.576,-51.486,157.649
350713,-879,566,7889,-239.000,547.843,7973.100,359.796,325.636,500.119,-81.857,-66.286,-49.429,82.297,-49.865,-8.534
350813,-895,835,7401,-252.186,545.600,7970.886,366.618,323.100,502.299,-131.857,-22.429,-22.144,68.217,-25.361,21.802
350913,-1256,434,8130,-271.657,537.986,7972.500,382.860,319.338,502.626,-194.714,-76.143,16.143,162.416,-37.621,3.269
351013,-695,97,7707,-281.986,525.971,7966.357,384.386,319.882,503.206,-103.286,-120.143,-61.431,15.260,5.442,5.795
351113,-517,112,7738,-288.286,515.471,7967.186,384.572,321.233,502.781,-63.000,-105.000,8.286,1.862,13.503,-4.247
351213,-1353,107,8208,-304.986,504.400,7977.800,404.544,321.764,499.902,-167.000,-110.714,106.143,199.721,5.316,-28.792
351313,-1126,389,8213,-322.829,500.571,7973.700,412.735,321.520,496.769,-178.429,-38.286,-40.996,81.911,-2.442,-31.326
351413,-986,206,7745,-342.800,492.414,7956.771,410.512,321.647,483.917,-199.714,-81.572,-169.287,-22.229,1.266,-128.520
351513,-1363,362,7922,-363.143,486.971,7952.300,425.024,320.582,482.770,-203.429,-54.428,-44.717,145.122,-10.646,-11.469
351613,-1264,268,8064,-379.857,480.329,7968.757,436.950,320.233,466.384,-167.143,-66.429,164.575,119.252,-3.493,-163.861
351713,-843,103,7921,-395.286,468.471,7964.057,433.953,318.614,465.183,-154.286,-118.571,-47.002,-29.964,-16.185,-12.016
351813,-933,186,7699,-407.086,459.886,7959.100,437.172,318.012,466.131,-118.000,-85.857,-49.570,32.188,-6.021,9.482
351913,-1065,146,8237,-423.957,452.643,7952.214,439.442,319.302,458.350,-168.714,-72.429,-68.857,22.702,12.903,-77.810
352013,-1418,-64,8753,-445.657,441.200,7976.128,450.353,323.235,455.830,-217.000,-114.428,239.141,109.107,39.329,-25.204
352113,-1263,-21,8721,-465.929,430.486,7975.829,454.730,325.937,455.332,-202.714,-107.143,-2.998,43.768,27.016,-4.974
352213,-1301,106,7344,-485.286,424.200,7964.628,460.982,327.885,461.058,-193.571,-62.857,-112.002,62.526,19.485,57.255
352313,-800,200,7457,-497.786,417.086,7970.771,457.470,327.270,451.285,-125.000,-71.143,61.431,-35.124,-6.158,-97.723
352413,-1052,339,7475,-512.286,407.057,7976.143,458.719,318.639,443.039,-145.000,-100.286,53.716,12.492,-86.304,-82.459
352513,-773,-213,8018,-523.714,386.114,7979.214,455.092,310.422,442.573,-114.286,-209.428,30.713,-36.269,-82.175,-4.660
352613,-1195,-1097,7876,-540.114,351.871,7976.857,458.291,338.646,442.677,-164.000,-342.429,-23.574,31.991,282.242,1.040
352713,-883,-1228,7363,-553.057,320.100,7974.086,454.987,378.684,445.893,-129.429,-317.714,-27.710,-33.044,400.380,32.155
352813,-840,-783,8427,-570.457,297.314,7980.657,442.157,395.991,449.118,-174.000,-227.857,65.713,-128.300,173.072,32.251
352913,-922,-25,8923,-585.414,286.100,7985.557,436.045,393.839,457.425,-149.572,-112.143,48.999,-61.122,-21.523,83.066
353013,-1033,135,7268,-604.957,277.629,7973.543,424.868,390.607,465.006,-195.428,-84.714,-120.142,-111.769,-32.319,75.816
353113,-1196,81,7587,-619.629,265.871,7971.600,427.285,383.905,466.331,-146.714,-117.571,-19.429,24.175,-67.021,13.250
353213,-1175,-295,8876,-633.343,246.671,7976.814,429.479,377.819,474.306,-137.142,-192.000,52.144,21.934,-60.861,79.746
353313,-579,-927,8722,-641.557,221.271,7980.171,422.810,395.681,478.716,-82.143,-254.000,33.569,-66.685,178.618,44.104
353413,-1054,-1067,8550,-654.243,197.686,7989.214,421.672,421.707,483.393,-126.857,-235.857,90.430,-11.386,260.260,46.771
353513,-366,-441,7714,-656.086,184.200,7988.943,420.123,426.791,483.542,-18.428,-134.857,-2.715,-15.486,50.842,1.490
353613,-808,-325,7833,-667.643,173.614,7982.300,412.955,430.087,482.444,-115.572,-105.857,-66.431,-71.685,32.961,-10.986
353713,-989,-302,8247,-677.500,164.386,7990.914,412.272,433.251,481.709,-98.571,-92.286,86.143,-6.828,31.641,-7.346
353813,-1060,-414,7982,-695.057,152.343,7989.143,401.887,437.424,481.511,-175.571,-120.429,-17.710,-103.844,41.733,-1.985
353913,-1348,-540,7622,-715.243,139.257,7980.500,398.678,444.187,482.592,-201.857,-130.857,-86.431,-32.098,67.624,10.813
354013,-1166,-697,8583,-735.543,123.614,7990.086,384.690,453.973,487.773,-203.000,-156.429,95.859,-139.878,97.859,51.806
354113,-1034,-851,9144,-750.486,103.129,8011.343,375.569,465.002,504.874,-149.429,-204.857,212.568,-91.205,110.288,171.011
354213,-1026,-637,7280,-760.486,87.114,8007.157,373.447,470.875,509.682,-100.000,-160.143,-41.855,-21.224,58.734,48.084
354313,-1369,-297,8074,-775.271,79.757,8009.214,376.743,472.792,509.657,-147.857,-73.571,20.571,32.962,19.170,-0.250
354413,-1228,-258,8503,-787.014,78.857,8013.286,377.859,473.374,512.440,-117.429,-9.000,40.713,11.160,5.817,27.823
354513,-831,-466,7343,-795.600,74.057,8004.071,371.886,477.155,518.574,-85.857,-48.000,-92.144,-59.732,37.819,61.341
354613,-993,-943,8592,-810.271,60.429,8004.429,358.899,492.150,518.970,-146.714,-136.286,3.574,-129.868,149.949,3.960
