tstm,aX,aY,aZ,meanX,meanY,meanZ,stdX,stdY,stdZ,meanDiffX,meanDiffY,meanDiffZ,stdDiffX,stdDiffY,stdDiffZ,HardAccel,HardBrake,LaneChanL,LaneChanR,ui8LaneHole
160113,-1614,1080,7998,-536.000,533.643,8011.886,404.538,208.885,287.291,-227.857,119.000,-46.001,167.894,78.856,-23.094,0,0,0,0,0
160213,111,571,8184,-525.629,537.743,8011.057,411.624,206.750,286.709,103.714,41.000,-8.286,70.861,-21.345,-5.818,0,0,0,0,0
160313,-896,574,7938,-530.429,540.929,8009.743,413.949,205.563,286.830,-48.000,31.857,-13.145,23.253,-11.873,1.210,0,0,0,0,0
160413,-1109,905,8067,-535.029,547.143,8009.486,418.539,209.855,286.770,-46.000,62.143,-2.568,45.892,42.922,-0.595,0,0,0,0,0
160513,419,69,7783,-527.643,543.471,8003.543,430.574,215.854,287.092,73.857,-36.714,-59.429,120.354,59.991,3.213,0,0,0,0,0
160613,-1563,839,7287,-544.343,551.100,7987.843,447.408,216.726,295.669,-167.000,76.285,-157.002,168.337,8.717,85.775,0,0,0,0,0
160713,-483,404,7292,-543.000,552.500,7971.486,447.449,215.451,301.973,13.428,14.000,-163.569,0.410,-12.750,63.040,0,0,0,0,0
160813,320,172,7133,-526.443,549.900,7953.743,457.520,218.901,313.991,165.571,-26.000,-177.432,100.708,34.503,120.182,0,0,0,0,0
160913,-577,371,6968,-525.029,549.243,7934.829,457.208,219.368,332.385,14.143,-6.572,-189.141,-3.116,4.665,183.933,0,0,0,0,0
161013,-877,558,7319,-531.686,551.657,7920.929,458.889,218.519,337.464,-66.572,24.143,-138.999,16.807,-8.485,50.789,0,0,0,0,0
161113,-781,589,7398,-539.129,556.286,7911.357,458.647,215.813,342.619,-74.429,46.285,-95.718,-2.419,-27.062,51.551,0,0,0,0,0
161213,-230,422,7092,-534.500,557.943,7894.857,460.106,214.325,353.690,46.286,16.572,-165.000,14.590,-14.880,110.713,0,0,0,0,0
161313,-12,169,7342,-521.729,552.271,7890.043,462.020,219.233,358.851,127.714,-56.714,-48.140,19.146,49.082,51.613,0,0,0,0,0
161413,-666,409,7235,-523.586,550.600,7877.271,462.335,219.872,365.958,-18.571,-16.714,-127.715,3.148,6.390,71.065,0,0,0,0,0
161513,-1147,630,7269,-532.886,552.243,7867.400,468.197,220.030,372.848,-93.000,16.429,-98.716,58.619,1.575,68.900,0,0,0,0,0
161613,-432,311,7085,-532.071,550.386,7855.571,468.322,221.505,384.176,8.143,-18.571,-118.286,1.252,14.748,113.278,0,0,0,0,0
161713,-474,419,7205,-528.429,549.114,7844.071,467.768,221.999,391.362,36.428,-12.715,-115.000,-5.546,4.945,71.865,0,0,0,0,0
161813,14,185,7652,-514.200,544.100,7840.143,468.901,226.164,391.890,142.286,-50.143,-39.282,11.336,41.645,5.278,0,0,0,0,0
161913,-648,258,7707,-513.757,539.129,7839.657,468.760,228.560,392.034,4.429,-49.714,-4.858,-1.412,23.968,1.436,0,0,0,0,0
162013,-1122,322,8012,-526.157,538.129,7842.971,473.185,229.354,392.496,-124.000,-10.000,33.140,44.243,7.933,4.620,0,0,0,0,0
162113,-802,518,8555,-529.014,539.143,7855.071,474.236,229.105,401.109,-28.571,10.143,121.001,10.519,-2.484,86.139,0,0,0,0,0
162213,-468,449,8859,-528.071,540.300,7871.100,474.291,228.442,418.128,9.429,11.571,160.288,0.548,-6.637,170.184,0,0,0,0,0
162313,-439,348,7792,-520.857,537.286,7872.443,471.744,229.564,417.720,72.143,-30.143,13.428,-25.476,11.227,-4.074,0,0,0,0,0
162413,-156,371,7793,-516.157,535.057,7875.786,473.712,230.409,416.132,47.000,-22.286,33.428,19.687,8.447,-15.884,0,0,0,0,0
162513,-81,111,7762,-509.071,529.486,7879.286,476.451,235.817,414.125,70.857,-55.714,35.000,27.385,54.079,-20.069,0,0,0,0,0
162613,-639,425,7326,-513.614,529.929,7872.786,476.152,235.591,419.157,-45.428,4.429,-65.000,-2.990,-2.258,50.318,0,0,0,0,0
162713,-956,440,8131,-513.471,528.271,7878.314,476.018,235.810,419.973,1.428,-16.572,55.288,-1.342,2.186,8.163,0,0,0,0,0
162813,-801,564,8582,-512.871,528.357,7892.771,475.628,235.822,426.479,6.000,0.857,144.570,-3.895,0.119,65.059,0,0,0,0,0
162913,-778,598,8330,-514.614,527.829,7903.343,476.372,235.623,428.012,-17.429,-5.286,105.713,7.443,-1.982,15.327,0,0,0,0,0
163013,-420,370,8088,-516.000,526.443,7909.286,475.954,236.261,427.646,-13.857,-13.857,59.429,-4.185,6.380,-3.655,0,0,0,0,0
163113,-198,501,7387,-514.329,528.229,7899.814,476.861,235.589,431.747,16.714,17.857,-94.712,9.075,-6.724,41.010,0,0,0,0,0
163213,233,98,7812,-501.729,522.714,7895.514,484.724,241.015,431.101,126.000,-55.143,-43.003,78.628,54.257,-6.462,0,0,0,0,0
163313,-415,446,8275,-497.757,521.214,7899.500,484.279,241.161,433.296,39.714,-15.000,39.858,-4.448,1.460,21.946,0,0,0,0,0
163413,-811,498,8347,-505.086,520.786,7904.128,485.082,241.175,436.310,-73.286,-4.286,46.284,8.026,0.142,30.148,0,0,0,0,0
163513,-604,404,8287,-515.000,522.486,7906.243,479.882,239.923,437.800,-99.143,17.000,21.143,-51.996,-12.518,14.891,0,0,0,0,0
163613,-968,558,7815,-523.600,523.043,7900.829,482.522,239.960,436.549,-86.000,5.571,-54.141,26.397,0.365,-12.505,0,0,0,0,0
163713,-891,446,7643,-529.271,523.486,7894.686,484.470,239.788,437.108,-56.714,4.429,-61.431,19.479,-1.713,5.591,0,0,0,0,0
163813,-446,436,7940,-528.357,521.043,7891.029,484.566,239.796,435.640,9.143,-24.429,-36.567,0.959,0.078,-14.678,0,0,0,0,0
163913,-422,494,8088,-527.243,520.043,7887.671,484.719,239.761,433.197,11.143,-10.000,-33.574,1.536,-0.352,-24.432,0,0,0,0,0
164013,-323,330,8395,-531.957,517.743,7889.443,481.092,240.798,435.011,-47.143,-23.000,17.715,-36.277,10.375,18.137,0,0,0,0,0
164113,-407,434,8336,-535.586,518.829,7888.657,479.174,240.246,434.153,-36.285,10.857,-7.856,-19.178,-5.520,-8.578,0,0,0,0,0
164213,-189,242,7520,-532.529,515.543,7882.500,480.690,242.427,436.276,30.571,-32.857,-61.572,15.164,21.809,21.231,0,0,0,0,0
164313,-733,567,7480,-534.943,516.386,7869.486,481.266,242.502,434.497,-24.143,8.429,-130.142,5.760,0.748,-17.786,0,0,0,0,0
164413,-847,413,8315,-542.386,515.443,7871.886,482.006,242.774,436.483,-74.429,-9.429,23.999,7.392,2.717,19.857,0,0,0,0,0
164513,-937,408,8342,-553.743,516.143,7869.986,481.804,242.392,434.137,-113.571,7.000,-18.999,-2.018,-3.817,-23.464,0,0,0,0,0
164613,-850,559,8417,-558.757,517.729,7869.886,483.033,242.304,434.010,-50.143,15.857,-1.001,12.291,-0.879,-1.268,0,0,0,0,0
164713,-837,454,7680,-562.757,516.900,7856.643,484.160,242.421,425.373,-40.000,-8.286,-132.427,11.269,1.173,-86.367,0,0,0,0,0
164813,-216,496,7607,-550.986,514.829,7845.843,482.427,241.971,421.964,117.714,-20.715,-108.003,-17.324,-4.502,-34.096,0,0,0,0,0
164913,-166,307,8062,-550.300,511.743,7842.743,482.940,243.221,419.560,6.857,-30.857,-31.001,5.122,12.502,-24.034,0,0,0,0,0
165013,-229,239,8030,-544.829,506.386,7840.243,484.377,245.033,417.912,54.714,-53.571,-25.000,14.375,18.118,-16.478,0,0,0,0,0
165113,-543,499,8502,-552.571,509.686,7843.857,479.934,243.350,422.501,-77.429,33.000,36.143,-44.435,-16.829,45.883,0,0,0,0,0
165213,-21,219,7886,-543.486,506.457,7836.814,483.875,245.675,417.602,90.857,-32.285,-70.425,39.410,23.248,-48.986,0,0,0,0,0
165313,-824,557,7429,-545.343,507.071,7827.300,484.697,245.747,419.195,-18.571,6.143,-95.146,8.229,0.718,15.930,0,0,0,0,0
165413,-987,484,8139,-550.171,505.443,7831.157,487.382,245.517,420.800,-48.286,-16.286,38.574,26.848,-2.303,16.051,0,0,0,0,0
165513,-1195,670,8254,-563.600,509.086,7839.057,491.992,246.039,423.465,-134.285,36.429,78.999,46.102,5.222,26.649,0,0,0,0,0
165613,-854,730,8063,-565.729,514.200,7836.143,492.921,246.856,421.206,-21.286,51.143,-29.141,9.285,8.167,-22.592,0,0,0,0,0
165713,-248,342,7573,-556.857,511.086,7830.100,492.971,247.632,421.903,88.715,-31.143,-60.430,0.502,7.765,6.970,0,0,0,0,0
165813,-504,526,8697,-552.343,511.214,7842.214,491.987,247.637,434.265,45.143,1.286,121.143,-9.844,0.053,123.622,0,0,0,0,0
165913,-746,421,7856,-555.400,508.171,7842.486,492.516,247.418,434.268,-30.572,-30.429,2.715,5.287,-2.189,0.026,0,0,0,0,0
166013,-1131,731,7866,-568.800,512.814,7842.814,495.226,248.505,434.277,-134.000,46.429,3.286,27.105,10.861,0.090,0,0,0,0,0
166113,-843,597,8054,-565.157,510.843,7847.628,492.249,247.278,434.723,36.428,-19.714,48.140,-29.772,-12.261,4.462,0,0,0,0,0
166213,-70,1151,7732,-572.214,518.100,7841.128,481.439,258.261,432.998,-70.571,72.571,-65.000,-108.094,109.826,-17.247,0,0,0,0,0
166313,-964,1437,7691,-559.357,519.714,7835.600,458.228,263.591,432.409,128.572,16.143,-55.283,-232.115,53.304,-5.894,0,0,0,0,0
166413,-89,1216,8129,-568.443,529.057,7840.514,442.227,276.213,433.758,-90.858,93.428,49.141,-160.010,126.214,13.497,0,0,0,0,0
166513,-458,1896,8131,-565.700,540.486,7852.643,442.308,313.472,429.824,27.429,114.286,121.289,0.810,372.588,-39.347,0,0,0,0,0
166613,-523,2620,7951,-555.414,563.957,7860.457,434.745,395.940,426.556,102.857,234.714,78.140,-75.629,824.682,-32.675,1,0,0,0,0
166713,-491,2612,7863,-563.771,589.986,7862.214,427.747,463.985,426.309,-83.571,260.286,17.573,-69.976,680.451,-2.466,0,0,0,0,0
166813,-233,2018,7373,-556.686,605.286,7850.714,429.058,492.300,428.488,70.857,153.000,-115.000,13.104,283.146,21.785,0,0,0,0,0
166913,-715,1551,7863,-550.857,610.800,7851.214,424.067,500.630,428.482,58.286,55.143,5.000,-49.905,83.299,-0.063,0,0,0,0,0
167013,-377,1168,8154,-562.557,617.514,7859.543,407.487,504.888,428.620,-117.000,67.143,83.286,-165.803,42.581,1.384,0,0,0,0,0
167113,-26,1128,8885,-539.871,618.200,7872.214,392.238,505.547,445.312,226.857,6.857,126.714,-152.492,6.599,166.922,0,0,0,0,0
167213,-602,1203,8157,-550.057,627.229,7871.829,384.383,510.245,445.054,-101.857,90.286,-3.857,-78.552,46.980,-2.586,0,0,0,0,0
167313,-450,1420,7200,-543.686,639.314,7861.286,382.286,518.789,452.048,63.714,120.857,-105.430,-20.964,85.438,69.939,0,0,0,0,0
167413,-96,1912,7804,-529.214,653.700,7857.529,379.778,539.505,451.415,144.714,143.857,-37.568,-25.085,207.160,-6.329,0,0,0,0,0
167513,-229,2042,7693,-538.471,681.886,7856.243,364.127,559.394,451.753,-92.571,281.857,-12.861,-156.506,198.887,3.384,0,0,0,0,0
167613,-782,1661,8235,-527.314,693.629,7869.786,343.971,571.075,448.684,111.572,117.429,135.430,-201.559,116.807,-30.686,0,0,0,0,0
167713,478,710,7671,-513.586,698.000,7875.200,364.057,570.011,443.941,137.286,43.714,54.146,200.860,-10.636,-47.432,0,0,0,0,0
167813,-471,945,7420,-524.886,709.043,7879.300,350.013,567.195,438.358,-113.000,110.428,40.996,-140.441,-28.165,-55.833,0,0,0,0,0
167913,-151,472,9470,-518.800,710.486,7915.043,352.747,566.461,463.858,60.858,14.429,357.432,27.338,-7.338,254.995,0,0,0,0,0
168013,-551,342,6908,-514.143,707.400,7909.171,350.129,567.870,473.858,46.571,-30.857,-58.716,-26.176,14.088,100.009,0,0,0,0,0
168113,-646,792,7472,-512.214,710.300,7910.229,349.024,567.776,472.798,19.286,29.000,10.571,-11.051,-0.938,-10.603,0,0,0,0,0
168213,-660,818,7561,-518.357,715.957,7916.929,347.785,566.847,464.404,-61.428,56.572,67.002,-12.393,-9.286,-83.939,0,0,0,0,0
168313,-861,872,9224,-530.486,726.000,7943.814,344.705,563.284,484.389,-121.286,100.428,268.857,-30.798,-35.631,199.847,0,0,0,0,0
168413,-1168,403,10272,-537.657,725.914,7987.200,352.582,563.333,550.461,-71.714,-0.857,433.857,78.767,0.487,660.726,0,0,0,0,0
168513,-447,394,7034,-527.657,722.543,7983.843,345.003,564.602,555.525,100.000,-33.715,-33.574,-75.788,12.687,50.633,0,0,0,0,0
168613,-477,529,8227,-528.300,725.657,8000.157,344.866,562.922,545.568,-6.428,31.143,163.145,-1.369,-16.799,-99.567,0,0,0,0,0
168713,7,257,8669,-521.429,723.343,8021.071,350.623,564.508,542.739,68.714,-23.143,209.141,57.574,15.867,-28.293,0,0,0,0,0
168813,-1207,514,7599,-538.871,728.043,8020.314,353.909,561.368,543.290,-174.428,47.000,-7.568,32.854,-31.408,5.510,0,0,0,0,0
168913,-263,-316,7555,-533.371,719.843,8018.143,355.159,572.260,544.839,55.000,-82.000,-21.714,12.507,108.926,15.495,0,0,0,0,0
169013,-1067,-226,8812,-532.586,712.014,8029.571,353.915,581.326,552.921,7.857,-78.286,114.282,-12.444,90.656,80.817,0,0,0,0,0
169113,-598,305,8435,-529.671,708.971,8027.857,352.522,582.889,551.473,29.142,-30.428,-17.144,-13.933,15.630,-14.476,0,0,0,0,0
169213,-71,1668,7082,-524.000,726.386,8002.471,356.638,592.984,553.526,56.714,174.143,-253.857,41.160,100.948,20.522,0,0,0,0,0
169313,-70,1844,7740,-518.729,747.757,8001.729,360.561,605.781,553.842,52.714,213.714,-7.427,39.229,127.978,3.168,0,0,0,0,0
169413,-311,844,8644,-520.943,754.514,8013.886,358.798,604.177,558.448,-22.143,67.571,121.572,-17.628,-16.042,46.057,0,0,0,0,0
169513,-247,879,8548,-523.314,765.486,8025.114,356.423,599.346,561.166,-23.714,109.714,112.285,-23.748,-48.315,27.178,0,0,0,0,0
169613,-1286,777,8236,-532.557,770.514,8038.114,367.520,597.943,555.330,-92.429,50.286,130.000,110.965,-14.028,-58.361,0,0,0,0,0
169713,-696,1850,7678,-528.843,790.657,8031.643,364.523,610.095,556.847,37.143,201.429,-64.712,-29.966,121.525,15.172,0,0,0,0,0
169813,44,1751,8423,-516.771,807.614,8029.372,369.271,619.976,554.918,120.714,169.571,-22.715,47.479,98.805,-19.286,0,0,0,0,0
169913,-496,1453,7537,-512.743,819.829,8018.043,367.935,624.134,556.757,40.286,122.143,-113.286,-13.360,41.584,18.386,0,0,0,0,0
170013,-33,899,7485,-507.214,827.386,8009.429,372.170,621.840,560.262,55.286,75.572,-86.143,42.351,-22.939,35.048,0,0,0,0,0
170113,-59,1708,8810,-505.229,844.629,8029.757,374.180,629.241,563.118,19.857,172.429,203.286,20.099,74.009,28.558,0,0,0,0,0
170213,-747,1308,7847,-519.229,861.914,8030.257,364.505,625.099,562.940,-140.000,172.857,5.000,-96.745,-41.418,-1.781,0,0,0,0,0
170313,311,1553,7396,-508.857,877.729,8017.700,377.423,628.372,567.128,103.714,158.143,-125.571,129.178,32.722,41.887,0,0,0,0,0
170413,-1289,752,8246,-515.686,881.357,8016.257,387.030,626.900,566.417,-68.286,36.285,-14.429,96.067,-14.716,-7.117,0,0,0,0,0
170513,-385,524,8257,-512.557,883.071,8015.829,387.188,625.755,566.223,31.286,17.143,-4.287,1.586,-11.448,-1.936,0,0,0,0,0
170613,-1153,415,8580,-515.200,881.029,8026.757,390.902,627.045,569.614,-26.429,-20.428,109.287,37.132,12.900,33.908,0,0,0,0,0
170713,-543,-161,7783,-510.229,872.357,8028.757,388.295,637.118,568.508,49.714,-86.714,20.000,-26.067,100.723,-11.063,0,0,0,0,0
170813,-1203,-16,8627,-521.043,865.900,8038.571,396.804,643.763,572.804,-108.143,-64.571,98.140,85.089,66.456,42.968,0,0,0,0,0
170913,-59,177,7851,-515.857,861.371,8035.186,400.420,647.468,573.202,51.857,-45.286,-33.857,36.159,37.045,3.980,0,0,0,0,0
171013,-1049,675,7938,-526.229,866.300,8028.657,404.670,644.711,571.667,-103.715,49.286,-65.283,42.501,-27.564,-15.348,0,0,0,0,0
171113,-354,414,8549,-525.471,866.014,8031.700,404.942,644.907,573.858,7.571,-2.857,30.430,2.718,1.960,21.906,0,0,0,0,0
171213,-447,161,8238,-529.157,864.857,8041.957,403.032,646.097,571.030,-36.857,-11.572,102.568,-19.096,11.902,-28.281,0,0,0,0,0
171313,-240,219,7147,-522.114,859.886,8037.200,403.715,649.699,577.047,70.429,-49.714,-47.568,6.833,36.016,60.172,0,0,0,0,0
171413,-1029,219,8772,-524.714,857.114,8043.729,406.377,652.009,582.711,-26.000,-27.715,65.283,26.613,23.101,56.635,0,0,0,0,0
171513,238,197,8195,-507.929,854.100,8041.628,413.210,654.561,581.896,167.857,-30.143,-21.001,68.332,25.520,-8.145,0,0,0,0,0
171613,-1429,415,8337,-516.200,852.043,8040.486,425.584,655.710,581.236,-82.715,-20.571,-11.426,123.744,11.494,-6.602,0,0,0,0,0
171713,-347,395,8150,-509.200,851.200,8047.200,424.278,656.259,579.746,70.000,-8.428,67.144,-13.063,5.488,-14.902,0,0,0,0,0
171813,-1694,493,8296,-530.314,851.157,8057.043,445.412,656.283,578.035,-211.143,-0.428,98.428,211.336,0.233,-17.109,0,0,0,0,0
171913,-654,576,7692,-537.286,855.000,8051.757,443.470,653.868,579.655,-69.714,38.428,-52.856,-19.419,-24.146,16.199,0,0,0,0,0
172013,-448,-145,7727,-540.414,849.514,8047.429,442.054,660.589,580.931,-31.286,-54.857,-43.286,-14.157,67.214,12.763,0,0,0,0,0
172113,-725,74,8234,-543.014,843.443,8043.600,442.596,665.716,578.802,-26.000,-60.714,-38.286,5.425,51.268,-21.293,0,0,0,0,0
172213,-276,227,7976,-546.657,843.557,8044.886,439.322,665.610,578.550,-36.429,1.143,12.856,-32.742,-1.065,-2.516,0,0,0,0,0
172313,-789,209,7864,-546.157,838.586,8051.100,439.026,669.022,574.221,5.000,-49.714,62.144,-2.961,34.125,-43.287,0,0,0,0,0
172413,-791,115,7988,-543.357,833.314,8048.943,436.825,673.236,574.171,28.000,-52.714,-21.572,-22.010,42.136,-0.507,0,0,0,0,0
172513,-356,318,7610,-531.371,828.286,8039.743,430.241,675.747,575.968,119.857,-50.286,-92.002,-65.837,25.110,17.972,0,0,0,0,0
172613,-490,-20,8397,-526.171,817.571,8044.514,428.507,683.126,577.522,52.000,-107.143,47.715,-17.346,73.789,15.543,0,0,0,0,0
172713,-727,503,8446,-533.014,819.871,8056.986,427.834,681.790,576.631,-68.428,23.000,124.717,-6.727,-13.354,-8.915,0,0,0,0,0
172813,-79,-211,7659,-526.943,809.343,8042.157,431.205,691.863,573.319,60.714,-105.286,-148.286,33.710,100.731,-33.122,0,0,0,0,0
172913,-982,330,8292,-530.314,808.043,8048.386,433.819,692.677,573.631,-33.714,-13.000,62.285,26.142,8.134,3.121,0,0,0,0,0
173013,-455,216,7557,-520.657,800.686,8043.971,427.823,696.182,576.200,96.571,-73.571,-44.146,-59.966,35.054,25.696,0,0,0,0,0
173113,-516,203,8020,-515.986,795.057,8043.486,426.059,699.392,576.206,46.714,-56.286,-4.854,-17.635,32.094,0.057,0,0,0,0,0
173213,-620,266,8046,-523.843,782.414,8047.971,422.821,700.841,574.985,-78.571,-126.428,44.854,-32.379,14.489,-12.214,0,0,0,0,0
173313,-580,269,7704,-518.357,765.729,8048.157,419.553,698.959,574.871,54.857,-166.857,1.860,-32.678,-18.818,-1.133,0,0,0,0,0
173413,-725,251,8012,-527.443,751.943,8046.486,417.036,699.458,574.804,-90.858,-137.857,-16.714,-25.174,4.996,-0.673,0,0,0,0,0
173513,-893,163,7794,-533.657,727.186,8041.671,419.190,689.120,575.487,-62.143,-247.571,-48.145,21.543,-103.387,6.828,0,0,0,0,0
173613,-501,495,8099,-533.343,696.829,8043.786,419.206,650.809,575.422,3.143,-303.572,21.143,0.161,-383.105,-0.652,0,0,0,0,0
173713,-359,59,7883,-531.457,660.357,8044.071,419.689,612.891,575.337,18.857,-364.714,2.856,4.828,-379.177,-0.848,0,0,0,0,0
173813,-638,334,7586,-537.243,636.300,8047.114,418.324,591.817,572.335,-57.857,-240.571,30.430,-13.649,-210.744,-30.017,0,0,0,0,0
173913,-841,214,8698,-539.043,617.200,8059.043,419.355,583.505,577.056,-18.000,-191.000,119.287,10.308,-83.123,47.204,0,0,0,0,0
174013,-713,634,8237,-543.843,609.571,8060.229,419.396,579.732,577.335,-48.000,-76.286,11.855,0.407,-37.725,2.791,0,0,0,0,0
174113,353,-6,6998,-538.429,593.371,8033.271,428.396,580.862,582.228,54.142,-162.000,-269.570,90.000,11.299,48.936,0,0,0,0,0
174213,-1301,509,8200,-548.414,583.457,8033.886,437.805,576.277,582.381,-99.857,-99.142,6.143,94.089,-45.853,1.528,0,0,0,0,0
174313,141,208,8707,-539.971,566.143,8055.414,445.256,569.045,579.002,84.429,-173.143,215.283,74.516,-72.322,-33.793,0,0,0,0,0
174413,-757,1608,8699,-549.414,561.800,8068.200,442.743,559.842,583.176,-94.429,-43.429,127.861,-25.137,-92.024,41.740,0,0,0,0,0
174513,-502,1827,7805,-553.314,558.729,8069.800,441.102,552.252,582.297,-39.000,-30.714,15.996,-16.402,-75.908,-8.787,0,0,0,0,0
174613,-434,1410,7623,-548.343,555.143,8061.057,440.458,545.861,584.342,49.714,-35.857,-87.427,-6.448,-63.906,20.449,0,0,0,0,0
174713,-27,505,8355,-555.557,552.214,8070.829,427.534,545.572,583.456,-72.143,-29.286,97.715,-129.235,-2.889,-8.860,0,0,0,0,0
174813,-820,830,7723,-560.543,550.571,8075.157,428.553,544.559,579.723,-49.857,-16.429,43.286,10.186,-10.130,-37.325,0,0,0,0,0
174913,-963,1087,8468,-572.143,559.357,8060.843,428.300,548.170,557.032,-116.000,87.857,-143.145,-2.530,36.106,-226.911,0,0,0,0,0
175013,-263,1324,7799,-568.029,573.386,8073.571,429.863,554.951,540.478,41.143,140.286,127.285,15.638,67.816,-165.547,0,0,0,0,0
175113,-764,1596,7742,-569.714,584.871,8077.429,430.397,567.534,537.124,-16.857,114.857,38.574,5.336,125.833,-33.539,0,0,0,0,0
175213,221,896,7503,-557.129,585.986,8076.600,440.339,568.067,537.964,125.857,11.143,-8.286,99.421,5.330,8.401,0,0,0,0,0
175313,-257,671,8048,-548.500,583.114,8059.800,440.218,567.121,519.930,86.286,-28.715,-168.003,-1.215,-9.459,-180.341,0,0,0,0,0
175413,147,444,8260,-529.714,583.700,8031.057,441.437,566.956,447.394,187.857,5.858,-287.427,12.193,-1.652,-725.356,0,0,0,0,0
175513,-569,460,7872,-531.457,584.643,8043.029,441.348,566.695,431.483,-17.429,9.429,119.717,-0.892,-2.614,-159.108,0,0,0,0,0
175613,-499,829,8244,-531.771,588.929,8043.271,441.317,567.392,431.592,-3.143,42.857,2.427,-0.310,6.969,1.082,0,0,0,0,0
175713,-58,512,7781,-532.700,592.571,8030.586,440.249,566.066,426.028,-9.286,36.428,-126.855,-10.675,-13.257,-55.638,0,0,0,0,0
175813,-1148,415,8299,-531.857,591.157,8040.586,439.012,566.384,423.991,8.429,-14.142,100.000,-12.370,3.182,-20.373,0,0,0,0,0
175913,-446,1030,7530,-534.471,610.386,8040.229,437.947,558.047,424.410,-26.143,192.286,-3.574,-10.652,-83.373,4.192,0,0,0,0,0
176013,-229,1202,7610,-522.500,630.786,8023.057,434.668,553.179,417.090,119.714,204.000,-171.714,-32.794,-48.682,-73.198,0,0,0,0,0
176113,-453,1212,8878,-520.429,643.743,8029.386,434.649,556.011,426.546,20.714,129.572,63.286,-0.190,28.325,94.561,0,0,0,0,0
176213,-672,1402,7541,-529.014,639.943,8035.943,431.611,549.873,415.312,-85.857,-38.000,65.571,-30.372,-61.380,-112.342,0,0,0,0,0
176313,-468,1068,7856,-534.700,628.857,8037.600,428.135,533.052,414.358,-56.857,-110.858,16.572,-34.767,-168.212,-9.537,0,0,0,0,0
176413,-1529,1450,7239,-552.100,637.514,8017.529,443.176,541.332,418.506,-174.000,86.572,-200.713,150.414,82.804,41.481,0,0,0,0,0
176513,521,1629,8739,-541.129,648.229,8020.257,459.788,553.296,422.559,109.714,107.143,27.285,166.124,119.635,40.527,0,0,0,0,0
176613,-792,1692,8022,-534.071,661.300,8017.200,452.027,566.827,421.760,70.572,130.714,-30.571,-77.613,135.306,-7.985,0,0,0,0,0
176713,-493,1270,8026,-531.171,653.014,8022.171,451.630,553.472,419.779,29.000,-82.857,49.712,-3.971,-133.548,-19.813,0,0,0,0,0
176813,-395,1330,7649,-537.443,647.000,8011.114,446.620,543.709,419.269,-62.714,-60.143,-110.571,-50.103,-97.627,-5.101,0,0,0,0,0
176913,525,1811,7537,-522.857,652.114,8011.114,464.066,552.873,419.269,145.858,51.143,0.000,174.464,91.640,0.000,0,0,0,0,0
177013,-895,1764,8525,-535.171,664.471,8025.971,462.338,567.720,418.789,-123.143,123.572,148.569,-17.285,148.474,-4.802,0,0,0,0,0
177113,54,1695,9623,-533.557,664.286,8037.586,464.191,567.381,450.448,16.143,-1.857,116.147,18.534,-3.394,316.592,0,0,0,0,0
177213,-1249,1714,7758,-540.729,670.086,8036.314,471.257,575.942,451.109,-71.714,58.000,-12.715,70.661,85.612,6.613,0,0,0,0,0
177313,27,1389,7713,-544.786,667.743,8040.843,465.089,572.670,446.223,-40.571,-23.428,45.283,-61.680,-32.721,-48.860,0,0,0,0,0
177413,-1183,2474,8626,-543.271,692.343,8046.271,462.831,611.435,450.972,15.143,246.000,54.287,-22.585,387.647,47.490,0,0,0,0,0
177513,-73,1818,7928,-538.814,710.829,8041.571,465.826,625.466,450.466,44.572,184.857,-47.002,29.953,140.309,-5.065,0,0,0,0,0
177613,-461,1650,7810,-528.929,728.471,8030.571,459.993,634.229,446.568,98.857,176.429,-110.000,-58.328,87.633,-38.977,0,0,0,0,0
177713,-817,1987,8945,-532.843,759.157,8047.171,461.260,642.363,458.495,-39.142,306.857,166.001,12.671,81.335,119.265,0,0,0,0,0
177813,-412,2134,6751,-521.543,789.871,8020.372,454.341,655.824,478.223,113.000,307.142,-267.998,-69.188,134.615,197.283,0,0,0,0,0
177913,-817,1530,8896,-532.371,809.200,8035.300,452.216,657.413,488.894,-108.286,193.286,149.282,-21.252,15.885,106.714,0,0,0,0,0
178013,-154,1332,8025,-519.586,818.586,8036.543,450.076,660.114,488.756,127.857,93.857,12.432,-21.402,27.013,-1.383,0,0,0,0,0
178113,366,1215,8296,-509.300,830.029,8032.929,461.817,659.944,485.880,102.857,114.429,-36.143,117.406,-1.699,-28.759,0,0,0,0,0
178213,-319,-6,8923,-507.471,827.643,8042.714,462.313,662.655,496.689,18.286,-23.857,97.856,4.962,27.106,108.094,0,0,0,0,0
178313,-2156,845,7003,-534.843,836.586,8040.657,500.785,658.592,500.677,-273.714,89.428,-20.571,384.720,-40.626,39.878,0,0,0,0,0
178413,227,78,6459,-516.900,834.571,8007.614,505.239,660.690,526.956,179.428,-20.143,-330.430,44.542,20.980,262.788,0,0,0,0,0
178513,-275,611,9014,-524.229,840.486,8019.314,497.903,656.798,539.919,-73.286,59.143,117.002,-73.358,-38.923,129.634,0,0,0,0,0
178613,-3101,937,6281,-548.114,847.943,7989.943,574.888,654.885,576.521,-238.857,74.572,-293.716,769.848,-19.127,366.013,0,0,0,1,0
178713,461,-372,8147,-536.571,836.986,7989.900,586.799,668.644,576.509,115.428,-109.572,-0.430,119.105,137.587,-0.118,0,0,0,0,0
