tmstm,rssi,type,mac
464174,-73,80,58238ce84753
464175,-74,80,5a238ce84754
464254,-96,08,c83a35be8d81
464375,-94,80,c83a35be8d81
465001,-95,50,c83a35be8d81
466182,-90,80,b0c28721bc6a
466184,-66,80,9897d19bbdf8
466186,-89,80,b2c28721bc6b
466212,-84,80,345760ecae40
466213,-93,08,345760ecae40
466221,-68,80,d06f820dca00
466284,-89,80,b0c28721bc6a
466288,-66,80,9897d19bbdf8
466491,-89,80,b2c28721bc6b
466498,-69,88,d06f820dca00
466622,-84,80,345760ecae40
466624,-96,80,4632c85e95c5
466631,-69,80,d06f820dca00
466633,-75,c8,60f81dcfd4b4
466694,-90,80,b0c28721bc6a
466695,-90,80,b2c28721bc6b
466697,-66,80,9897d19bbdf8
466724,-85,80,345760ecae40
466733,-69,80,d06f820dca00
466842,-76,c8,60f81dcfd4b4
466898,-91,80,b0c28721bc6a
466912,-84,50,345760ecae40
466940,-65,c8,dc90884a7739
467001,-65,80,9897d19bbdf8
467007,-89,80,b2c28721bc6b
467046,-69,80,d06f820dca00
467103,-89,80,b0c28721bc6a
467112,-75,48,5c0339b443d2
467134,-83,80,345760ecae40
467146,-65,c8,dc90884a7739
469208,-65,80,10c25a50cbd1
469252,-96,80,7c8779019402
470271,-89,80,e894f6e6fc32
471272,-95,80,e067b32dc3b6
471381,-90,80,78719c4752b0
471840,-94,08,e067b32dc3b6
474178,-85,80,fcb4e6c5ee2a
474194,-92,80,e067b357bdde
474197,-84,80,d0bf9c5495bb
474431,-95,80,8c61a36f465a
475063,-93,c8,1496e520f362
476175,-82,80,bccab5d2c7d0
476206,-81,50,bccab5d2c7d0
476335,-83,88,bccab5d2c7d0
477178,-72,80,58238ce84753
477180,-75,80,5a238ce84754
477276,-91,80,c83a35be8d81
477568,-93,08,c83a35be8d81
479187,-64,80,9897d19bbdf8
479189,-88,80,b2c28721bc6b
479217,-83,80,345760ecae40
479226,-68,80,d06f820dca00
479289,-87,80,b0c28721bc6a
479370,-74,88,60f81dcfd4b4
479370,-74,c8,60f81dcfd4b4
479393,-64,80,9897d19bbdf8
479422,-83,80,345760ecae40
479431,-70,80,d06f820dca00
479494,-89,80,b0c28721bc6a
479499,-89,80,b2c28721bc6b
479557,-75,88,60f81dcfd4b4
479600,-65,80,9897d19bbdf8
479627,-84,80,345760ecae40
479636,-72,80,d06f820dca00
479698,-88,80,b0c28721bc6a
479700,-88,80,b2c28721bc6b
479723,-91,88,345760ecae40
479729,-90,08,345760ecae40
479764,-75,c8,60f81dcfd4b4
479803,-64,80,9897d19bbdf8
479831,-83,80,345760ecae40
479840,-71,80,d06f820dca00
479903,-88,80,b0c28721bc6a
479905,-88,80,b2c28721bc6b
480039,-85,48,1801f13b9f03
480112,-64,80,9897d19bbdf8
480139,-83,80,345760ecae40
480148,-71,80,d06f820dca00
480149,-65,c8,dc90884a7739
480150,-71,48,5c0339b443d2
480151,-75,c8,60f81dcfd4b4
480157,-70,88,d06f820dca00
482213,-63,80,10c25a50cbd1
482256,-95,80,7c8779019402
482626,-52,08,10c25a50cbd1
484174,-93,80,e067b32dc3b6
484180,-90,80,78719c4752b0
484452,-91,88,e067b32dc3b6
485627,-81,40,d0bf9c5495bb
487182,-78,80,fcb4e6c5ee2a
487199,-91,80,e067b357bdde
487201,-78,80,d0bf9c5495bb
487231,-93,80,8c61a36f465a
487683,-81,88,fcb4e6c5ee2a
487709,-84,88,d0bf9c5495bb
487797,-82,80,fcb4e6c5ee2a
487813,-92,80,e067b357bdde
487816,-84,80,d0bf9c5495bb
488050,-94,80,8c61a36f465a
489179,-77,80,bccab5d2c7d0
489385,-83,08,bccab5d2c7d0
490183,-74,80,58238ce84753
490185,-76,80,5a238ce84754
492191,-66,80,9897d19bbdf8
492193,-89,80,b2c28721bc6b
492206,-75,48,5c0339b443d2
492222,-85,80,345760ecae40
492231,-74,80,d06f820dca00
492296,-89,80,b0c28721bc6a
492398,-65,80,9897d19bbdf8
492400,-89,80,b2c28721bc6b
493052,-66,c8,dc90884a7739
493053,-76,c8,60f81dcfd4b4
493058,-75,88,60f81dcfd4b4
493113,-90,80,b0c28721bc6a
493117,-65,80,9897d19bbdf8
493143,-84,80,345760ecae40
493153,-71,80,d06f820dca00
495218,-54,80,10c25a50cbd1
495364,-94,80,7c8779019402
496243,-86,40,58c5cbd26927
497177,-93,80,e067b32dc3b6
497185,-92,80,78719c4752b0
500188,-80,80,fcb4e6c5ee2a
500206,-85,80,d0bf9c5495bb
502186,-81,80,bccab5d2c7d0
502566,-85,08,bccab5d2c7d0
503188,-74,80,58238ce84753
503190,-74,80,5a238ce84754
505196,-65,80,9897d19bbdf8
505198,-89,80,b0c28721bc6a
505200,-89,80,b2c28721bc6b
505226,-100,80,345760ecae40
505227,-66,c8,dc90884a7739
505229,-87,48,1801f13b9f03
505236,-73,80,d06f820dca00
505298,-65,80,9897d19bbdf8
505300,-91,80,b0c28721bc6a
505302,-89,80,b2c28721bc6b
505329,-84,80,345760ecae40
505474,-87,48,1801f13b9f03
505486,-73,48,5c0339b443d2
505503,-66,80,9897d19bbdf8
505505,-89,80,b0c28721bc6a
505509,-89,80,b2c28721bc6b
505534,-72,88,d06f820dca00
505543,-73,80,d06f820dca00
505636,-84,80,345760ecae40
505646,-65,c8,dc90884a7739
505647,-77,c8,60f81dcfd4b4
505708,-65,80,9897d19bbdf8
505711,-88,80,b0c28721bc6a
505712,-91,80,b2c28721bc6b
505738,-86,80,345760ecae40
505748,-74,80,d06f820dca00
505749,-72,48,5c0339b443d2
505751,-72,88,d06f820dca00
505810,-90,80,b0c28721bc6a
505813,-66,80,9897d19bbdf8
505841,-84,80,345760ecae40
505844,-88,48,1801f13b9f03
505856,-73,80,d06f820dca00
505907,-76,c8,60f81dcfd4b4
505908,-66,c8,dc90884a7739
505913,-66,80,9897d19bbdf8
505915,-88,80,b2c28721bc6b
505943,-84,80,345760ecae40
505953,-73,80,d06f820dca00
506009,-86,48,1801f13b9f03
506015,-90,80,b0c28721bc6a
506018,-66,80,9897d19bbdf8
506127,-90,80,b2c28721bc6b
506148,-83,80,345760ecae40
506157,-74,80,d06f820dca00
508222,-51,80,10c25a50cbd1
508266,-92,80,7c8779019402
510182,-94,80,e067b32dc3b6
510190,-90,80,78719c4752b0
513192,-79,80,fcb4e6c5ee2a
513211,-82,80,d0bf9c5495bb
513413,-92,80,e067b357bdde
513445,-95,80,8c61a36f465a
515189,-84,80,bccab5d2c7d0
515395,-79,08,bccab5d2c7d0
516092,-73,c8,dc90884a7739
516188,-95,80,c83a35be8d81
516193,-74,80,58238ce84753
516194,-77,80,5a238ce84754
516305,-95,08,c83a35be8d81
516416,-77,08,58238ce84753
516530,-95,50,c83a35be8d81
516803,-94,80,c83a35be8d81
516807,-75,80,58238ce84753
516809,-77,80,5a238ce84754
516989,-92,08,c83a35be8d81
517224,-73,80,d06f820dca00
517487,-68,08,9897d19bbdf8
518201,-64,80,9897d19bbdf8
518203,-91,80,b2c28721bc6b
518334,-83,80,345760ecae40
518437,-90,08,345760ecae40
518445,-73,80,d06f820dca00
518550,-73,48,5c0339b443d2
518610,-64,80,9897d19bbdf8
518612,-89,80,b0c28721bc6a
518615,-87,80,b2c28721bc6b
518641,-84,80,345760ecae40
518650,-72,80,d06f820dca00
521227,-64,80,10c25a50cbd1
521271,-94,80,7c8779019402
523187,-94,80,e067b32dc3b6
523194,-92,80,78719c4752b0
523298,-93,c0,e067b32dc3b6
524323,-81,40,7429af2723a4
524327,-81,40,d0bf9c5495bb
526174,-78,88,d0bf9c5495bb
526197,-84,80,fcb4e6c5ee2a
526213,-93,80,e067b357bdde
526215,-79,80,d0bf9c5495bb
526484,-82,88,fcb4e6c5ee2a
526552,-96,80,8c61a36f465a
526968,-91,88,e067b357bdde
527140,-80,80,fcb4e6c5ee2a
528193,-79,80,bccab5d2c7d0
528399,-83,08,bccab5d2c7d0
528629,-84,88,bccab5d2c7d0
529194,-94,80,c83a35be8d81
529197,-79,80,58238ce84753
529199,-78,80,5a238ce84754
529442,-95,08,c83a35be8d81
531112,-92,48,d02598c765cf
531236,-84,80,345760ecae40
531245,-73,80,d06f820dca00
531246,-64,c8,dc90884a7739
531308,-65,80,9897d19bbdf8
531313,-88,80,b0c28721bc6a
531315,-89,80,b2c28721bc6b
531356,-75,c8,60f81dcfd4b4
531441,-83,80,345760ecae40
531450,-72,80,d06f820dca00
531517,-65,80,9897d19bbdf8
531555,-71,88,d06f820dca00
531820,-88,80,b0c28721bc6a
531824,-88,80,b2c28721bc6b
531975,-75,c8,60f81dcfd4b4
531976,-66,c8,dc90884a7739
532025,-64,80,9897d19bbdf8
532055,-83,80,345760ecae40
532064,-73,80,d06f820dca00
532127,-89,80,b0c28721bc6a
532129,-90,80,b2c28721bc6b
534173,-93,80,7c8779019402
534232,-52,80,10c25a50cbd1
534454,-98,48,a4d5783b15c0
536193,-95,80,e067b32dc3b6
536567,-90,88,e067b32dc3b6
536916,-90,80,78719c4752b0
537233,-56,40,e4a471e5f2ef
539202,-81,80,fcb4e6c5ee2a
539220,-85,80,d0bf9c5495bb
539250,-93,80,8c61a36f465a
539320,-94,80,e067b357bdde
541198,-84,80,bccab5d2c7d0
541579,-93,80,e067b374cbf8
542202,-74,80,58238ce84753
542204,-76,80,5a238ce84754
542609,-92,80,c83a35be8d81
542967,-97,08,c83a35be8d81
544211,-64,80,9897d19bbdf8
544214,-68,08,9897d19bbdf8
544242,-83,80,345760ecae40
544250,-73,80,d06f820dca00
544315,-89,80,b0c28721bc6a
544317,-89,80,b2c28721bc6b
544346,-94,80,4632c85e95c5
544517,-65,80,9897d19bbdf8
544661,-76,c8,60f81dcfd4b4
544753,-83,80,345760ecae40
544762,-72,80,d06f820dca00
544847,-72,88,9897d19bbdf8
544968,-65,c8,dc90884a7739
545029,-65,80,9897d19bbdf8
545032,-89,80,b0c28721bc6a
545034,-89,80,b2c28721bc6b
545060,-82,80,345760ecae40
545069,-72,80,d06f820dca00
547178,-94,80,7c8779019402
547237,-64,80,10c25a50cbd1
547654,-96,48,a4d5783b15c0
549026,-92,40,1496e520f362
549196,-93,80,e067b32dc3b6
549204,-90,80,78719c4752b0
552206,-84,80,fcb4e6c5ee2a
552226,-86,80,d0bf9c5495bb
552427,-92,80,e067b357bdde
552664,-96,80,8c61a36f465a
554178,-83,88,bccab5d2c7d0
554203,-83,80,bccab5d2c7d0
554409,-78,08,bccab5d2c7d0
554789,-93,80,e067b374cbf8
555204,-93,80,c83a35be8d81
555207,-74,80,58238ce84753
555208,-75,80,5a238ce84754
555249,-94,08,c83a35be8d81
555621,-77,08,58238ce84753
557215,-88,80,b0c28721bc6a
557217,-87,80,b2c28721bc6b
557220,-65,80,9897d19bbdf8
557246,-83,80,345760ecae40
557255,-72,80,d06f820dca00
557276,-71,88,d06f820dca00
557320,-90,80,b0c28721bc6a
557373,-88,50,b0c28721bc6a
557420,-65,80,9897d19bbdf8
557420,-68,08,9897d19bbdf8
557425,-88,80,b2c28721bc6b
557450,-82,80,345760ecae40
557464,-72,80,d06f820dca00
557467,-89,50,b0c28721bc6a
557522,-65,80,9897d19bbdf8
557524,-89,80,b0c28721bc6a
557526,-88,80,b2c28721bc6b
557597,-65,c8,dc90884a7739
557655,-85,80,345760ecae40
557664,-73,80,d06f820dca00
557727,-65,80,9897d19bbdf8
557823,-64,50,9897d19bbdf8
557825,-83,50,345760ecae40
557835,-89,80,b2c28721bc6b
557865,-84,40,58c5cbd26927
557870,-73,80,d06f820dca00
557932,-65,80,9897d19bbdf8
557964,-83,80,345760ecae40
557966,-83,50,345760ecae40
557969,-65,50,9897d19bbdf8
558037,-89,80,b0c28721bc6a
558038,-90,80,b2c28721bc6b
558074,-73,80,d06f820dca00
558136,-65,80,9897d19bbdf8
558167,-83,80,345760ecae40
560183,-93,80,7c8779019402
560242,-64,80,10c25a50cbd1
560546,-92,50,7c8779019402
562201,-93,80,e067b32dc3b6
562208,-91,80,78719c4752b0
562528,-96,80,84c9c690baa9
563014,-95,d0,c471545448d6
563077,-85,40,7429af2723a4
563080,-84,40,d0bf9c5495bb
563123,-93,80,e067b32dc3b6
565216,-79,80,fcb4e6c5ee2a
565227,-90,80,e067b357bdde
565230,-77,80,d0bf9c5495bb
565285,-80,88,fcb4e6c5ee2a
565313,-77,88,d0bf9c5495bb
565873,-94,80,8c61a36f465a
565932,-81,80,fcb4e6c5ee2a
566046,-92,80,e067b357bdde
566049,-79,80,d0bf9c5495bb
567208,-85,80,bccab5d2c7d0
567413,-83,08,bccab5d2c7d0
567544,-82,d0,bccab5d2c7d0
568214,-77,80,58238ce84753
568216,-76,80,5a238ce84754
568410,-94,08,c83a35be8d81
568618,-93,80,c83a35be8d81
570171,-95,50,4432c85e95c4
570183,-65,50,9897d19bbdf8
570183,-66,c8,dc90884a7739
570190,-76,c8,60f81dcfd4b4
570194,-85,48,1801f13b9f03
570220,-64,80,9897d19bbdf8
570225,-89,80,b0c28721bc6a
570227,-89,80,b2c28721bc6b
570250,-83,80,345760ecae40
570259,-73,80,d06f820dca00
570353,-90,08,345760ecae40
570355,-86,48,1801f13b9f03
570402,-76,c8,60f81dcfd4b4
570424,-65,80,9897d19bbdf8
570427,-87,80,b2c28721bc6b
570464,-73,80,d06f820dca00
570530,-89,80,b0c28721bc6a
570562,-64,50,9897d19bbdf8
570660,-83,80,345760ecae40
570662,-88,48,1801f13b9f03
570732,-65,80,9897d19bbdf8
570735,-90,80,b2c28721bc6b
570771,-73,80,d06f820dca00
570791,-76,c8,60f81dcfd4b4
570836,-90,80,b0c28721bc6a
570865,-82,80,345760ecae40
570937,-64,80,9897d19bbdf8
570940,-90,80,b2c28721bc6b
570956,-64,50,9897d19bbdf8
570968,-89,08,345760ecae40
570986,-73,80,d06f820dca00
571006,-76,c8,60f81dcfd4b4
571039,-64,80,9897d19bbdf8
571041,-89,80,b0c28721bc6a
571043,-89,80,b2c28721bc6b
571069,-82,80,345760ecae40
571079,-73,80,d06f820dca00
571080,-66,c8,dc90884a7739
571106,-72,88,d06f820dca00
571141,-64,80,9897d19bbdf8
571145,-89,80,b2c28721bc6b
573187,-91,80,7c8779019402
573246,-64,80,10c25a50cbd1
575206,-93,80,e067b32dc3b6
575213,-86,80,78719c4752b0
575635,-92,80,84c9c690baa9
578216,-84,80,fcb4e6c5ee2a
578232,-92,80,e067b357bdde
578235,-83,80,d0bf9c5495bb
578981,-93,80,8c61a36f465a
580218,-81,80,bccab5d2c7d0
580387,-85,88,bccab5d2c7d0
580786,-80,08,bccab5d2c7d0
581218,-75,80,5a238ce84754
581319,-75,80,58238ce84753
581827,-95,80,c83a35be8d81
583224,-66,80,9897d19bbdf8
583233,-88,80,b2c28721bc6b
583264,-74,80,d06f820dca00
583269,-78,c8,60f81dcfd4b4
583292,-66,c8,dc90884a7739
583331,-90,80,b0c28721bc6a
583357,-84,80,345760ecae40
583429,-66,80,9897d19bbdf8
583436,-89,80,b2c28721bc6b
583469,-74,80,d06f820dca00
583535,-70,08,9897d19bbdf8
583636,-90,80,b0c28721bc6a
583665,-85,80,345760ecae40
583682,-73,48,5c0339b443d2
583705,-72,88,d06f820dca00
583736,-66,80,9897d19bbdf8
583745,-89,80,b2c28721bc6b
583776,-74,80,d06f820dca00
583841,-89,80,b0c28721bc6a
583869,-83,80,345760ecae40
586192,-94,80,7c8779019402
586251,-65,80,10c25a50cbd1
586878,-95,50,7c8779019402
588211,-92,80,e067b32dc3b6
588423,-90,80,78719c4752b0
588435,-93,80,84c9c690baa9
591221,-80,80,fcb4e6c5ee2a
591236,-89,80,e067b357bdde
591239,-84,80,d0bf9c5495bb
591371,-94,80,8c61a36f465a
593217,-82,80,bccab5d2c7d0
593255,-83,88,bccab5d2c7d0
593425,-79,08,bccab5d2c7d0
594221,-76,80,58238ce84753
594223,-76,80,5a238ce84754
596229,-65,80,9897d19bbdf8
596233,-90,80,b0c28721bc6a
596235,-91,80,b2c28721bc6b
596260,-85,80,345760ecae40
596269,-74,80,d06f820dca00
596271,-77,c8,60f81dcfd4b4
596331,-67,80,9897d19bbdf8
596335,-90,80,b0c28721bc6a
596344,-91,80,b2c28721bc6b
596362,-85,80,345760ecae40
596362,-67,c8,dc90884a7739
596371,-74,80,d06f820dca00
596434,-66,80,9897d19bbdf8
596484,-77,c8,60f81dcfd4b4
596549,-89,80,b0c28721bc6a
596552,-90,80,b2c28721bc6b
596567,-83,80,345760ecae40
596576,-72,80,d06f820dca00
596639,-64,80,9897d19bbdf8
596652,-71,88,d06f820dca00
596744,-89,80,b0c28721bc6a
596747,-89,80,b2c28721bc6b
596772,-83,80,345760ecae40
596781,-73,80,d06f820dca00
596843,-64,80,9897d19bbdf8
596888,-75,c8,60f81dcfd4b4
597051,-89,80,b0c28721bc6a
597054,-89,80,b2c28721bc6b
597079,-82,80,345760ecae40
597081,-95,80,4632c85e95c5
597088,-73,80,d06f820dca00
597103,-75,c8,60f81dcfd4b4
597151,-65,80,9897d19bbdf8
597158,-88,80,b0c28721bc6a
597161,-88,80,b2c28721bc6b
597357,-69,08,9897d19bbdf8
599197,-91,80,7c8779019402
599224,-94,48,a4d5783b15c0
599258,-64,80,10c25a50cbd1
601215,-93,80,e067b32dc3b6
601222,-92,80,78719c4752b0
601235,-94,80,84c9c690baa9
601238,-96,88,84c9c690baa9
601671,-95,50,e067b32dc3b6
601876,-84,40,7429af2723a4
601879,-83,40,d0bf9c5495bb
601932,-94,80,e067b32dc3b6
602144,-91,80,78719c4752b0
602157,-95,80,84c9c690baa9
604226,-80,80,fcb4e6c5ee2a
604241,-92,80,e067b357bdde
604247,-78,80,d0bf9c5495bb
604985,-85,88,fcb4e6c5ee2a
605030,-77,88,d0bf9c5495bb
606223,-84,80,bccab5d2c7d0
606236,-85,88,bccab5d2c7d0
606327,-79,08,bccab5d2c7d0
607173,-75,08,58238ce84753
607226,-73,80,58238ce84753
607227,-73,80,5a238ce84754
609172,-73,80,d06f820dca00
609234,-64,80,9897d19bbdf8
609238,-90,80,b2c28721bc6b
609264,-83,80,345760ecae40
609339,-90,80,b0c28721bc6a
609788,-72,48,5c0339b443d2
609788,-75,c8,60f81dcfd4b4
609789,-71,88,d06f820dca00
609848,-66,80,9897d19bbdf8
609853,-89,80,b2c28721bc6b
609879,-84,80,345760ecae40
609888,-73,80,d06f820dca00
610003,-76,c8,60f81dcfd4b4
610094,-66,c8,dc90884a7739
610155,-65,80,9897d19bbdf8
610158,-89,80,b2c28721bc6b
612202,-95,80,7c8779019402
612261,-53,80,10c25a50cbd1
613939,-96,80,e894f6e6fc32
614220,-93,80,e067b32dc3b6
614330,-89,80,78719c4752b0
614649,-93,80,84c9c690baa9
617175,-92,80,8c61a36f465a
617232,-80,80,fcb4e6c5ee2a
617248,-78,80,d0bf9c5495bb
617451,-91,80,e067b357bdde
617642,-79,40,58c5cbd26927
619226,-79,80,bccab5d2c7d0
620149,-78,08,bccab5d2c7d0
620234,-76,80,5a238ce84754
620333,-73,80,58238ce84753
621575,-66,88,9897d19bbdf8
622176,-73,80,d06f820dca00
622239,-64,80,9897d19bbdf8
622242,-89,80,b0c28721bc6a
622244,-88,80,b2c28721bc6b
622269,-84,80,345760ecae40
622279,-71,48,5c0339b443d2
622382,-72,80,d06f820dca00
622443,-65,80,9897d19bbdf8
622445,-90,80,b0c28721bc6a
622449,-89,80,b2c28721bc6b
622474,-84,80,345760ecae40
622934,-87,48,1801f13b9f03
622995,-72,80,d06f820dca00
622997,-64,c8,dc90884a7739
622997,-74,c8,60f81dcfd4b4
623028,-90,88,345760ecae40
623061,-64,80,9897d19bbdf8
623088,-84,80,345760ecae40
623098,-73,80,d06f820dca00
623165,-91,80,b2c28721bc6b
625206,-93,80,7c8779019402
625267,-51,80,10c25a50cbd1
625575,-63,c8,10c25a50cbd1
627225,-96,80,e067b32dc3b6
627232,-91,80,78719c4752b0
630236,-83,80,fcb4e6c5ee2a
630254,-77,80,d0bf9c5495bb
630507,-81,50,fcb4e6c5ee2a
630764,-93,80,e067b357bdde
632231,-78,80,bccab5d2c7d0
632949,-77,08,bccab5d2c7d0
633231,-93,80,c83a35be8d81
633235,-72,80,58238ce84753
633237,-72,80,5a238ce84754
633284,-94,08,c83a35be8d81
635082,-92,48,d02598c765cf
635172,-84,80,345760ecae40
635181,-73,80,d06f820dca00
635243,-64,80,9897d19bbdf8
635263,-75,c8,60f81dcfd4b4
635264,-65,c8,dc90884a7739
635279,-68,88,9897d19bbdf8
635348,-87,80,b0c28721bc6a
635350,-87,80,b2c28721bc6b
635377,-84,80,345760ecae40
635386,-73,80,d06f820dca00
635448,-64,80,9897d19bbdf8
635451,-68,08,9897d19bbdf8
635493,-84,50,345760ecae40
635553,-87,80,b2c28721bc6b
635581,-84,80,345760ecae40
635650,-88,08,b0c28721bc6a
635653,-64,80,9897d19bbdf8
635686,-94,80,4632c85e95c5
635702,-73,80,d06f820dca00
635758,-88,80,b2c28721bc6b
635853,-71,88,d06f820dca00
635860,-88,80,b0c28721bc6a
635888,-82,80,345760ecae40
635891,-93,80,4632c85e95c5
635900,-73,80,d06f820dca00
635902,-76,c8,60f81dcfd4b4
635960,-65,80,9897d19bbdf8
635963,-88,80,b2c28721bc6b
635991,-83,80,345760ecae40
636018,-72,88,9897d19bbdf8
636065,-87,80,b0c28721bc6a
636102,-72,80,d06f820dca00
636117,-75,c8,60f81dcfd4b4
636165,-65,80,9897d19bbdf8
638212,-93,80,7c8779019402
638271,-52,80,10c25a50cbd1
640332,-93,80,e067b32dc3b6
640339,-91,80,78719c4752b0
640614,-88,40,7429af2723a4
640617,-87,40,d0bf9c5495bb
643185,-95,80,8c61a36f465a
643241,-85,80,fcb4e6c5ee2a
643255,-94,80,e067b357bdde
643258,-84,80,d0bf9c5495bb
643785,-83,88,fcb4e6c5ee2a
643817,-85,88,d0bf9c5495bb
644106,-95,80,8c61a36f465a
644159,-93,88,e067b357bdde
644162,-80,80,fcb4e6c5ee2a
645018,-92,40,a8515b13c5ac
645236,-78,80,bccab5d2c7d0
645237,-77,08,bccab5d2c7d0
645412,-93,80,e067b374cbf8
646242,-73,80,5a238ce84754
646393,-97,08,c83a35be8d81
646446,-74,80,58238ce84753
646544,-94,80,c83a35be8d81
648176,-83,80,345760ecae40
648179,-92,80,4632c85e95c5
648186,-74,80,d06f820dca00
648248,-65,80,9897d19bbdf8
648353,-89,80,b2c28721bc6b
648493,-64,c8,dc90884a7739
648495,-76,c8,60f81dcfd4b4
648499,-75,88,5c0339b443d2
648558,-89,80,b0c28721bc6a
648586,-83,80,345760ecae40
648595,-72,80,d06f820dca00
648658,-65,80,9897d19bbdf8
648660,-87,80,b2c28721bc6b
648691,-94,80,4632c85e95c5
648699,-65,c8,dc90884a7739
648700,-77,c8,60f81dcfd4b4
648791,-82,80,345760ecae40
648800,-71,80,d06f820dca00
648862,-65,80,9897d19bbdf8
648865,-89,80,b2c28721bc6b
648939,-74,88,5c0339b443d2
649069,-90,80,b0c28721bc6a
649098,-84,80,345760ecae40
649107,-73,80,d06f820dca00
651174,-65,80,10c25a50cbd1
651329,-96,80,58238c3436c5
651335,-95,80,5a238c3436c6
651337,-95,80,5a238c3436ca
652237,-93,80,e894f6e6fc32
652694,-89,40,a8515b13c5ac
652698,-91,50,e894f6e6fc32
653337,-93,80,e067b32dc3b6
654049,-91,b0,a8515b13c5ac
656190,-93,80,8c61a36f465a
656246,-85,80,fcb4e6c5ee2a
656262,-76,80,d0bf9c5495bb
658240,-84,80,bccab5d2c7d0
658315,-92,80,e067b374cbf8
659245,-73,80,58238ce84753
659246,-73,80,5a238ce84754
659966,-74,08,58238ce84753
661181,-81,80,345760ecae40
661191,-73,80,d06f820dca00
661236,-69,88,d06f820dca00
661254,-89,80,b0c28721bc6a
661255,-93,80,b2c28721bc6b
661257,-65,80,9897d19bbdf8
661284,-81,80,345760ecae40
661293,-72,80,d06f820dca00
661396,-73,c8,60f81dcfd4b4
661593,-85,48,1801f13b9f03
661703,-64,c8,dc90884a7739
661736,-69,88,d06f820dca00
661765,-65,80,9897d19bbdf8
661791,-90,80,b0c28721bc6a
661793,-90,80,b2c28721bc6b
661796,-82,80,345760ecae40
661805,-72,80,d06f820dca00
661944,-65,c8,dc90884a7739
661970,-65,80,9897d19bbdf8
662011,-71,c8,60f81dcfd4b4
662074,-88,80,b0c28721bc6a
662076,-92,80,b2c28721bc6b
662103,-83,80,345760ecae40
662112,-72,80,d06f820dca00
662159,-65,50,9897d19bbdf8
664178,-63,80,10c25a50cbd1
664221,-93,80,7c8779019402
664471,-91,50,7c8779019402
666239,-95,80,e067b32dc3b6
666348,-96,80,78719c4752b0
666427,-90,88,a8515b13c5ac
669250,-81,80,fcb4e6c5ee2a
669265,-93,80,e067b357bdde
669267,-80,80,d0bf9c5495bb
669296,-93,80,8c61a36f465a
669890,-81,50,d0bf9c5495bb
671295,-82,88,bccab5d2c7d0
671320,-93,80,e067b374cbf8
671347,-83,80,bccab5d2c7d0
672249,-74,80,58238ce84753
672251,-75,80,5a238ce84754
672740,-94,08,c83a35be8d81
672758,-95,80,c83a35be8d81
674186,-84,80,345760ecae40
674189,-86,48,1801f13b9f03
674195,-72,80,d06f820dca00
674258,-64,80,9897d19bbdf8
674274,-87,80,b0c28721bc6a
674277,-88,80,b2c28721bc6b
674288,-81,80,345760ecae40
674346,-75,c8,60f81dcfd4b4
674347,-75,88,60f81dcfd4b4
674360,-65,80,9897d19bbdf8
674362,-91,80,b0c28721bc6a
674368,-88,80,b2c28721bc6b
674391,-83,80,345760ecae40
674400,-72,80,d06f820dca00
674468,-69,88,d06f820dca00
674565,-65,80,9897d19bbdf8
674749,-76,c8,60f81dcfd4b4
674824,-88,08,b0c28721bc6a
674880,-87,80,b0c28721bc6a
674883,-88,80,b2c28721bc6b
674889,-50,88,e4a471e5f2ef
674906,-83,80,345760ecae40
674917,-73,80,d06f820dca00
674918,-75,c8,60f81dcfd4b4
674919,-65,c8,dc90884a7739
674932,-68,88,d06f820dca00
674975,-65,80,9897d19bbdf8
674977,-88,80,b0c28721bc6a
674979,-90,80,b2c28721bc6b
675005,-82,80,345760ecae40
675014,-73,80,d06f820dca00
675109,-69,88,d06f820dca00
677184,-64,80,10c25a50cbd1
677225,-94,80,7c8779019402
677458,-87,40,58c5cbd26927
677461,-52,50,10c25a50cbd1
678349,-94,80,e894f6e6fc32
679244,-93,80,e067b32dc3b6
679353,-90,80,78719c4752b0
679530,-86,40,7429af2723a4
682260,-81,80,fcb4e6c5ee2a
682272,-86,80,d0bf9c5495bb
682686,-85,88,fcb4e6c5ee2a
682719,-82,88,d0bf9c5495bb
684255,-79,80,bccab5d2c7d0
684317,-80,08,bccab5d2c7d0
684430,-83,88,bccab5d2c7d0
685232,-95,08,c83a35be8d81
685251,-93,80,c83a35be8d81
685254,-73,80,58238ce84753
685256,-73,80,5a238ce84754
686378,-93,48,d02598c765cf
686790,-70,80,d06f820dca00
686890,-90,d0,d02598c765cf
687065,-68,08,9897d19bbdf8
687176,-68,88,d06f820dca00
687177,-76,88,60f81dcfd4b4
687191,-82,80,345760ecae40
687200,-71,80,d06f820dca00
687262,-66,80,9897d19bbdf8
687265,-90,80,b0c28721bc6a
687266,-88,80,b2c28721bc6b
687384,-75,c8,60f81dcfd4b4
687395,-82,80,345760ecae40
687409,-70,80,d06f820dca00
687467,-65,80,9897d19bbdf8
687469,-89,80,b0c28721bc6a
687471,-88,80,b2c28721bc6b
687471,-48,88,e4a471e5f2ef
687487,-87,48,b0890093cfa6
687498,-81,80,345760ecae40
687507,-70,80,d06f820dca00
687569,-65,80,9897d19bbdf8
687572,-87,80,b2c28721bc6b
687579,-71,48,5c0339b443d2
687674,-87,80,b0c28721bc6a
687703,-82,80,345760ecae40
