tstm,aX,aY,aZ,meanX,meanY,meanZ,stdX,stdY,stdZ,meanDiffX,meanDiffY,meanDiffZ,stdDiffX,stdDiffY,stdDiffZ,HardAccel,HardBrake,LaneChanL,LaneChanR,ui8LaneHole
13413,424,1473,6512,160.614,1510.357,7840.429,1902.116,691.269,1221.281,-53.714,53.286,-73.140,-12.671,-17.029,64.619,0,0,0,0,0
13513,-376,1098,7344,144.943,1504.314,7845.829,1901.954,692.996,1218.234,-156.714,-60.428,53.999,-1.625,17.272,-30.465,0,0,0,0,0
13613,155,1465,7952,168.043,1502.400,7847.171,1892.091,692.917,1218.299,231.000,-19.143,13.428,-98.630,-0.791,0.645,0,0,0,0,0
13713,-1535,557,8937,119.786,1485.500,7867.686,1891.833,701.292,1224.372,-482.571,-169.000,205.142,-2.573,83.746,60.731,0,0,0,0,0
13813,1404,1204,8822,117.186,1476.214,7888.543,1889.940,700.654,1228.010,-26.000,-92.858,208.574,-18.928,-6.376,36.382,0,0,0,0,0
13913,-91,574,9172,154.057,1476.357,7923.943,1860.107,700.469,1228.781,368.714,1.429,353.999,-298.335,-1.850,7.711,0,0,0,0,0
14013,1561,1627,6806,128.700,1476.529,7914.814,1828.385,700.504,1234.665,-253.571,1.714,-91.284,-317.214,0.353,58.835,0,0,0,0,0
14113,-2358,1164,8098,79.714,1482.486,7911.357,1848.309,696.034,1233.808,-489.857,59.572,-34.575,199.238,-44.704,-8.567,0,0,0,0,0
14213,1791,1305,9073,125.086,1474.114,7908.457,1850.777,694.593,1230.832,453.714,-83.715,-28.999,24.679,-14.412,-29.761,0,0,0,0,0
14313,1780,800,6620,143.114,1459.386,7896.128,1860.637,697.793,1239.325,180.286,-147.285,-123.286,98.601,31.998,84.927,0,0,0,0,0
14413,-248,409,8631,101.729,1446.029,7935.086,1836.501,708.737,1218.782,-413.857,-133.572,389.575,-241.360,109.438,-205.430,0,0,0,0,0
14513,1215,1729,6492,113.471,1441.471,7911.114,1840.949,705.871,1230.372,117.429,-45.571,-239.717,44.474,-28.655,115.905,0,0,0,0,0
14613,810,242,8975,103.271,1420.429,7931.257,1835.074,719.233,1236.069,-102.000,-210.428,201.431,-58.746,133.618,56.973,0,0,0,0,0
14713,2167,1318,8635,113.014,1428.100,7945.372,1844.172,715.224,1238.382,97.429,76.714,141.143,90.978,-40.085,23.123,0,0,0,0,0
14813,890,450,8233,144.743,1392.171,7930.157,1838.151,700.127,1228.170,317.286,-359.286,-152.144,-60.208,-150.972,-102.113,0,0,0,0,0
14913,226,1430,7741,181.814,1399.500,7928.872,1813.077,697.796,1228.321,370.714,73.286,-12.856,-250.739,-23.312,1.503,0,0,0,0,0
15013,1165,766,8602,151.986,1395.057,7936.929,1779.164,700.819,1230.857,-298.286,-44.429,80.571,-339.135,30.228,25.365,0,0,0,0,0
15113,-55,155,8565,131.229,1368.886,7965.357,1772.971,712.337,1222.022,-207.571,-261.714,284.282,-61.930,115.184,-88.350,0,0,0,0,0
15213,1663,894,6659,188.729,1352.657,7918.957,1756.370,710.027,1209.011,575.000,-162.286,-463.999,-166.006,-23.101,-130.107,0,0,0,0,0
15313,440,169,8379,207.100,1328.500,7941.600,1752.171,721.036,1202.556,183.714,-241.571,226.431,-41.989,110.087,-64.557,0,0,0,0,0
15413,1288,584,8142,182.000,1315.071,7956.157,1723.692,726.006,1198.720,-251.000,-134.286,145.571,-284.796,49.702,-38.359,0,0,0,0,0
15513,2603,-7,6424,237.329,1298.171,7916.043,1738.294,742.625,1202.332,553.286,-169.000,-401.143,146.021,166.194,36.121,0,0,0,0,0
15613,-839,265,7073,225.686,1278.400,7917.586,1742.729,751.394,1201.179,-116.429,-197.714,15.430,44.348,87.682,-11.526,0,0,0,0,0
15713,2112,586,8248,235.529,1267.871,7944.257,1751.388,755.845,1187.413,98.428,-105.286,266.714,86.591,44.516,-137.662,0,0,0,0,0
15813,91,154,10410,217.729,1260.471,7973.157,1746.427,764.133,1221.953,-178.000,-74.000,288.999,-49.602,82.878,345.402,0,0,0,0,0
15913,700,723,7698,238.671,1249.886,7993.628,1743.292,766.370,1205.052,209.429,-105.857,204.712,-31.353,22.366,-169.016,0,0,0,0,0
16013,1775,-799,8105,263.200,1220.543,7998.214,1752.632,804.009,1204.856,245.286,-293.429,45.859,93.397,376.400,-1.956,0,0,0,0,0
16113,283,-591,8241,213.843,1183.071,8006.029,1701.998,826.137,1204.631,-493.572,-374.714,78.145,-506.335,221.272,-2.247,0,0,0,0,0
16213,1290,884,7917,242.829,1174.086,8015.557,1702.802,825.920,1201.247,289.857,-89.857,95.283,8.032,-2.167,-33.845,0,0,0,0,0
16313,-1989,723,8094,213.029,1166.129,8004.786,1723.224,827.543,1197.107,-298.000,-79.572,-107.715,204.221,16.228,-41.394,0,0,0,0,0
16413,2998,-46,8068,291.029,1141.143,8013.214,1723.946,837.302,1195.445,780.000,-249.857,84.287,7.225,97.593,-16.627,0,0,0,0,0
16513,467,-355,7778,296.929,1100.271,8034.829,1723.832,839.506,1177.179,59.000,-408.713,216.143,-1.147,22.037,-182.657,0,0,0,0,0
16613,-1153,761,8029,213.100,1105.929,8044.543,1647.954,835.858,1174.281,-838.286,56.571,97.144,-758.776,-36.476,-28.975,0,0,0,0,0
16713,272,640,7564,253.814,1094.671,8015.043,1613.337,836.751,1159.957,407.143,-112.572,-295.000,-346.172,8.926,-143.240,0,0,0,0,0
16813,1278,-9,8738,245.243,1070.057,8009.786,1606.263,843.485,1155.828,-85.714,-246.143,-52.573,-70.734,67.346,-41.298,0,0,0,0,0
16913,463,1063,6354,297.557,1058.757,7992.357,1551.952,838.189,1171.361,523.143,-112.999,-174.287,-543.118,-52.962,155.336,0,0,0,0,0
17013,1294,386,7441,294.557,1034.914,7990.700,1549.818,833.234,1172.058,-30.000,-238.429,-16.567,-21.334,-49.547,6.964,0,0,0,0,0
17113,-2022,1749,7452,290.043,1025.443,7992.600,1556.086,821.209,1171.075,-45.143,-94.714,18.999,62.681,-120.258,-9.829,0,0,0,0,0
17213,-526,455,10652,267.814,1018.271,8013.729,1556.471,823.962,1205.031,-222.285,-71.714,211.284,3.846,27.537,339.561,0,0,0,0,0
17313,-2982,814,8531,245.014,1004.829,8036.029,1591.818,819.497,1199.942,-228.000,-134.429,223.003,353.470,-44.653,-50.885,0,0,0,0,0
17413,677,711,6081,207.057,991.171,8055.071,1548.805,816.308,1157.435,-379.571,-136.571,190.425,-430.127,-31.893,-425.071,0,0,0,0,0
17513,917,329,7221,195.229,979.286,8062.729,1540.152,819.798,1150.096,-118.286,-118.857,76.572,-86.533,34.904,-73.396,0,0,0,0,0
17613,-443,100,8462,238.186,955.571,8073.114,1478.587,820.880,1150.372,429.571,-237.143,103.857,-615.653,10.819,2.762,0,0,0,0,0
17713,-865,1377,7296,240.086,955.643,8043.586,1477.081,820.917,1143.391,19.000,0.715,-295.283,-15.054,0.365,-69.812,0,0,0,0,0
17813,1252,730,7450,218.286,943.757,8061.414,1450.485,818.070,1124.103,-218.000,-118.857,178.281,-265.958,-28.470,-192.872,0,0,0,0,0
17913,511,1220,7762,177.700,962.457,8048.757,1401.141,809.161,1122.414,-405.857,187.000,-126.567,-493.440,-89.088,-16.892,0,0,0,0,0
18013,862,641,7929,221.571,945.343,8029.743,1373.530,803.087,1112.968,438.714,-171.143,-190.146,-276.111,-60.739,-94.459,0,0,0,0,0
18113,-1599,-854,8130,208.357,907.514,7999.257,1386.471,824.306,1080.092,-132.143,-378.286,-304.854,129.410,212.192,-328.760,0,0,0,0,0
18213,-1349,-1290,7910,205.429,882.414,7973.443,1389.538,863.172,1060.139,-29.286,-251.000,-258.145,30.664,388.655,-199.532,0,0,0,0,0
18313,1390,-29,10301,203.329,876.386,8013.071,1387.634,868.029,1094.016,-21.000,-60.286,396.284,-19.039,48.571,338.765,0,0,0,0,0
18413,2028,897,9818,222.314,838.129,7988.757,1403.289,804.972,1033.018,189.857,-382.571,-243.140,156.553,-630.565,-609.979,0,0,0,0,0
18513,-4514,1634,8015,198.186,815.757,7973.900,1468.484,759.498,1025.023,-241.286,-223.715,-148.574,651.952,-454.747,-79.941,0,0,0,1,0
18613,-618,1700,6619,204.886,813.671,7980.800,1463.667,756.861,1014.197,67.000,-20.857,68.999,-48.173,-26.363,-108.267,0,0,0,0,0
18713,-1213,-134,7143,165.014,800.500,7972.900,1463.734,765.170,1018.529,-398.714,-131.714,-78.999,0.668,83.091,43.322,0,0,0,0,0
18813,-316,696,7286,180.257,784.229,7980.857,1453.051,755.042,1010.927,152.429,-162.714,79.570,-106.830,-101.283,-76.016,0,0,0,0,0
18913,2192,-875,7859,205.529,764.586,7955.514,1472.308,779.665,991.237,252.714,-196.429,-253.428,192.574,246.232,-196.907,0,0,0,0,0
19013,-1815,157,7063,213.729,722.357,7959.714,1459.377,729.782,986.813,82.000,-422.286,42.002,-129.313,-498.831,-44.234,0,0,0,0,0
19113,1994,531,7370,211.857,717.929,7946.571,1457.007,729.989,988.452,-18.714,-44.285,-131.431,-23.701,2.072,16.388,0,0,0,0,0
19213,-1923,150,6218,213.071,699.243,7914.671,1455.191,727.543,1007.507,12.143,-186.857,-318.999,-18.163,-24.465,190.547,0,0,0,0,0
19313,3460,-386,7260,270.486,688.486,7899.100,1502.124,737.869,1009.080,574.143,-107.571,-155.713,469.332,103.264,15.734,0,0,0,0,0
19413,-3545,376,10140,231.143,661.257,7922.843,1564.194,713.323,1041.455,-393.429,-272.286,237.427,620.699,-245.467,323.751,0,0,0,0,0
19513,485,635,8491,210.071,650.300,7942.057,1550.639,707.729,1039.351,-210.714,-109.572,192.144,-135.553,-55.936,-21.044,0,0,0,0,0
19613,-2308,26,5584,196.314,643.000,7892.414,1568.542,711.485,1067.426,-137.571,-73.000,-496.431,179.037,37.562,280.751,0,0,0,0,0
19713,3976,-808,9386,243.643,609.671,7913.514,1630.662,723.923,1082.043,473.286,-333.286,211.001,621.202,124.379,146.173,0,0,0,0,0
19813,-2962,-315,7823,206.343,579.971,7922.943,1673.147,718.583,1078.332,-373.000,-297.000,94.287,424.841,-53.400,-37.117,0,0,0,0,0
19913,3345,-1277,8112,283.843,542.543,7949.357,1690.996,745.591,1059.835,775.000,-374.286,264.141,178.492,270.077,-184.971,0,0,0,0,0
20013,-1442,607,8186,233.571,530.743,7973.843,1689.247,737.901,1045.117,-502.714,-118.000,244.858,-17.487,-76.895,-147.175,0,0,0,0,0
20113,359,-1101,8518,250.343,509.771,7952.829,1684.575,762.701,1018.846,167.714,-209.714,-210.142,-46.724,247.994,-262.716,0,0,0,0,0
20213,-3362,-201,7205,197.114,474.857,7938.514,1738.157,738.102,1022.207,-532.286,-349.143,-143.145,535.819,-245.984,33.617,0,0,0,0,0
20313,3111,-402,7336,238.800,452.200,7931.157,1772.215,740.325,1024.661,416.857,-226.571,-73.569,340.586,22.231,24.539,0,0,0,0,0
20413,-3675,-1331,11300,180.243,412.143,7999.557,1831.845,759.616,1085.638,-585.571,-400.572,683.999,596.293,192.907,609.769,0,0,0,0,0
20513,-2284,1003,8709,152.986,410.786,8019.057,1853.980,758.474,1085.947,-272.571,-13.571,195.000,221.354,-11.426,3.090,0,0,0,0,0
20613,-564,1594,5327,142.714,412.629,7981.557,1855.931,761.185,1131.964,-102.714,18.429,-375.000,19.508,27.111,460.165,0,0,0,0,0
20713,-3522,735,8240,114.329,415.171,7971.600,1896.134,761.960,1126.568,-283.857,25.428,-99.570,402.028,7.749,-53.955,0,0,0,0,0
20813,560,971,7170,102.271,411.843,7948.000,1890.570,759.010,1125.809,-120.571,-33.286,-236.001,-55.638,-29.500,-7.588,0,0,0,0,0
20913,151,-547,8201,105.729,395.829,7934.128,1890.434,767.201,1116.587,34.571,-160.143,-138.716,-1.353,81.915,-92.223,0,0,0,0,0
21013,-751,-1419,8455,72.700,352.314,7957.686,1884.909,782.369,1109.913,-330.286,-435.143,235.571,-55.254,151.681,-66.743,0,0,0,0,0
21113,-2378,-97,7504,72.414,334.300,7949.200,1885.279,777.977,1111.078,-2.857,-180.143,-84.854,3.699,-43.918,11.649,0,0,0,0,0
21213,1306,-1447,5733,65.486,294.986,7901.486,1879.834,797.227,1133.287,-69.286,-393.143,-477.144,-54.453,192.500,222.095,0,0,0,0,0
21313,4264,-2721,9587,100.971,244.686,7943.872,1934.514,871.403,1140.030,354.857,-503.000,423.857,546.801,741.757,67.430,0,1,0,0,0
21413,-1195,-3166,10000,87.443,193.614,7963.429,1940.210,960.485,1163.158,-135.286,-510.714,195.571,56.963,890.822,231.277,0,0,0,0,0
21513,2478,-2488,9065,105.486,133.371,8000.186,1956.417,993.959,1156.715,180.429,-602.429,367.568,162.065,334.738,-64.426,0,0,0,0,0
21613,-1580,-1643,8331,71.343,106.443,7990.986,1964.661,1015.943,1151.474,-341.429,-269.286,-91.997,82.445,219.838,-52.407,0,0,0,0,0
21713,2165,-1555,10452,71.314,65.400,8016.943,1964.631,1024.168,1185.672,-0.286,-410.429,259.570,-0.304,82.249,341.974,0,0,0,0,0
21813,-1245,-754,8095,40.814,48.200,8014.971,1968.253,1027.668,1185.425,-305.000,-172.000,-19.717,36.227,35.007,-2.463,0,0,0,0,0
21913,-2216,217,7396,5.929,30.871,8010.043,1986.221,1014.363,1187.270,-348.857,-173.286,-49.282,179.677,-133.053,18.446,0,0,0,0,0
22013,2139,-1063,8536,19.843,4.743,8009.100,1997.671,1018.638,1186.826,139.143,-261.286,-9.429,114.498,42.748,-4.443,0,0,0,0,0
22113,-1525,-475,7072,-1.157,-4.257,7987.771,2006.056,1020.053,1190.055,-210.000,-90.000,-213.286,83.853,14.148,32.292,0,0,0,0,0
22213,-1714,362,7376,-49.400,-11.857,7998.014,2006.061,1015.303,1181.630,-482.429,-76.000,102.427,0.051,-47.501,-84.250,0,0,0,0,0
22313,-1786,-290,8731,-81.200,-18.414,8003.043,2015.671,1015.596,1183.987,-318.000,-65.571,50.288,96.101,2.930,23.573,0,0,0,0,0
22413,2946,-194,8627,-57.514,-29.529,8009.971,2041.201,1013.196,1186.197,236.857,-111.143,69.282,255.299,-23.992,22.100,0,0,0,0,0
22513,-2393,-351,9616,-128.886,-34.443,8055.571,2034.259,1013.909,1185.706,-713.714,-49.143,456.001,-69.420,7.128,-4.912,0,0,0,0,0
22613,114,722,5210,-115.271,-27.914,8028.957,2032.649,1017.282,1227.629,136.143,65.286,-266.143,-16.097,33.727,419.233,0,0,0,0,0
22713,2564,-1139,7408,-108.814,-52.557,8016.957,2040.418,1022.989,1229.534,64.571,-246.429,-120.000,77.684,57.075,19.043,0,0,0,0,0
22813,-1223,324,8380,-127.586,-50.129,7987.957,2044.533,1023.678,1196.238,-187.714,24.286,-290.000,41.156,6.889,-332.957,0,0,0,0,0
22913,-3101,600,8541,-181.886,-51.886,8000.000,2072.121,1022.455,1197.501,-543.000,-17.571,120.430,275.879,-12.237,12.629,0,0,0,0,0
23013,-1732,711,7766,-231.986,-30.314,7995.157,2066.591,1022.393,1197.752,-501.000,215.714,-48.428,-55.305,-0.611,2.511,0,0,0,0,0
23113,-1670,-250,5751,-259.886,-25.443,7959.586,2072.624,1020.521,1226.551,-279.000,48.714,-355.713,60.334,-18.726,287.991,0,0,0,0,0
23213,671,395,7422,-268.729,-32.429,7952.514,2067.307,1015.935,1228.202,-88.429,-69.857,-70.718,-53.176,-45.858,16.508,0,0,0,0,0
23313,-1286,-1232,9831,-258.686,-60.357,7977.329,2060.622,1021.640,1248.194,100.429,-279.286,248.145,-66.848,57.049,199.923,0,0,0,0,0
23413,393,236,6728,-295.900,-56.329,7958.186,2024.680,1022.244,1256.902,-372.143,40.286,-191.431,-359.417,6.044,87.079,0,0,0,0,0
23513,-852,139,8013,-314.743,-49.271,7961.543,2023.630,1021.863,1256.730,-188.429,70.571,33.574,-10.505,-3.811,-1.722,0,0,0,0,0
23613,-1465,1583,7663,-319.200,-37.529,7956.314,2025.814,1035.736,1257.200,-44.572,117.429,-52.285,21.843,138.727,4.698,0,0,0,0,0
23713,503,463,7737,-315.900,-40.057,7958.786,2026.962,1034.294,1256.596,33.000,-25.286,24.712,11.478,-14.420,-6.038,0,0,0,0,0
23813,501,1102,9340,-327.000,-24.186,7967.386,2020.320,1043.135,1263.938,-111.000,158.714,86.001,-66.420,88.413,73.419,0,0,0,0,0
23913,3428,4,7529,-284.643,-39.314,7984.171,2066.981,1034.905,1250.127,423.571,-151.286,167.856,466.614,-82.302,-138.112,0,0,0,0,0
24013,-3676,698,9889,-355.643,-34.857,8019.143,2096.681,1037.396,1268.547,-710.000,44.571,349.717,297.002,24.908,184.209,0,0,0,0,0
24113,-521,1491,7818,-334.200,-38.543,8024.372,2087.184,1031.493,1266.952,214.428,-36.857,52.285,-94.976,-59.027,-15.953,0,0,0,0,0
24213,-2684,62,9763,-365.029,-44.157,8011.671,2105.645,1029.860,1244.811,-308.286,-56.143,-127.002,184.609,-16.333,-221.407,0,0,0,0,0
24313,761,-442,6224,-311.557,-62.100,7978.714,2085.943,1025.685,1261.059,534.714,-179.429,-329.570,-197.019,-41.747,162.477,0,0,0,0,0
24413,-1655,787,6526,-344.871,-61.014,7985.071,2088.509,1026.543,1252.570,-333.143,10.857,63.569,25.662,8.575,-84.895,0,0,0,0,0
24513,-574,1237,7455,-366.171,-48.043,7988.414,2083.127,1037.072,1250.837,-213.000,129.714,33.428,-53.816,105.292,-17.327,0,0,0,0,0
24613,5789,-660,9707,-277.143,-58.900,8006.200,2207.406,1039.441,1266.202,890.286,-108.571,177.861,1242.781,23.687,153.646,0,0,0,0,0
24713,413,118,14142,-258.886,-76.886,8104.000,2207.753,1025.234,1457.506,182.571,-179.857,977.998,3.474,-142.061,1913.049,0,0,0,0,1
24813,-989,68,9657,-290.900,-86.343,8135.529,2201.852,1020.792,1466.859,-320.143,-94.571,315.288,-59.006,-44.428,93.525,0,0,0,0,0
